,data,is_cold,queue,size,memory,type
0,0.04635190963745117,False,lambda_cold,64,2048,invocation
1,0.03848552703857422,False,lambda_cold,64,2048,invocation
2,0.04657101631164551,False,lambda_cold,64,2048,invocation
3,0.04026222229003906,False,lambda_cold,64,2048,invocation
4,0.03722095489501953,False,lambda_cold,64,2048,invocation
5,0.038532257080078125,False,lambda_cold,64,2048,invocation
6,0.042337656021118164,False,lambda_cold,64,2048,invocation
7,0.041776180267333984,False,lambda_cold,64,2048,invocation
8,0.038733482360839844,False,lambda_cold,64,2048,invocation
9,0.04142498970031738,False,lambda_cold,64,2048,invocation
10,0.05678200721740723,False,lambda_cold,64,2048,invocation
11,0.04085206985473633,False,lambda_cold,64,2048,invocation
12,0.03513050079345703,False,lambda_cold,64,2048,invocation
13,0.03978753089904785,False,lambda_cold,64,2048,invocation
14,0.038613319396972656,False,lambda_cold,64,2048,invocation
15,0.038378000259399414,False,lambda_cold,64,2048,invocation
16,0.03882026672363281,False,lambda_cold,64,2048,invocation
17,0.037305355072021484,False,lambda_cold,64,2048,invocation
18,0.03712749481201172,False,lambda_cold,64,2048,invocation
19,0.03837776184082031,False,lambda_cold,64,2048,invocation
20,0.14019012451171875,False,lambda_cold,64,2048,invocation
21,0.08344197273254395,False,lambda_cold,64,2048,invocation
22,0.04176759719848633,False,lambda_cold,64,2048,invocation
23,0.03694462776184082,False,lambda_cold,64,2048,invocation
24,0.03896689414978027,False,lambda_cold,64,2048,invocation
25,0.038758277893066406,False,lambda_cold,64,2048,invocation
26,0.03343987464904785,False,lambda_cold,64,2048,invocation
27,0.055110931396484375,False,lambda_cold,64,2048,invocation
28,0.03965282440185547,False,lambda_cold,64,2048,invocation
29,0.036737918853759766,False,lambda_cold,64,2048,invocation
30,0.050405263900756836,False,lambda_cold,64,2048,invocation
31,0.040085792541503906,False,lambda_cold,64,2048,invocation
32,0.0372014045715332,False,lambda_cold,64,2048,invocation
33,0.04215264320373535,False,lambda_cold,64,2048,invocation
34,0.0408322811126709,False,lambda_cold,64,2048,invocation
35,0.03557395935058594,False,lambda_cold,64,2048,invocation
36,0.04226255416870117,False,lambda_cold,64,2048,invocation
37,0.03684735298156738,False,lambda_cold,64,2048,invocation
38,0.03674030303955078,False,lambda_cold,64,2048,invocation
39,0.03828716278076172,False,lambda_cold,64,2048,invocation
40,0.03930068016052246,False,lambda_cold,64,2048,invocation
41,0.04032492637634277,False,lambda_cold,64,2048,invocation
42,0.0397183895111084,False,lambda_cold,64,2048,invocation
43,0.03668975830078125,False,lambda_cold,64,2048,invocation
44,0.05584716796875,False,lambda_cold,64,2048,invocation
45,0.039263010025024414,False,lambda_cold,64,2048,invocation
46,0.03709530830383301,False,lambda_cold,64,2048,invocation
47,0.06081748008728027,False,lambda_cold,64,2048,invocation
48,0.03681206703186035,False,lambda_cold,64,2048,invocation
49,0.04151797294616699,False,lambda_cold,64,2048,invocation
50,0.03764629364013672,False,lambda_cold,64,2048,invocation
51,0.04209280014038086,False,lambda_cold,64,2048,invocation
52,0.04163002967834473,False,lambda_cold,64,2048,invocation
53,0.03851652145385742,False,lambda_cold,64,2048,invocation
54,0.03571176528930664,False,lambda_cold,64,2048,invocation
55,0.031334877014160156,False,lambda_cold,64,2048,invocation
56,0.038912057876586914,False,lambda_cold,64,2048,invocation
57,0.039220333099365234,False,lambda_cold,64,2048,invocation
58,0.04118609428405762,False,lambda_cold,64,2048,invocation
59,0.1470801830291748,False,lambda_cold,64,2048,invocation
60,0.03954768180847168,False,lambda_cold,64,2048,invocation
61,0.0650482177734375,False,lambda_cold,64,2048,invocation
62,0.1150813102722168,False,lambda_cold,64,2048,invocation
63,0.041970252990722656,False,lambda_cold,64,2048,invocation
64,0.03812289237976074,False,lambda_cold,64,2048,invocation
65,0.036604881286621094,False,lambda_cold,64,2048,invocation
66,0.03777456283569336,False,lambda_cold,64,2048,invocation
67,0.04099750518798828,False,lambda_cold,64,2048,invocation
68,0.03878140449523926,False,lambda_cold,64,2048,invocation
69,0.03887581825256348,False,lambda_cold,64,2048,invocation
70,0.038190603256225586,False,lambda_cold,64,2048,invocation
71,0.038413286209106445,False,lambda_cold,64,2048,invocation
72,0.03913116455078125,False,lambda_cold,64,2048,invocation
73,0.04107069969177246,False,lambda_cold,64,2048,invocation
74,0.048726558685302734,False,lambda_cold,64,2048,invocation
75,0.12179923057556152,False,lambda_cold,64,2048,invocation
76,0.03772473335266113,False,lambda_cold,64,2048,invocation
77,0.037827491760253906,False,lambda_cold,64,2048,invocation
78,0.03869509696960449,False,lambda_cold,64,2048,invocation
79,0.04026961326599121,False,lambda_cold,64,2048,invocation
80,0.042340993881225586,False,lambda_cold,64,2048,invocation
81,0.04056906700134277,False,lambda_cold,64,2048,invocation
