,data,native_data,op,size
0,4039,0.0,read,4
1,5154,0.0,read,4
2,4668,0.0,read,4
3,3810,0.0,read,4
4,1555,0.0,read,4
5,5564,0.0,read,4
6,1455,0.0,read,4
7,2536,0.0,read,4
8,6910,0.0,read,4
9,3387,0.0,read,4
10,2150,0.0,read,4
11,4306,0.0,read,4
12,1444,0.0,read,4
13,2152,0.0,read,4
14,4183,0.0,read,4
15,4570,0.0,read,4
16,3380,0.0,read,4
17,2213,0.0,read,4
18,1952,0.0,read,4
19,1473,0.0,read,4
20,3638,0.0,read,4
21,4229,0.0,read,4
22,13307,0.0,read,4
23,2575,0.0,read,4
24,1825,0.0,read,4
25,3194,0.0,read,4
26,1749,0.0,read,4
27,1168,0.0,read,4
28,1303,0.0,read,4
29,1189,0.0,read,4
30,2123,0.0,read,4
31,4281,0.0,read,4
32,3737,0.0,read,4
33,1582,0.0,read,4
34,2389,0.0,read,4
35,1932,0.0,read,4
36,2900,0.0,read,4
37,1846,0.0,read,4
38,3090,0.0,read,4
39,2221,0.0,read,4
40,5253,0.0,read,4
41,1260,0.0,read,4
42,2086,0.0,read,4
43,1090,0.0,read,4
44,3009,0.0,read,4
45,2680,0.0,read,4
46,3996,0.0,read,4
47,2212,0.0,read,4
48,4616,0.0,read,4
49,2338,0.0,read,4
50,2910,0.0,read,4
51,2059,0.0,read,4
52,2133,0.0,read,4
53,1819,0.0,read,4
54,2055,0.0,read,4
55,13602,0.0,read,4
56,1573,0.0,read,4
57,1250,0.0,read,4
58,1272,0.0,read,4
59,2832,0.0,read,4
60,1201,0.0,read,4
61,1383,0.0,read,4
62,1746,0.0,read,4
63,2445,0.0,read,4
64,3275,0.0,read,4
65,1168,0.0,read,4
66,2807,0.0,read,4
67,1810,0.0,read,4
68,4715,0.0,read,4
69,2847,0.0,read,4
70,1759,0.0,read,4
71,2266,0.0,read,4
72,1460,0.0,read,4
73,2507,0.0,read,4
74,1864,0.0,read,4
75,5997,0.0,read,4
76,1317,0.0,read,4
77,1824,0.0,read,4
78,1260,0.0,read,4
79,2231,0.0,read,4
80,13183,0.0,read,4
81,1927,0.0,read,4
82,1898,0.0,read,4
83,1686,0.0,read,4
84,1499,0.0,read,4
85,1269,0.0,read,4
86,1732,0.0,read,4
87,1645,0.0,read,4
88,1595,0.0,read,4
89,1815,0.0,read,4
90,1221,0.0,read,4
91,1988,0.0,read,4
92,2296,0.0,read,4
93,3395,0.0,read,4
94,1117,0.0,read,4
95,4182,0.0,read,4
96,1517,0.0,read,4
97,1303,0.0,read,4
98,4422,0.0,read,4
99,2396,0.0,read,4
100,3357,0.0,read,4
101,1972,0.0,read,4
102,1538,0.0,read,4
103,2063,0.0,read,4
104,1168,0.0,read,4
105,2066,0.0,read,4
106,2157,0.0,read,4
107,1276,0.0,read,4
108,1222,0.0,read,4
109,2098,0.0,read,4
110,1388,0.0,read,4
111,1080,0.0,read,4
112,3475,0.0,read,4
113,1994,0.0,read,4
114,993,0.0,read,4
115,1083,0.0,read,4
116,1353,0.0,read,4
117,2540,0.0,read,4
118,1458,0.0,read,4
119,1054,0.0,read,4
120,5329,0.0,read,4
121,1022,0.0,read,4
122,1522,0.0,read,4
123,7922,0.0,read,4
124,8415,0.0,read,4
125,1406,0.0,read,4
126,1570,0.0,read,4
127,5630,0.0,read,4
128,2386,0.0,read,4
129,1643,0.0,read,4
130,1599,0.0,read,4
131,3972,0.0,read,4
132,1101,0.0,read,4
133,2576,0.0,read,4
134,5519,0.0,read,4
135,1395,0.0,read,4
136,3513,0.0,read,4
137,5441,0.0,read,4
138,3205,0.0,read,4
139,977,0.0,read,4
140,1026,0.0,read,4
141,4209,0.0,read,4
142,1132,0.0,read,4
143,965,0.0,read,4
144,2026,0.0,read,4
145,1817,0.0,read,4
