Addr: 146.148.87.68, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "9698595860487386"}'
b'{"is_cold": false, "events": 1, "idx": "9698381422828637"}'
b'{"is_cold": false, "events": 1, "idx": "9697807609591836"}'
b'{"is_cold": false, "events": 1, "idx": "9063062530562452"}'
b'{"is_cold": false, "events": 1, "idx": "9698566798531657"}'
b'{"is_cold": false, "events": 1, "idx": "9698882393236022"}'
b'{"is_cold": false, "events": 1, "idx": "9697787786789327"}'
b'{"is_cold": false, "events": 1, "idx": "9698853352759272"}'
b'{"is_cold": false, "events": 1, "idx": "9063099793841090"}'
b'{"is_cold": false, "events": 1, "idx": "9698447660285969"}'
b'{"is_cold": false, "events": 1, "idx": "9699187775904213"}'
b'{"is_cold": false, "events": 1, "idx": "9698663498788528"}'
b'{"is_cold": false, "events": 1, "idx": "9063266084926298"}'
b'{"is_cold": false, "events": 1, "idx": "9698752303761796"}'
b'{"is_cold": false, "events": 1, "idx": "9698638493872161"}'
b'{"is_cold": false, "events": 1, "idx": "9697956914386771"}'
b'{"is_cold": false, "events": 1, "idx": "9699394588168977"}'
b'{"is_cold": false, "events": 1, "idx": "9063131627518413"}'
b'{"is_cold": false, "events": 1, "idx": "9698704394050925"}'
b'{"is_cold": false, "events": 1, "idx": "9063020243556838"}'
b'{"is_cold": false, "events": 1, "idx": "9698049847170065"}'
b'{"is_cold": false, "events": 1, "idx": "9697337352512725"}'
b'{"is_cold": false, "events": 1, "idx": "9698492946537712"}'
b'{"is_cold": false, "events": 1, "idx": "9698845361582076"}'
b'{"is_cold": false, "events": 1, "idx": "9697618453907388"}'
b'{"is_cold": false, "events": 1, "idx": "9698515159278963"}'
b'{"is_cold": false, "events": 1, "idx": "9063002242661969"}'
b'{"is_cold": false, "events": 1, "idx": "9698547648524181"}'
b'{"is_cold": false, "events": 1, "idx": "9698553689136541"}'
b'{"is_cold": false, "events": 1, "idx": "9507244213915095"}'
