,time,billed_time,memory,function
0,367.570592,400,512,writer
1,134.154959,200,512,writer
2,118.57659199999998,200,512,writer
3,112.679119,200,512,writer
4,127.49707699999998,200,512,writer
5,136.522222,200,512,writer
6,127.30223099999998,200,512,writer
7,337.3452719999999,400,512,writer
8,121.60474599999999,200,512,writer
9,127.80440600000001,200,512,writer
10,134.206316,200,512,writer
11,118.430249,200,512,writer
12,144.070437,200,512,writer
13,135.486541,200,512,writer
14,118.53848599999998,200,512,writer
15,266.51982599999997,300,512,writer
16,141.689913,200,512,writer
17,138.37714400000002,200,512,writer
18,260.432166,300,512,writer
19,124.116777,200,512,writer
20,130.574732,200,512,writer
21,129.238999,200,512,writer
22,129.146569,200,512,writer
23,123.54023599999998,200,512,writer
24,122.06726099999999,200,512,writer
25,129.143963,200,512,writer
26,94.69339099999999,100,512,writer
27,112.84751899999998,200,512,writer
28,127.68840499999999,200,512,writer
29,127.63779599999998,200,512,writer
30,102.70770499999998,200,512,writer
31,103.80491099999999,200,512,writer
32,98.83144300000001,100,512,writer
33,115.479773,200,512,writer
34,96.748361,100,512,writer
35,122.10962199999999,200,512,writer
36,111.50017099999998,200,512,writer
37,77.458349,100,512,writer
38,103.76536899999998,200,512,writer
39,104.27782400000001,200,512,writer
40,118.74509900000001,200,512,writer
41,84.361108,100,512,writer
42,109.195421,200,512,writer
43,69.21903899999998,100,512,writer
44,201.342966,300,512,writer
45,103.641487,200,512,writer
46,102.69169699999999,200,512,writer
47,109.261675,200,512,writer
48,107.32218299999998,200,512,writer
49,104.215522,200,512,writer
50,108.95721499999999,200,512,writer
51,105.395174,200,512,writer
52,181.261525,200,512,writer
53,104.954669,200,512,writer
54,83.821083,100,512,writer
55,103.76581199999998,200,512,writer
56,129.529853,200,512,writer
57,99.10715499999999,100,512,writer
58,99.58981999999997,100,512,writer
59,106.09590800000001,200,512,writer
60,66.061038,100,512,writer
61,81.40781599999998,100,512,writer
62,51.762980999999996,100,512,writer
63,92.83576599999999,100,512,writer
64,96.183774,100,512,writer
65,53.618182,100,512,writer
66,87.42432199999999,100,512,writer
67,101.034257,200,512,writer
68,56.150718000000005,100,512,writer
69,87.02532,100,512,writer
70,86.663153,100,512,writer
71,201.50196,300,512,writer
72,93.12372300000001,100,512,writer
73,142.31697499999999,200,512,writer
74,106.560522,200,512,writer
75,95.287115,100,512,writer
76,128.20599199999998,200,512,writer
77,93.58800699999999,100,512,writer
78,99.514826,100,512,writer
79,89.60975499999998,100,512,writer
80,105.00038399999998,200,512,writer
81,86.48981599999998,100,512,writer
82,110.142726,200,512,writer
83,197.01822400000003,200,512,writer
84,100.68200800000001,200,512,writer
85,94.850004,100,512,writer
86,103.57484699999999,200,512,writer
87,85.37328199999997,100,512,writer
88,101.13838,200,512,writer
89,92.630078,100,512,writer
90,361.0264879999999,400,512,writer
91,89.623064,100,512,writer
92,117.655705,200,512,writer
93,201.396918,300,512,writer
94,81.171339,100,512,writer
95,91.870059,100,512,writer
96,159.837834,200,512,writer
97,111.4251,200,512,writer
98,115.597842,200,512,writer
99,97.99522200000001,100,512,writer
100,146.85670399999998,200,512,writer
101,84.70127199999997,100,512,writer
102,120.372035,200,512,writer
103,93.01115,100,512,writer
104,112.867256,200,512,writer
105,91.30557999999998,100,512,writer
106,122.00465100000001,200,512,writer
107,93.905226,100,512,writer
108,92.552606,100,512,writer
109,73.24518599999999,100,512,writer
110,89.581814,100,512,writer
111,103.058579,200,512,writer
112,58.097322,100,512,writer
113,106.948053,200,512,writer
114,115.928018,200,512,writer
115,101.94046800000001,200,512,writer
116,92.48597699999998,100,512,writer
117,76.945571,100,512,writer
118,99.278545,100,512,writer
119,76.06315,100,512,writer
120,114.53805399999999,200,512,writer
121,72.88198899999998,100,512,writer
122,81.69322,100,512,writer
123,90.183983,100,512,writer
124,92.92929199999999,100,512,writer
125,135.503342,200,512,writer
126,92.06763399999998,100,512,writer
127,90.783091,100,512,writer
128,89.48030500000002,100,512,writer
129,64.365094,100,512,writer
130,119.33053299999999,200,512,writer
131,83.16267400000001,100,512,writer
132,61.14850599999999,100,512,writer
133,94.31404099999999,100,512,writer
134,103.728397,200,512,writer
135,101.99753799999998,200,512,writer
136,114.049427,200,512,writer
137,99.06857299999999,100,512,writer
138,83.003581,100,512,writer
139,92.67366200000001,100,512,writer
140,91.448302,100,512,writer
141,76.74878799999999,100,512,writer
142,96.532489,100,512,writer
143,71.955134,100,512,writer
144,104.396295,200,512,writer
145,63.622387999999994,100,512,writer
146,144.177756,200,512,writer
147,89.701424,100,512,writer
148,69.084401,100,512,writer
149,98.094318,100,512,writer
150,121.772345,200,512,writer
151,91.78891799999998,100,512,writer
152,111.285654,200,512,writer
153,109.700984,200,512,writer
154,65.22821900000001,100,512,writer
155,102.03632299999998,200,512,writer
156,84.66211799999998,100,512,writer
157,73.92874799999998,100,512,writer
158,96.67345499999999,100,512,writer
159,56.264086999999996,100,512,writer
160,85.96997899999998,100,512,writer
161,84.25653799999999,100,512,writer
162,74.750897,100,512,writer
163,95.284468,100,512,writer
164,77.266784,100,512,writer
165,75.30192799999999,100,512,writer
166,61.663115,100,512,writer
167,99.73237499999999,100,512,writer
168,60.723079,100,512,writer
169,138.22956,200,512,writer
170,80.307952,100,512,writer
171,85.806664,100,512,writer
172,56.346551000000005,100,512,writer
173,65.671253,100,512,writer
174,76.075524,100,512,writer
175,146.099466,200,512,writer
176,134.592611,200,512,writer
177,187.89480699999996,200,512,writer
178,58.88000899999999,100,512,writer
179,85.25652,100,512,writer
180,90.45223,100,512,writer
181,97.193666,100,512,writer
182,56.133742999999996,100,512,writer
183,84.655256,100,512,writer
184,75.45505399999998,100,512,writer
185,84.71259099999999,100,512,writer
186,63.154357,100,512,writer
187,90.27937899999999,100,512,writer
188,224.66850699999995,300,512,writer
189,100.56059499999999,200,512,writer
190,147.24896800000002,200,512,writer
191,86.83728499999998,100,512,writer
192,66.90937199999998,100,512,writer
193,63.717586,100,512,writer
194,83.165694,100,512,writer
195,103.67853199999999,200,512,writer
196,66.801655,100,512,writer
197,65.62731199999999,100,512,writer
198,250.08984099999998,300,512,writer
199,104.810778,200,512,writer
200,132.40286299999997,200,512,writer
201,820.8540349999998,900,512,distributor
202,354.4403039999999,400,512,distributor
203,413.590152,500,512,distributor
204,390.53254699999997,400,512,distributor
205,366.52275399999996,400,512,distributor
206,349.958516,400,512,distributor
207,350.25055699999996,400,512,distributor
208,360.44921899999997,400,512,distributor
209,345.14334199999996,400,512,distributor
210,409.71931700000005,500,512,distributor
211,288.72712900000005,300,512,distributor
212,367.355523,400,512,distributor
213,343.723054,400,512,distributor
214,314.3272819999999,400,512,distributor
215,354.40528900000004,400,512,distributor
216,317.9895649999999,400,512,distributor
217,345.05638899999997,400,512,distributor
218,308.375809,400,512,distributor
219,290.337771,300,512,distributor
220,347.90546900000004,400,512,distributor
221,383.40627900000004,400,512,distributor
222,346.0685969999999,400,512,distributor
223,388.817147,400,512,distributor
224,331.54902400000003,400,512,distributor
225,312.22691699999996,400,512,distributor
226,263.184984,300,512,distributor
227,302.12675200000007,400,512,distributor
228,262.20472099999995,300,512,distributor
229,269.82808,300,512,distributor
230,503.360099,600,512,distributor
231,369.919186,400,512,distributor
232,449.775397,500,512,distributor
233,563.822648,600,512,distributor
234,461.637787,500,512,distributor
235,369.42426399999994,400,512,distributor
236,319.245165,400,512,distributor
237,438.79861999999997,500,512,distributor
238,337.937755,400,512,distributor
239,316.43445799999995,400,512,distributor
240,419.09813399999996,500,512,distributor
241,460.00023999999996,500,512,distributor
242,408.354833,500,512,distributor
243,418.196138,500,512,distributor
244,452.719208,500,512,distributor
245,350.24730999999997,400,512,distributor
246,425.7363679999999,500,512,distributor
247,397.435248,400,512,distributor
248,327.21940900000004,400,512,distributor
249,299.833654,300,512,distributor
250,479.5367609999999,500,512,distributor
251,281.485756,300,512,distributor
252,302.5916459999999,400,512,distributor
253,309.128874,400,512,distributor
254,396.155088,400,512,distributor
255,270.024067,300,512,distributor
256,255.04698399999995,300,512,distributor
257,355.374756,400,512,distributor
258,242.47318,300,512,distributor
259,292.6654659999999,300,512,distributor
260,404.117915,500,512,distributor
261,253.10339999999997,300,512,distributor
262,294.68570900000003,300,512,distributor
263,263.405668,300,512,distributor
264,296.18854899999997,300,512,distributor
265,274.73945100000003,300,512,distributor
266,269.596924,300,512,distributor
267,272.051404,300,512,distributor
268,256.98961599999996,300,512,distributor
269,288.257062,300,512,distributor
270,277.60011199999997,300,512,distributor
271,290.813021,300,512,distributor
272,380.378554,400,512,distributor
273,257.628203,300,512,distributor
274,279.532638,300,512,distributor
275,330.6210899999999,400,512,distributor
276,292.018691,300,512,distributor
277,262.34216299999997,300,512,distributor
278,294.283789,300,512,distributor
279,325.53236999999996,400,512,distributor
280,267.72046700000004,300,512,distributor
281,331.656431,400,512,distributor
282,260.230571,300,512,distributor
283,236.185205,300,512,distributor
284,253.822396,300,512,distributor
285,299.741183,300,512,distributor
286,255.02183099999996,300,512,distributor
287,347.21695600000004,400,512,distributor
288,306.84578099999993,400,512,distributor
289,263.870881,300,512,distributor
290,293.87411399999996,300,512,distributor
291,261.992273,300,512,distributor
292,268.8927269999999,300,512,distributor
293,274.1868359999999,300,512,distributor
294,230.89584199999996,300,512,distributor
295,239.036525,300,512,distributor
296,274.846812,300,512,distributor
297,309.40833599999996,400,512,distributor
298,316.0284659999999,400,512,distributor
299,298.140349,300,512,distributor
300,281.2575529999999,300,512,distributor
301,357.575251,400,512,distributor
302,332.3910139999999,400,512,distributor
303,340.0309439999999,400,512,distributor
304,428.313919,500,512,distributor
305,443.39649599999996,500,512,distributor
306,291.80651399999994,300,512,distributor
307,306.410937,400,512,distributor
308,380.041515,400,512,distributor
309,327.00198,400,512,distributor
310,436.1729019999999,500,512,distributor
311,397.9731779999999,400,512,distributor
312,325.97795300000007,400,512,distributor
313,288.455218,300,512,distributor
314,326.490613,400,512,distributor
315,366.59304999999995,400,512,distributor
316,383.9078619999999,400,512,distributor
317,307.703776,400,512,distributor
318,346.896371,400,512,distributor
319,295.90630999999996,300,512,distributor
320,413.00834699999996,500,512,distributor
321,428.67445799999996,500,512,distributor
322,245.71701499999998,300,512,distributor
323,281.702453,300,512,distributor
324,289.989762,300,512,distributor
325,277.921582,300,512,distributor
326,382.36042,400,512,distributor
327,298.68388,300,512,distributor
328,343.71533700000003,400,512,distributor
329,346.668887,400,512,distributor
330,306.70871900000003,400,512,distributor
331,373.118017,400,512,distributor
332,294.73657199999997,300,512,distributor
333,307.39458400000007,400,512,distributor
334,350.7448369999999,400,512,distributor
335,241.970196,300,512,distributor
336,358.11318,400,512,distributor
337,280.541481,300,512,distributor
