,data,op,size
0,4643,set_data,4
1,4355,set_data,4
2,4217,set_data,4
3,4109,set_data,4
4,3912,set_data,4
5,4230,set_data,4
6,5264,set_data,4
7,4390,set_data,4
8,4568,set_data,4
9,4049,set_data,4
10,4135,set_data,4
11,4985,set_data,4
12,4560,set_data,4
13,5279,set_data,4
14,4282,set_data,4
15,4580,set_data,4
16,4136,set_data,4
17,4393,set_data,4
18,4468,set_data,4
19,4583,set_data,4
20,4573,set_data,4
21,5027,set_data,4
22,4388,set_data,4
23,4136,set_data,4
24,4630,set_data,4
25,6109,set_data,4
26,4795,set_data,4
27,4026,set_data,4
28,4360,set_data,4
29,4385,set_data,4
30,5975,set_data,4
31,4823,set_data,4
32,4041,set_data,4
33,4979,set_data,4
34,4309,set_data,4
35,4590,set_data,4
36,4271,set_data,4
37,4254,set_data,4
38,4246,set_data,4
39,4402,set_data,4
40,4458,set_data,4
41,4369,set_data,4
42,4192,set_data,4
43,4894,set_data,4
44,4325,set_data,4
45,4836,set_data,4
46,4363,set_data,4
47,4308,set_data,4
48,4514,set_data,4
49,4056,set_data,4
50,4286,set_data,4
51,4272,set_data,4
52,4987,set_data,4
53,4377,set_data,4
54,4159,set_data,4
55,4333,set_data,4
56,4637,set_data,4
57,4406,set_data,4
58,4516,set_data,4
59,4229,set_data,4
60,4017,set_data,4
61,4646,set_data,4
62,4466,set_data,4
63,4749,set_data,4
64,4867,set_data,4
65,4503,set_data,4
66,4571,set_data,4
67,4482,set_data,4
68,4806,set_data,4
69,4754,set_data,4
70,5078,set_data,4
71,5098,set_data,4
72,4592,set_data,4
73,4534,set_data,4
74,4178,set_data,4
75,4386,set_data,4
76,5466,set_data,4
77,4271,set_data,4
78,4177,set_data,4
79,4393,set_data,4
80,4808,set_data,4
81,4524,set_data,4
82,4111,set_data,4
83,4060,set_data,4
84,4179,set_data,4
85,4326,set_data,4
86,4750,set_data,4
87,4618,set_data,4
88,4439,set_data,4
89,4055,set_data,4
90,5262,set_data,4
91,4850,set_data,4
92,4337,set_data,4
93,4021,set_data,4
94,4015,set_data,4
95,4249,set_data,4
96,4656,set_data,4
97,4168,set_data,4
98,4593,set_data,4
99,4091,set_data,4
100,4671,set_data,4
101,4573,set_data,4
102,4367,set_data,4
103,4211,set_data,4
104,4390,set_data,4
105,4646,set_data,4
106,4079,set_data,4
107,4685,set_data,4
108,4418,set_data,4
109,4302,set_data,4
110,4488,set_data,4
111,4406,set_data,4
112,4418,set_data,4
113,4116,set_data,4
114,4494,set_data,4
115,4012,set_data,4
116,3538,set_data,4
117,3747,set_data,4
118,3945,set_data,4
119,3959,set_data,4
120,3902,set_data,4
121,4020,set_data,4
122,3875,set_data,4
123,3996,set_data,4
124,4060,set_data,4
125,4284,set_data,4
126,4322,set_data,4
127,4309,set_data,4
128,5520,set_data,4
129,4190,set_data,4
130,4237,set_data,4
131,4248,set_data,4
132,4308,set_data,4
133,4169,set_data,4
134,4046,set_data,4
135,6143,set_data,4
136,4345,set_data,4
137,4072,set_data,4
138,4060,set_data,4
139,3908,set_data,4
140,3942,set_data,4
141,4215,set_data,4
142,4195,set_data,4
143,4069,set_data,4
144,4167,set_data,4
145,4341,set_data,4
146,4572,set_data,4
147,4370,set_data,4
148,4331,set_data,4
149,4261,set_data,4
