,data,op,size
0,17092,set_data,256000
1,17261,set_data,256000
2,16824,set_data,256000
3,18181,set_data,256000
4,18718,set_data,256000
5,17889,set_data,256000
6,18253,set_data,256000
7,17673,set_data,256000
8,17935,set_data,256000
9,19208,set_data,256000
10,18081,set_data,256000
11,17577,set_data,256000
12,18655,set_data,256000
13,18536,set_data,256000
14,18603,set_data,256000
15,45737,set_data,256000
16,34629,set_data,256000
17,15839,set_data,256000
18,14717,set_data,256000
19,13607,set_data,256000
20,12664,set_data,256000
21,14159,set_data,256000
22,12356,set_data,256000
23,12268,set_data,256000
24,13773,set_data,256000
25,11266,set_data,256000
26,12225,set_data,256000
27,12050,set_data,256000
28,11681,set_data,256000
29,11706,set_data,256000
30,11468,set_data,256000
31,11964,set_data,256000
32,11211,set_data,256000
33,12723,set_data,256000
34,19613,set_data,256000
35,13197,set_data,256000
36,11101,set_data,256000
37,13830,set_data,256000
38,16728,set_data,256000
39,18522,set_data,256000
40,14943,set_data,256000
41,56624,set_data,256000
42,12604,set_data,256000
43,11615,set_data,256000
44,11534,set_data,256000
45,11953,set_data,256000
46,12058,set_data,256000
47,11697,set_data,256000
48,20926,set_data,256000
49,11439,set_data,256000
50,11847,set_data,256000
51,23879,set_data,256000
52,15499,set_data,256000
53,12377,set_data,256000
54,11817,set_data,256000
55,11952,set_data,256000
56,11434,set_data,256000
57,10878,set_data,256000
58,11936,set_data,256000
59,10962,set_data,256000
60,10536,set_data,256000
61,11600,set_data,256000
62,12829,set_data,256000
63,11396,set_data,256000
64,13399,set_data,256000
65,19623,set_data,256000
66,22814,set_data,256000
67,11132,set_data,256000
68,11596,set_data,256000
69,11001,set_data,256000
70,11788,set_data,256000
71,16430,set_data,256000
72,11510,set_data,256000
73,11289,set_data,256000
74,11064,set_data,256000
75,10890,set_data,256000
76,11266,set_data,256000
77,11104,set_data,256000
78,21732,set_data,256000
79,12106,set_data,256000
80,23855,set_data,256000
81,22119,set_data,256000
82,12931,set_data,256000
83,12306,set_data,256000
84,23791,set_data,256000
85,11739,set_data,256000
86,12324,set_data,256000
87,10796,set_data,256000
88,14658,set_data,256000
89,11105,set_data,256000
90,18406,set_data,256000
91,10996,set_data,256000
92,12558,set_data,256000
93,20099,set_data,256000
94,11796,set_data,256000
95,28294,set_data,256000
96,11897,set_data,256000
97,32010,set_data,256000
98,14261,set_data,256000
99,12449,set_data,256000
100,29659,set_data,256000
101,12313,set_data,256000
102,11053,set_data,256000
103,11573,set_data,256000
104,11681,set_data,256000
105,14964,set_data,256000
106,11922,set_data,256000
107,11394,set_data,256000
108,11552,set_data,256000
109,12250,set_data,256000
110,11669,set_data,256000
111,12051,set_data,256000
112,33136,set_data,256000
113,12412,set_data,256000
114,15684,set_data,256000
115,13793,set_data,256000
116,11935,set_data,256000
117,11018,set_data,256000
118,18153,set_data,256000
119,37734,set_data,256000
120,24929,set_data,256000
121,22203,set_data,256000
122,14212,set_data,256000
123,17423,set_data,256000
124,14001,set_data,256000
125,12215,set_data,256000
126,11757,set_data,256000
127,15428,set_data,256000
128,12454,set_data,256000
129,17399,set_data,256000
130,12055,set_data,256000
131,38725,set_data,256000
132,11144,set_data,256000
133,12035,set_data,256000
134,15307,set_data,256000
135,12515,set_data,256000
136,10791,set_data,256000
137,13964,set_data,256000
138,15990,set_data,256000
139,12956,set_data,256000
140,13070,set_data,256000
141,12899,set_data,256000
142,11076,set_data,256000
143,14838,set_data,256000
144,13785,set_data,256000
145,12266,set_data,256000
146,12826,set_data,256000
147,12730,set_data,256000
148,39009,set_data,256000
149,13154,set_data,256000
