,data,op,size
0,14854,set_data,65536
1,9597,set_data,65536
2,9460,set_data,65536
3,8451,set_data,65536
4,9327,set_data,65536
5,9609,set_data,65536
6,9322,set_data,65536
7,15348,set_data,65536
8,9733,set_data,65536
9,8738,set_data,65536
10,10322,set_data,65536
11,10440,set_data,65536
12,9403,set_data,65536
13,9321,set_data,65536
14,9653,set_data,65536
15,9009,set_data,65536
16,10003,set_data,65536
17,12791,set_data,65536
18,10482,set_data,65536
19,9710,set_data,65536
20,10806,set_data,65536
21,9373,set_data,65536
22,8298,set_data,65536
23,8394,set_data,65536
24,10134,set_data,65536
25,9903,set_data,65536
26,8573,set_data,65536
27,8725,set_data,65536
28,9069,set_data,65536
29,9943,set_data,65536
30,9846,set_data,65536
31,12344,set_data,65536
32,9221,set_data,65536
33,10131,set_data,65536
34,8658,set_data,65536
35,9630,set_data,65536
36,9986,set_data,65536
37,8523,set_data,65536
38,8174,set_data,65536
39,9604,set_data,65536
40,9067,set_data,65536
41,8822,set_data,65536
42,9437,set_data,65536
43,9738,set_data,65536
44,8862,set_data,65536
45,12046,set_data,65536
46,10925,set_data,65536
47,10336,set_data,65536
48,9228,set_data,65536
49,9409,set_data,65536
50,8717,set_data,65536
51,12853,set_data,65536
52,8251,set_data,65536
53,8533,set_data,65536
54,7841,set_data,65536
55,9688,set_data,65536
56,8853,set_data,65536
57,12884,set_data,65536
58,9061,set_data,65536
59,12252,set_data,65536
60,8894,set_data,65536
61,9836,set_data,65536
62,8330,set_data,65536
63,8703,set_data,65536
64,9441,set_data,65536
65,9375,set_data,65536
66,8768,set_data,65536
67,10167,set_data,65536
68,12199,set_data,65536
69,8762,set_data,65536
70,14193,set_data,65536
71,11206,set_data,65536
72,8840,set_data,65536
73,11182,set_data,65536
74,7805,set_data,65536
75,11043,set_data,65536
76,8798,set_data,65536
77,10764,set_data,65536
78,10844,set_data,65536
79,8452,set_data,65536
80,9514,set_data,65536
81,10368,set_data,65536
82,8188,set_data,65536
83,8483,set_data,65536
84,12346,set_data,65536
85,10917,set_data,65536
86,12560,set_data,65536
87,11083,set_data,65536
88,9256,set_data,65536
89,8316,set_data,65536
90,9155,set_data,65536
91,14591,set_data,65536
92,10869,set_data,65536
93,8089,set_data,65536
94,10618,set_data,65536
95,9212,set_data,65536
96,13996,set_data,65536
97,10981,set_data,65536
98,11791,set_data,65536
99,9045,set_data,65536
100,8896,set_data,65536
101,10925,set_data,65536
102,9728,set_data,65536
103,9605,set_data,65536
104,8100,set_data,65536
105,14066,set_data,65536
106,11049,set_data,65536
107,8622,set_data,65536
108,9002,set_data,65536
109,8611,set_data,65536
110,8410,set_data,65536
111,12306,set_data,65536
112,14991,set_data,65536
113,9275,set_data,65536
114,10576,set_data,65536
115,9029,set_data,65536
116,9671,set_data,65536
117,12642,set_data,65536
118,7980,set_data,65536
119,9089,set_data,65536
120,9107,set_data,65536
121,8651,set_data,65536
122,10663,set_data,65536
123,15085,set_data,65536
124,9484,set_data,65536
125,9857,set_data,65536
126,9334,set_data,65536
127,10483,set_data,65536
128,9463,set_data,65536
129,9762,set_data,65536
130,9220,set_data,65536
131,8710,set_data,65536
132,9709,set_data,65536
133,11760,set_data,65536
134,9811,set_data,65536
135,12967,set_data,65536
136,8832,set_data,65536
137,10694,set_data,65536
138,10089,set_data,65536
139,9417,set_data,65536
140,8356,set_data,65536
141,9265,set_data,65536
142,9093,set_data,65536
143,9480,set_data,65536
144,8671,set_data,65536
145,8798,set_data,65536
146,8135,set_data,65536
147,9884,set_data,65536
148,10699,set_data,65536
149,7982,set_data,65536
