,data,op,size
0,5119,set_data,1024
1,6128,set_data,1024
2,5127,set_data,1024
3,6272,set_data,1024
4,4729,set_data,1024
5,4870,set_data,1024
6,4861,set_data,1024
7,6497,set_data,1024
8,4803,set_data,1024
9,4972,set_data,1024
10,5543,set_data,1024
11,6735,set_data,1024
12,4502,set_data,1024
13,4498,set_data,1024
14,5562,set_data,1024
15,4135,set_data,1024
16,4555,set_data,1024
17,4427,set_data,1024
18,6246,set_data,1024
19,5329,set_data,1024
20,5640,set_data,1024
21,4341,set_data,1024
22,6361,set_data,1024
23,4511,set_data,1024
24,4410,set_data,1024
25,6318,set_data,1024
26,5002,set_data,1024
27,4485,set_data,1024
28,4558,set_data,1024
29,6967,set_data,1024
30,5333,set_data,1024
31,5079,set_data,1024
32,6093,set_data,1024
33,7416,set_data,1024
34,4695,set_data,1024
35,4857,set_data,1024
36,5243,set_data,1024
37,6899,set_data,1024
38,4953,set_data,1024
39,6138,set_data,1024
40,7048,set_data,1024
41,5439,set_data,1024
42,5359,set_data,1024
43,5117,set_data,1024
44,6814,set_data,1024
45,5123,set_data,1024
46,5176,set_data,1024
47,5378,set_data,1024
48,7550,set_data,1024
49,5534,set_data,1024
50,4978,set_data,1024
51,6550,set_data,1024
52,5070,set_data,1024
53,4325,set_data,1024
54,4677,set_data,1024
55,5846,set_data,1024
56,5174,set_data,1024
57,5276,set_data,1024
58,4831,set_data,1024
59,6914,set_data,1024
60,5093,set_data,1024
61,4733,set_data,1024
62,4261,set_data,1024
63,6572,set_data,1024
64,9649,set_data,1024
65,4602,set_data,1024
66,5367,set_data,1024
67,4134,set_data,1024
68,4374,set_data,1024
69,4225,set_data,1024
70,6811,set_data,1024
71,5159,set_data,1024
72,4818,set_data,1024
73,4218,set_data,1024
74,6819,set_data,1024
75,4850,set_data,1024
76,4277,set_data,1024
77,5903,set_data,1024
78,4508,set_data,1024
79,4642,set_data,1024
80,4811,set_data,1024
81,6530,set_data,1024
82,4470,set_data,1024
83,4689,set_data,1024
84,4399,set_data,1024
85,6443,set_data,1024
86,4266,set_data,1024
87,5144,set_data,1024
88,4635,set_data,1024
89,6567,set_data,1024
90,4706,set_data,1024
91,4984,set_data,1024
92,6940,set_data,1024
93,5066,set_data,1024
94,5403,set_data,1024
95,5116,set_data,1024
96,6629,set_data,1024
97,5251,set_data,1024
98,5104,set_data,1024
99,5152,set_data,1024
100,5917,set_data,1024
101,4698,set_data,1024
102,4537,set_data,1024
103,6360,set_data,1024
104,4194,set_data,1024
105,4045,set_data,1024
106,4622,set_data,1024
107,6872,set_data,1024
108,4901,set_data,1024
109,4417,set_data,1024
110,4376,set_data,1024
111,6731,set_data,1024
112,5042,set_data,1024
113,4428,set_data,1024
114,6623,set_data,1024
115,4781,set_data,1024
116,4044,set_data,1024
117,4357,set_data,1024
118,5918,set_data,1024
119,4115,set_data,1024
120,3920,set_data,1024
121,4753,set_data,1024
122,6038,set_data,1024
123,4420,set_data,1024
124,4572,set_data,1024
125,4685,set_data,1024
126,6308,set_data,1024
127,4436,set_data,1024
128,4959,set_data,1024
129,7155,set_data,1024
130,5057,set_data,1024
131,4924,set_data,1024
132,5092,set_data,1024
133,6872,set_data,1024
134,5355,set_data,1024
135,5171,set_data,1024
136,4756,set_data,1024
137,6074,set_data,1024
138,4964,set_data,1024
139,4545,set_data,1024
140,6051,set_data,1024
141,5059,set_data,1024
142,4906,set_data,1024
143,4220,set_data,1024
144,6380,set_data,1024
145,4929,set_data,1024
146,4564,set_data,1024
147,4740,set_data,1024
148,6811,set_data,1024
149,5230,set_data,1024
