,data,op,size
0,12624,set_data,256000
1,48241,set_data,256000
2,11058,set_data,256000
3,12580,set_data,256000
4,14523,set_data,256000
5,13742,set_data,256000
6,49997,set_data,256000
7,11724,set_data,256000
8,14851,set_data,256000
9,13796,set_data,256000
10,104250,set_data,256000
11,21334,set_data,256000
12,45289,set_data,256000
13,10381,set_data,256000
14,53796,set_data,256000
15,10971,set_data,256000
16,38774,set_data,256000
17,10025,set_data,256000
18,42653,set_data,256000
19,42571,set_data,256000
20,43802,set_data,256000
21,12125,set_data,256000
22,43989,set_data,256000
23,11030,set_data,256000
24,41356,set_data,256000
25,11064,set_data,256000
26,36630,set_data,256000
27,10047,set_data,256000
28,39531,set_data,256000
29,10147,set_data,256000
30,41391,set_data,256000
31,11059,set_data,256000
32,34341,set_data,256000
33,11559,set_data,256000
34,46730,set_data,256000
35,12461,set_data,256000
36,52805,set_data,256000
37,20497,set_data,256000
38,18403,set_data,256000
39,12906,set_data,256000
40,48866,set_data,256000
41,10555,set_data,256000
42,36484,set_data,256000
43,10381,set_data,256000
44,30805,set_data,256000
45,11021,set_data,256000
46,10294,set_data,256000
47,43258,set_data,256000
48,16277,set_data,256000
49,40027,set_data,256000
50,11214,set_data,256000
51,13643,set_data,256000
52,10814,set_data,256000
53,24254,set_data,256000
54,11205,set_data,256000
55,35479,set_data,256000
56,11147,set_data,256000
57,134630,set_data,256000
58,11739,set_data,256000
59,35293,set_data,256000
60,10201,set_data,256000
61,42996,set_data,256000
62,10505,set_data,256000
63,18688,set_data,256000
64,10972,set_data,256000
65,43431,set_data,256000
66,10057,set_data,256000
67,57851,set_data,256000
68,22394,set_data,256000
69,51714,set_data,256000
70,12014,set_data,256000
71,14266,set_data,256000
72,10357,set_data,256000
73,33885,set_data,256000
74,10228,set_data,256000
75,45046,set_data,256000
76,11336,set_data,256000
77,37697,set_data,256000
78,10698,set_data,256000
79,12243,set_data,256000
80,15013,set_data,256000
81,55884,set_data,256000
82,11695,set_data,256000
83,41924,set_data,256000
84,11676,set_data,256000
85,41541,set_data,256000
86,11318,set_data,256000
87,15539,set_data,256000
88,11138,set_data,256000
89,41756,set_data,256000
90,16159,set_data,256000
91,13490,set_data,256000
92,45684,set_data,256000
93,13653,set_data,256000
94,39706,set_data,256000
95,23583,set_data,256000
96,14185,set_data,256000
97,10117,set_data,256000
98,44352,set_data,256000
99,15411,set_data,256000
100,48103,set_data,256000
101,11915,set_data,256000
102,41381,set_data,256000
103,10401,set_data,256000
104,14593,set_data,256000
105,10596,set_data,256000
106,40406,set_data,256000
107,14489,set_data,256000
108,15330,set_data,256000
109,10457,set_data,256000
110,37692,set_data,256000
111,12199,set_data,256000
112,43326,set_data,256000
113,10625,set_data,256000
114,38568,set_data,256000
115,15820,set_data,256000
116,43832,set_data,256000
117,11253,set_data,256000
118,32359,set_data,256000
119,10574,set_data,256000
120,46360,set_data,256000
121,17735,set_data,256000
122,13585,set_data,256000
123,30282,set_data,256000
124,35332,set_data,256000
125,10437,set_data,256000
126,40699,set_data,256000
127,10466,set_data,256000
128,13479,set_data,256000
129,10883,set_data,256000
130,16180,set_data,256000
131,11222,set_data,256000
132,42030,set_data,256000
133,38662,set_data,256000
134,9681,set_data,256000
135,13000,set_data,256000
136,9834,set_data,256000
137,34795,set_data,256000
138,9791,set_data,256000
139,43432,set_data,256000
140,9877,set_data,256000
141,44295,set_data,256000
142,10230,set_data,256000
143,34872,set_data,256000
144,10449,set_data,256000
145,34913,set_data,256000
146,9084,set_data,256000
147,34226,set_data,256000
148,9794,set_data,256000
149,57683,set_data,256000
