,data,op,size
0,4074,set_data,4
1,4041,set_data,4
2,3772,set_data,4
3,3598,set_data,4
4,3351,set_data,4
5,3550,set_data,4
6,3269,set_data,4
7,3513,set_data,4
8,3568,set_data,4
9,3645,set_data,4
10,3566,set_data,4
11,5721,set_data,4
12,3592,set_data,4
13,3400,set_data,4
14,3571,set_data,4
15,3714,set_data,4
16,3500,set_data,4
17,3227,set_data,4
18,3663,set_data,4
19,4067,set_data,4
20,3682,set_data,4
21,3611,set_data,4
22,3432,set_data,4
23,3469,set_data,4
24,3448,set_data,4
25,3499,set_data,4
26,3520,set_data,4
27,6315,set_data,4
28,3805,set_data,4
29,3540,set_data,4
30,3464,set_data,4
31,3683,set_data,4
32,3694,set_data,4
33,3611,set_data,4
34,3401,set_data,4
35,3339,set_data,4
36,3814,set_data,4
37,3298,set_data,4
38,3618,set_data,4
39,3420,set_data,4
40,4195,set_data,4
41,4801,set_data,4
42,3425,set_data,4
43,3317,set_data,4
44,3348,set_data,4
45,4309,set_data,4
46,3557,set_data,4
47,3583,set_data,4
48,3893,set_data,4
49,3503,set_data,4
50,4939,set_data,4
51,3722,set_data,4
52,3790,set_data,4
53,3469,set_data,4
54,3640,set_data,4
55,3233,set_data,4
56,3515,set_data,4
57,3816,set_data,4
58,3542,set_data,4
59,3359,set_data,4
60,3491,set_data,4
61,4370,set_data,4
62,3754,set_data,4
63,3796,set_data,4
64,3798,set_data,4
65,3334,set_data,4
66,3419,set_data,4
67,3524,set_data,4
68,3484,set_data,4
69,3405,set_data,4
70,3609,set_data,4
71,3745,set_data,4
72,4587,set_data,4
73,3795,set_data,4
74,4994,set_data,4
75,3387,set_data,4
76,7136,set_data,4
77,3704,set_data,4
78,3442,set_data,4
79,3359,set_data,4
80,8545,set_data,4
81,3927,set_data,4
82,3540,set_data,4
83,3857,set_data,4
84,3395,set_data,4
85,3761,set_data,4
86,3686,set_data,4
87,3559,set_data,4
88,3518,set_data,4
89,3584,set_data,4
90,3443,set_data,4
91,3623,set_data,4
92,3728,set_data,4
93,3773,set_data,4
94,3856,set_data,4
95,4040,set_data,4
96,3705,set_data,4
97,3623,set_data,4
98,3681,set_data,4
99,3800,set_data,4
100,3542,set_data,4
101,5627,set_data,4
102,3481,set_data,4
103,3681,set_data,4
104,3957,set_data,4
105,3757,set_data,4
106,3668,set_data,4
107,3452,set_data,4
108,3426,set_data,4
109,6503,set_data,4
110,5617,set_data,4
111,3699,set_data,4
112,3592,set_data,4
113,4693,set_data,4
114,3701,set_data,4
115,3515,set_data,4
116,3894,set_data,4
117,3704,set_data,4
118,3784,set_data,4
119,3523,set_data,4
120,3456,set_data,4
121,3695,set_data,4
122,3731,set_data,4
123,3555,set_data,4
124,3361,set_data,4
125,3693,set_data,4
126,3471,set_data,4
127,3855,set_data,4
128,3674,set_data,4
129,3404,set_data,4
130,3340,set_data,4
131,3805,set_data,4
132,3333,set_data,4
133,4000,set_data,4
134,3584,set_data,4
135,3674,set_data,4
136,8535,set_data,4
137,4021,set_data,4
138,3932,set_data,4
139,3815,set_data,4
140,3623,set_data,4
141,3341,set_data,4
142,3594,set_data,4
143,3289,set_data,4
144,3461,set_data,4
145,4155,set_data,4
146,4028,set_data,4
147,3596,set_data,4
148,3537,set_data,4
149,8161,set_data,4
