,data,op,storage,size
0,259578,write,dynamodb,4
1,196917,write,dynamodb,4
2,195930,write,dynamodb,4
3,207457,write,dynamodb,4
4,195922,write,dynamodb,4
5,196336,write,dynamodb,4
6,194716,write,dynamodb,4
7,198608,write,dynamodb,4
8,204471,write,dynamodb,4
9,196396,write,dynamodb,4
10,195867,write,dynamodb,4
11,193472,write,dynamodb,4
12,196519,write,dynamodb,4
13,197941,write,dynamodb,4
14,197862,write,dynamodb,4
15,198251,write,dynamodb,4
16,197669,write,dynamodb,4
17,194764,write,dynamodb,4
18,196498,write,dynamodb,4
19,197403,write,dynamodb,4
20,195733,write,dynamodb,4
21,194969,write,dynamodb,4
22,195527,write,dynamodb,4
23,193543,write,dynamodb,4
24,195181,write,dynamodb,4
25,193955,write,dynamodb,4
26,234293,write,dynamodb,4
27,202760,write,dynamodb,4
28,196905,write,dynamodb,4
29,201485,write,dynamodb,4
30,195340,write,dynamodb,4
31,196526,write,dynamodb,4
32,195090,write,dynamodb,4
33,194156,write,dynamodb,4
34,195356,write,dynamodb,4
35,200628,write,dynamodb,4
36,207276,write,dynamodb,4
37,197594,write,dynamodb,4
38,196362,write,dynamodb,4
39,196833,write,dynamodb,4
40,193797,write,dynamodb,4
41,197735,write,dynamodb,4
42,195165,write,dynamodb,4
43,198173,write,dynamodb,4
44,198084,write,dynamodb,4
45,196983,write,dynamodb,4
46,198238,write,dynamodb,4
47,197817,write,dynamodb,4
48,197012,write,dynamodb,4
49,197389,write,dynamodb,4
50,199661,write,dynamodb,4
51,194259,write,dynamodb,4
52,193959,write,dynamodb,4
53,196106,write,dynamodb,4
54,196347,write,dynamodb,4
55,212100,write,dynamodb,4
56,197760,write,dynamodb,4
57,195178,write,dynamodb,4
58,196357,write,dynamodb,4
59,195795,write,dynamodb,4
60,194838,write,dynamodb,4
61,193699,write,dynamodb,4
62,196373,write,dynamodb,4
63,248593,write,dynamodb,4
64,196960,write,dynamodb,4
65,198154,write,dynamodb,4
66,199861,write,dynamodb,4
67,196506,write,dynamodb,4
68,201331,write,dynamodb,4
69,197672,write,dynamodb,4
70,199013,write,dynamodb,4
71,195181,write,dynamodb,4
72,195955,write,dynamodb,4
73,198563,write,dynamodb,4
74,199960,write,dynamodb,4
75,193828,write,dynamodb,4
76,194586,write,dynamodb,4
77,197998,write,dynamodb,4
78,195373,write,dynamodb,4
79,199502,write,dynamodb,4
80,193739,write,dynamodb,4
81,196225,write,dynamodb,4
82,196488,write,dynamodb,4
83,197252,write,dynamodb,4
84,197849,write,dynamodb,4
85,197313,write,dynamodb,4
86,206897,write,dynamodb,4
87,194434,write,dynamodb,4
88,200339,write,dynamodb,4
89,199309,write,dynamodb,4
90,195872,write,dynamodb,4
91,198693,write,dynamodb,4
92,197066,write,dynamodb,4
93,196124,write,dynamodb,4
94,197635,write,dynamodb,4
95,195015,write,dynamodb,4
96,195720,write,dynamodb,4
97,220210,write,dynamodb,4
98,483178,write,dynamodb,4
99,198439,write,dynamodb,4
100,199141,write,dynamodb,4
101,197453,write,dynamodb,4
102,195989,write,dynamodb,4
103,195139,write,dynamodb,4
104,193939,write,dynamodb,4
105,199956,write,dynamodb,4
106,199292,write,dynamodb,4
107,200592,write,dynamodb,4
108,200047,write,dynamodb,4
109,196247,write,dynamodb,4
110,197960,write,dynamodb,4
111,197427,write,dynamodb,4
112,202104,write,dynamodb,4
113,199832,write,dynamodb,4
114,200627,write,dynamodb,4
115,197420,write,dynamodb,4
116,199740,write,dynamodb,4
117,196983,write,dynamodb,4
118,199615,write,dynamodb,4
119,197255,write,dynamodb,4
120,197296,write,dynamodb,4
121,196517,write,dynamodb,4
122,199090,write,dynamodb,4
123,236790,write,dynamodb,4
124,196950,write,dynamodb,4
125,195261,write,dynamodb,4
126,201175,write,dynamodb,4
127,200210,write,dynamodb,4
128,202592,write,dynamodb,4
129,196969,write,dynamodb,4
130,200177,write,dynamodb,4
131,195379,write,dynamodb,4
132,201005,write,dynamodb,4
133,197703,write,dynamodb,4
134,196257,write,dynamodb,4
