,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644188530.2889802,1644188530.2983437,lock,64,120,0,4,600
1,1644188530.298347,1644188530.3085778,lock,64,120,0,4,600
2,1644188530.308581,1644188530.3171372,lock,64,120,0,4,600
3,1644188530.3171408,1644188530.3262587,lock,64,120,0,4,600
4,1644188530.326262,1644188530.335416,lock,64,120,0,4,600
5,1644188530.3354197,1644188530.3444312,lock,64,120,0,4,600
6,1644188530.3444345,1644188530.3529932,lock,64,120,0,4,600
7,1644188530.3529966,1644188530.3617964,lock,64,120,0,4,600
8,1644188530.3617997,1644188530.370188,lock,64,120,0,4,600
9,1644188530.3701916,1644188530.379195,lock,64,120,0,4,600
10,1644188530.3791983,1644188530.3907418,lock,64,120,0,4,600
11,1644188530.3907454,1644188530.399395,lock,64,120,0,4,600
12,1644188530.3993983,1644188530.408049,lock,64,120,0,4,600
13,1644188530.408053,1644188530.417234,lock,64,120,0,4,600
14,1644188530.4172373,1644188530.4255188,lock,64,120,0,4,600
15,1644188530.425522,1644188530.4341125,lock,64,120,0,4,600
16,1644188530.434116,1644188530.4439902,lock,64,120,0,4,600
17,1644188530.4439938,1644188530.4521677,lock,64,120,0,4,600
18,1644188530.452171,1644188530.4605935,lock,64,120,0,4,600
19,1644188530.4605968,1644188530.4685333,lock,64,120,0,4,600
20,1644188530.4685366,1644188530.4773223,lock,64,120,0,4,600
21,1644188530.4773257,1644188530.4861183,lock,64,120,0,4,600
22,1644188530.4861217,1644188530.4943302,lock,64,120,0,4,600
23,1644188530.4943335,1644188530.5029697,lock,64,120,0,4,600
24,1644188530.502973,1644188530.5123706,lock,64,120,0,4,600
25,1644188530.5123737,1644188530.5209048,lock,64,120,0,4,600
26,1644188530.520908,1644188530.5301852,lock,64,120,0,4,600
27,1644188530.5301886,1644188530.5387533,lock,64,120,0,4,600
28,1644188530.5387566,1644188530.5472991,lock,64,120,0,4,600
29,1644188530.5473025,1644188530.5559058,lock,64,120,0,4,600
30,1644188530.5559092,1644188530.5642147,lock,64,120,0,4,600
