,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644188558.9624443,1644188558.9734366,lock,64,120,2,4,600
1,1644188558.9734402,1644188558.982681,lock,64,120,2,4,600
2,1644188558.9826841,1644188558.9916136,lock,64,120,2,4,600
3,1644188558.9916167,1644188559.0000522,lock,64,120,2,4,600
4,1644188559.0000556,1644188559.0093498,lock,64,120,2,4,600
5,1644188559.0093534,1644188559.0177991,lock,64,120,2,4,600
6,1644188559.0178025,1644188559.0267785,lock,64,120,2,4,600
7,1644188559.0267818,1644188559.0358725,lock,64,120,2,4,600
8,1644188559.0358758,1644188559.044508,lock,64,120,2,4,600
9,1644188559.0445125,1644188559.0533524,lock,64,120,2,4,600
10,1644188559.0533566,1644188559.0631824,lock,64,120,2,4,600
11,1644188559.0631864,1644188559.072299,lock,64,120,2,4,600
12,1644188559.0723033,1644188559.08185,lock,64,120,2,4,600
13,1644188559.081854,1644188559.0914605,lock,64,120,2,4,600
14,1644188559.0914643,1644188559.1004333,lock,64,120,2,4,600
15,1644188559.1004364,1644188559.10936,lock,64,120,2,4,600
16,1644188559.1093633,1644188559.1180634,lock,64,120,2,4,600
17,1644188559.1180668,1644188559.1266637,lock,64,120,2,4,600
18,1644188559.1266673,1644188559.1358113,lock,64,120,2,4,600
19,1644188559.1358147,1644188559.145495,lock,64,120,2,4,600
20,1644188559.1454992,1644188559.155922,lock,64,120,2,4,600
21,1644188559.1559255,1644188559.1648333,lock,64,120,2,4,600
22,1644188559.1648366,1644188559.17376,lock,64,120,2,4,600
23,1644188559.1737635,1644188559.1830971,lock,64,120,2,4,600
24,1644188559.1831012,1644188559.1927183,lock,64,120,2,4,600
25,1644188559.1927216,1644188559.2023048,lock,64,120,2,4,600
26,1644188559.2023084,1644188559.2115667,lock,64,120,2,4,600
27,1644188559.2115707,1644188559.2206392,lock,64,120,2,4,600
28,1644188559.2206426,1644188559.2296917,lock,64,120,2,4,600
29,1644188559.229695,1644188559.2395446,lock,64,120,2,4,600
30,1644188559.2395477,1644188559.2489033,lock,64,120,2,4,600
31,1644188559.2489076,1644188559.2583976,lock,64,120,2,4,600
32,1644188559.258401,1644188559.2671745,lock,64,120,2,4,600
33,1644188559.2671778,1644188559.2756765,lock,64,120,2,4,600
34,1644188559.2756798,1644188559.2844527,lock,64,120,2,4,600
35,1644188559.2844563,1644188559.2929056,lock,64,120,2,4,600
36,1644188559.2929091,1644188559.3013077,lock,64,120,2,4,600
37,1644188559.301311,1644188559.3095224,lock,64,120,2,4,600
38,1644188559.3095257,1644188559.3181875,lock,64,120,2,4,600
39,1644188559.3181915,1644188559.327396,lock,64,120,2,4,600
40,1644188559.3274,1644188559.33716,lock,64,120,2,4,600
41,1644188559.3371634,1644188559.347053,lock,64,120,2,4,600
42,1644188559.3470564,1644188559.3558743,lock,64,120,2,4,600
43,1644188559.3558779,1644188559.3648794,lock,64,120,2,4,600
44,1644188559.3648827,1644188559.3737245,lock,64,120,2,4,600
45,1644188559.3737276,1644188559.3827233,lock,64,120,2,4,600
46,1644188559.382727,1644188559.3921072,lock,64,120,2,4,600
47,1644188559.3921108,1644188559.4011745,lock,64,120,2,4,600
48,1644188559.4011786,1644188559.4103174,lock,64,120,2,4,600
49,1644188559.4103208,1644188559.4197435,lock,64,120,2,4,600
50,1644188559.4197469,1644188559.4313734,lock,64,120,2,4,600
51,1644188559.4313772,1644188559.4431424,lock,64,120,2,4,600
52,1644188559.4431458,1644188559.4547138,lock,64,120,2,4,600
53,1644188559.4547172,1644188559.4630663,lock,64,120,2,4,600
54,1644188559.4630697,1644188559.4715734,lock,64,120,2,4,600
55,1644188559.4715767,1644188559.480766,lock,64,120,2,4,600
56,1644188559.4807694,1644188559.4893723,lock,64,120,2,4,600
57,1644188559.4893756,1644188559.4986308,lock,64,120,2,4,600
58,1644188559.498634,1644188559.507602,lock,64,120,2,4,600
59,1644188559.5076056,1644188559.5166187,lock,64,120,2,4,600
60,1644188559.516622,1644188559.5252674,lock,64,120,2,4,600
61,1644188559.5252707,1644188559.5343108,lock,64,120,2,4,600
62,1644188559.5343142,1644188559.5435321,lock,64,120,2,4,600
63,1644188559.5435355,1644188559.5536432,lock,64,120,2,4,600
64,1644188559.5536473,1644188559.5633817,lock,64,120,2,4,600
65,1644188559.563386,1644188559.5729933,lock,64,120,2,4,600
66,1644188559.5729966,1644188559.5818512,lock,64,120,2,4,600
67,1644188559.5818546,1644188559.5906327,lock,64,120,2,4,600
68,1644188559.5906363,1644188559.5994837,lock,64,120,2,4,600
69,1644188559.599487,1644188559.608722,lock,64,120,2,4,600
70,1644188559.6087253,1644188559.6191726,lock,64,120,2,4,600
71,1644188559.619176,1644188559.630162,lock,64,120,2,4,600
72,1644188559.6301653,1644188559.638984,lock,64,120,2,4,600
73,1644188559.6389883,1644188559.6484268,lock,64,120,2,4,600
74,1644188559.64843,1644188559.6572833,lock,64,120,2,4,600
75,1644188559.6572866,1644188559.665851,lock,64,120,2,4,600
76,1644188559.6658542,1644188559.6745646,lock,64,120,2,4,600
77,1644188559.674568,1644188559.6830904,lock,64,120,2,4,600
78,1644188559.6830938,1644188559.6915753,lock,64,120,2,4,600
79,1644188559.6915786,1644188559.7009978,lock,64,120,2,4,600
80,1644188559.7010012,1644188559.7098393,lock,64,120,2,4,600
81,1644188559.709843,1644188559.7183394,lock,64,120,2,4,600
82,1644188559.7183425,1644188559.7269135,lock,64,120,2,4,600
83,1644188559.7269168,1644188559.735563,lock,64,120,2,4,600
