,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644186329.7685738,1644186329.7792602,dynamodb,64,120,1,7,600
1,1644186329.7792635,1644186329.7867596,dynamodb,64,120,1,7,600
2,1644186329.786763,1644186329.7948656,dynamodb,64,120,1,7,600
3,1644186329.79487,1644186329.802805,dynamodb,64,120,1,7,600
4,1644186329.8028097,1644186329.8120673,dynamodb,64,120,1,7,600
5,1644186329.8120706,1644186329.8193502,dynamodb,64,120,1,7,600
6,1644186329.8193543,1644186329.8269296,dynamodb,64,120,1,7,600
7,1644186329.8269339,1644186329.835146,dynamodb,64,120,1,7,600
8,1644186329.8353715,1644186329.8432608,dynamodb,64,120,1,7,600
9,1644186329.8437033,1644186329.8515203,dynamodb,64,120,1,7,600
10,1644186329.8520396,1644186329.8593376,dynamodb,64,120,1,7,600
11,1644186329.8603714,1644186329.8679035,dynamodb,64,120,1,7,600
12,1644186329.8686943,1644186329.8779461,dynamodb,64,120,1,7,600
13,1644186329.8779497,1644186329.8866649,dynamodb,64,120,1,7,600
14,1644186329.8866682,1644186329.8939195,dynamodb,64,120,1,7,600
15,1644186329.8939235,1644186329.901006,dynamodb,64,120,1,7,600
16,1644186329.9020414,1644186329.9095373,dynamodb,64,120,1,7,600
17,1644186329.9103734,1644186329.918556,dynamodb,64,120,1,7,600
18,1644186329.918733,1644186329.9264715,dynamodb,64,120,1,7,600
19,1644186329.9270375,1644186329.9338133,dynamodb,64,120,1,7,600
20,1644186329.9353607,1644186329.9421592,dynamodb,64,120,1,7,600
21,1644186329.9437056,1644186329.9515092,dynamodb,64,120,1,7,600
22,1644186329.9520268,1644186329.9594913,dynamodb,64,120,1,7,600
23,1644186329.9603617,1644186329.9680738,dynamodb,64,120,1,7,600
24,1644186329.9686944,1644186329.9758577,dynamodb,64,120,1,7,600
25,1644186329.9770308,1644186329.9843383,dynamodb,64,120,1,7,600
26,1644186329.9853642,1644186329.9927866,dynamodb,64,120,1,7,600
27,1644186329.9936945,1644186330.0006533,dynamodb,64,120,1,7,600
28,1644186330.0020308,1644186330.0088584,dynamodb,64,120,1,7,600
29,1644186330.0103607,1644186330.0183027,dynamodb,64,120,1,7,600
30,1644186330.0187035,1644186330.0258882,dynamodb,64,120,1,7,600
31,1644186330.027039,1644186330.0345724,dynamodb,64,120,1,7,600
32,1644186330.0353646,1644186330.043322,dynamodb,64,120,1,7,600
33,1644186330.0436947,1644186330.0504627,dynamodb,64,120,1,7,600
34,1644186330.0520382,1644186330.0596695,dynamodb,64,120,1,7,600
35,1644186330.0603728,1644186330.0683734,dynamodb,64,120,1,7,600
36,1644186330.0686948,1644186330.0769305,dynamodb,64,120,1,7,600
37,1644186330.0769339,1644186330.084581,dynamodb,64,120,1,7,600
38,1644186330.0853646,1644186330.093383,dynamodb,64,120,1,7,600
39,1644186330.0937066,1644186330.1007264,dynamodb,64,120,1,7,600
40,1644186330.1020389,1644186330.1092181,dynamodb,64,120,1,7,600
41,1644186330.1103725,1644186330.117553,dynamodb,64,120,1,7,600
42,1644186330.1187036,1644186330.1261792,dynamodb,64,120,1,7,600
43,1644186330.1270387,1644186330.1345696,dynamodb,64,120,1,7,600
44,1644186330.135372,1644186330.1427045,dynamodb,64,120,1,7,600
45,1644186330.1437054,1644186330.1509347,dynamodb,64,120,1,7,600
46,1644186330.1520402,1644186330.1617887,dynamodb,64,120,1,7,600
47,1644186330.1617923,1644186330.1691995,dynamodb,64,120,1,7,600
48,1644186330.169203,1644186330.1764805,dynamodb,64,120,1,7,600
49,1644186330.1770399,1644186330.184998,dynamodb,64,120,1,7,600
50,1644186330.1853619,1644186330.1921647,dynamodb,64,120,1,7,600
51,1644186330.1937056,1644186330.2005737,dynamodb,64,120,1,7,600
52,1644186330.2020736,1644186330.210531,dynamodb,64,120,1,7,600
53,1644186330.2105346,1644186330.217394,dynamodb,64,120,1,7,600
54,1644186330.218691,1644186330.2256277,dynamodb,64,120,1,7,600
55,1644186330.2270384,1644186330.2348812,dynamodb,64,120,1,7,600
56,1644186330.2353735,1644186330.2427506,dynamodb,64,120,1,7,600
57,1644186330.243705,1644186330.2518137,dynamodb,64,120,1,7,600
58,1644186330.25203,1644186330.2596655,dynamodb,64,120,1,7,600
59,1644186330.2603638,1644186330.2678974,dynamodb,64,120,1,7,600
60,1644186330.2686946,1644186330.2755861,dynamodb,64,120,1,7,600
61,1644186330.2770405,1644186330.2846847,dynamodb,64,120,1,7,600
62,1644186330.285374,1644186330.2934973,dynamodb,64,120,1,7,600
63,1644186330.293706,1644186330.3010828,dynamodb,64,120,1,7,600
64,1644186330.3020313,1644186330.3094018,dynamodb,64,120,1,7,600
65,1644186330.310361,1644186330.3193622,dynamodb,64,120,1,7,600
66,1644186330.3193665,1644186330.3289595,dynamodb,64,120,1,7,600
67,1644186330.328963,1644186330.3355196,dynamodb,64,120,1,7,600
68,1644186330.335524,1644186330.3441446,dynamodb,64,120,1,7,600
69,1644186330.3441482,1644186330.351224,dynamodb,64,120,1,7,600
70,1644186330.3520396,1644186330.3627455,dynamodb,64,120,1,7,600
71,1644186330.3627489,1644186330.3693857,dynamodb,64,120,1,7,600
72,1644186330.3693893,1644186330.3768015,dynamodb,64,120,1,7,600
73,1644186330.3770394,1644186330.386917,dynamodb,64,120,1,7,600
74,1644186330.3869207,1644186330.395608,dynamodb,64,120,1,7,600
75,1644186330.3956118,1644186330.402845,dynamodb,64,120,1,7,600
76,1644186330.4028482,1644186330.4101286,dynamodb,64,120,1,7,600
77,1644186330.4103725,1644186330.4180279,dynamodb,64,120,1,7,600
78,1644186330.4186914,1644186330.425806,dynamodb,64,120,1,7,600
79,1644186330.4270246,1644186330.435506,dynamodb,64,120,1,7,600
80,1644186330.4355106,1644186330.4447582,dynamodb,64,120,1,7,600
81,1644186330.4447618,1644186330.45209,dynamodb,64,120,1,7,600
82,1644186330.4520943,1644186330.459576,dynamodb,64,120,1,7,600
83,1644186330.460373,1644186330.4681234,dynamodb,64,120,1,7,600
84,1644186330.468706,1644186330.4762864,dynamodb,64,120,1,7,600
85,1644186330.4770398,1644186330.4847326,dynamodb,64,120,1,7,600
86,1644186330.4853718,1644186330.4926252,dynamodb,64,120,1,7,600
87,1644186330.4937065,1644186330.502537,dynamodb,64,120,1,7,600
88,1644186330.5025408,1644186330.5102923,dynamodb,64,120,1,7,600
89,1644186330.510297,1644186330.5184119,dynamodb,64,120,1,7,600
90,1644186330.5187047,1644186330.5265853,dynamodb,64,120,1,7,600
91,1644186330.5270398,1644186330.5355144,dynamodb,64,120,1,7,600
92,1644186330.5355184,1644186330.5439765,dynamodb,64,120,1,7,600
93,1644186330.5439806,1644186330.5508807,dynamodb,64,120,1,7,600
94,1644186330.5520387,1644186330.560335,dynamodb,64,120,1,7,600
95,1644186330.5603383,1644186330.567852,dynamodb,64,120,1,7,600
96,1644186330.5687053,1644186330.575721,dynamodb,64,120,1,7,600
97,1644186330.577039,1644186330.5845647,dynamodb,64,120,1,7,600
98,1644186330.5853727,1644186330.5932367,dynamodb,64,120,1,7,600
99,1644186330.5937057,1644186330.6014163,dynamodb,64,120,1,7,600
100,1644186330.6020393,1644186330.6100655,dynamodb,64,120,1,7,600
101,1644186330.6103725,1644186330.617978,dynamodb,64,120,1,7,600
102,1644186330.6187034,1644186330.6271691,dynamodb,64,120,1,7,600
103,1644186330.627173,1644186330.6343944,dynamodb,64,120,1,7,600
104,1644186330.6353576,1644186330.6432078,dynamodb,64,120,1,7,600
105,1644186330.6437063,1644186330.6514287,dynamodb,64,120,1,7,600
106,1644186330.6520386,1644186330.6606977,dynamodb,64,120,1,7,600
107,1644186330.660703,1644186330.670593,dynamodb,64,120,1,7,600
108,1644186330.6705964,1644186330.6786761,dynamodb,64,120,1,7,600
109,1644186330.6786795,1644186330.6851559,dynamodb,64,120,1,7,600
110,1644186330.6853719,1644186330.6937776,dynamodb,64,120,1,7,600
111,1644186330.693782,1644186330.7019043,dynamodb,64,120,1,7,600
112,1644186330.7019086,1644186330.7107384,dynamodb,64,120,1,7,600
113,1644186330.7107422,1644186330.7187045,dynamodb,64,120,1,7,600
114,1644186330.7187085,1644186330.7263038,dynamodb,64,120,1,7,600
115,1644186330.7270381,1644186330.734568,dynamodb,64,120,1,7,600
116,1644186330.7353716,1644186330.7438595,dynamodb,64,120,1,7,600
117,1644186330.7438629,1644186330.7532365,dynamodb,64,120,1,7,600
118,1644186330.7532399,1644186330.760714,dynamodb,64,120,1,7,600
119,1644186330.7607176,1644186330.7678154,dynamodb,64,120,1,7,600
120,1644186330.7687066,1644186330.7761145,dynamodb,64,120,1,7,600
121,1644186330.7770395,1644186330.7855458,dynamodb,64,120,1,7,600
122,1644186330.7855499,1644186330.7954774,dynamodb,64,120,1,7,600
123,1644186330.7954807,1644186330.802567,dynamodb,64,120,1,7,600
124,1644186330.802571,1644186330.8098044,dynamodb,64,120,1,7,600
125,1644186330.8103626,1644186330.8190203,dynamodb,64,120,1,7,600
126,1644186330.8190246,1644186330.8276343,dynamodb,64,120,1,7,600
127,1644186330.8276384,1644186330.8409052,dynamodb,64,120,1,7,600
128,1644186330.8409085,1644186330.8506598,dynamodb,64,120,1,7,600
129,1644186330.8506632,1644186330.857214,dynamodb,64,120,1,7,600
130,1644186330.8572173,1644186330.8638282,dynamodb,64,120,1,7,600
131,1644186330.8638315,1644186330.8719501,dynamodb,64,120,1,7,600
132,1644186330.8719542,1644186330.883353,dynamodb,64,120,1,7,600
133,1644186330.8833563,1644186330.8908663,dynamodb,64,120,1,7,600
134,1644186330.8908699,1644186330.9007473,dynamodb,64,120,1,7,600
135,1644186330.9007504,1644186330.9075856,dynamodb,64,120,1,7,600
136,1644186330.907589,1644186330.9144604,dynamodb,64,120,1,7,600
137,1644186330.914464,1644186330.9210532,dynamodb,64,120,1,7,600
138,1644186330.9210565,1644186330.9276361,dynamodb,64,120,1,7,600
139,1644186330.9276395,1644186330.935338,dynamodb,64,120,1,7,600
140,1644186330.9353416,1644186330.9419763,dynamodb,64,120,1,7,600
141,1644186330.943691,1644186330.9507763,dynamodb,64,120,1,7,600
142,1644186330.9520283,1644186330.9593678,dynamodb,64,120,1,7,600
143,1644186330.960361,1644186330.9682136,dynamodb,64,120,1,7,600
144,1644186330.9686956,1644186330.9752629,dynamodb,64,120,1,7,600
145,1644186330.9770281,1644186330.9837422,dynamodb,64,120,1,7,600
146,1644186330.9853618,1644186330.9925365,dynamodb,64,120,1,7,600
147,1644186330.9936945,1644186331.000258,dynamodb,64,120,1,7,600
148,1644186331.0020294,1644186331.008864,dynamodb,64,120,1,7,600
149,1644186331.0103624,1644186331.0169845,dynamodb,64,120,1,7,600
150,1644186331.0186918,1644186331.0250685,dynamodb,64,120,1,7,600
151,1644186331.0270247,1644186331.034337,dynamodb,64,120,1,7,600
152,1644186331.03536,1644186331.0419545,dynamodb,64,120,1,7,600
153,1644186331.0436928,1644186331.0507681,dynamodb,64,120,1,7,600
154,1644186331.0520284,1644186331.0591612,dynamodb,64,120,1,7,600
155,1644186331.0603614,1644186331.067269,dynamodb,64,120,1,7,600
156,1644186331.0686948,1644186331.076261,dynamodb,64,120,1,7,600
157,1644186331.0770285,1644186331.0837953,dynamodb,64,120,1,7,600
158,1644186331.0853612,1644186331.0930166,dynamodb,64,120,1,7,600
159,1644186331.093695,1644186331.101672,dynamodb,64,120,1,7,600
160,1644186331.1020272,1644186331.1086154,dynamodb,64,120,1,7,600
161,1644186331.110361,1644186331.1170514,dynamodb,64,120,1,7,600
162,1644186331.1186907,1644186331.1265078,dynamodb,64,120,1,7,600
163,1644186331.1270275,1644186331.133426,dynamodb,64,120,1,7,600
164,1644186331.135358,1644186331.142438,dynamodb,64,120,1,7,600
165,1644186331.1436915,1644186331.1509922,dynamodb,64,120,1,7,600
166,1644186331.1520286,1644186331.1589048,dynamodb,64,120,1,7,600
167,1644186331.1603618,1644186331.1674082,dynamodb,64,120,1,7,600
168,1644186331.1687245,1644186331.1754363,dynamodb,64,120,1,7,600
169,1644186331.1770272,1644186331.184234,dynamodb,64,120,1,7,600
170,1644186331.1853614,1644186331.192096,dynamodb,64,120,1,7,600
171,1644186331.193693,1644186331.2010148,dynamodb,64,120,1,7,600
172,1644186331.2020288,1644186331.2090592,dynamodb,64,120,1,7,600
173,1644186331.2103617,1644186331.2170608,dynamodb,64,120,1,7,600
174,1644186331.2186909,1644186331.2272623,dynamodb,64,120,1,7,600
175,1644186331.2272656,1644186331.2337525,dynamodb,64,120,1,7,600
176,1644186331.2353587,1644186331.2425363,dynamodb,64,120,1,7,600
177,1644186331.2436974,1644186331.250808,dynamodb,64,120,1,7,600
178,1644186331.2520287,1644186331.2604175,dynamodb,64,120,1,7,600
179,1644186331.2604208,1644186331.2673163,dynamodb,64,120,1,7,600
180,1644186331.2686973,1644186331.2794273,dynamodb,64,120,1,7,600
181,1644186331.2794306,1644186331.2868657,dynamodb,64,120,1,7,600
182,1644186331.286869,1644186331.2937737,dynamodb,64,120,1,7,600
183,1644186331.293777,1644186331.3001692,dynamodb,64,120,1,7,600
184,1644186331.3020368,1644186331.3092093,dynamodb,64,120,1,7,600
185,1644186331.3103619,1644186331.3180141,dynamodb,64,120,1,7,600
186,1644186331.3186924,1644186331.3261013,dynamodb,64,120,1,7,600
187,1644186331.327025,1644186331.3334975,dynamodb,64,120,1,7,600
188,1644186331.3353567,1644186331.3428884,dynamodb,64,120,1,7,600
189,1644186331.3437054,1644186331.3527875,dynamodb,64,120,1,7,600
190,1644186331.352792,1644186331.3608253,dynamodb,64,120,1,7,600
191,1644186331.3608296,1644186331.369251,dynamodb,64,120,1,7,600
192,1644186331.3692555,1644186331.3761675,dynamodb,64,120,1,7,600
193,1644186331.3770397,1644186331.3845034,dynamodb,64,120,1,7,600
194,1644186331.3853729,1644186331.3918464,dynamodb,64,120,1,7,600
195,1644186331.393706,1644186331.400533,dynamodb,64,120,1,7,600
196,1644186331.402039,1644186331.4091544,dynamodb,64,120,1,7,600
197,1644186331.4103732,1644186331.4179883,dynamodb,64,120,1,7,600
198,1644186331.4187052,1644186331.4281607,dynamodb,64,120,1,7,600
199,1644186331.428164,1644186331.435366,dynamodb,64,120,1,7,600
200,1644186331.4353702,1644186331.4420252,dynamodb,64,120,1,7,600
201,1644186331.4436975,1644186331.4513566,dynamodb,64,120,1,7,600
202,1644186331.452032,1644186331.4588287,dynamodb,64,120,1,7,600
203,1644186331.4603646,1644186331.467669,dynamodb,64,120,1,7,600
204,1644186331.468698,1644186331.4757352,dynamodb,64,120,1,7,600
205,1644186331.477032,1644186331.4841964,dynamodb,64,120,1,7,600
206,1644186331.4853652,1644186331.4927545,dynamodb,64,120,1,7,600
207,1644186331.4936986,1644186331.5012934,dynamodb,64,120,1,7,600
208,1644186331.502028,1644186331.5094495,dynamodb,64,120,1,7,600
209,1644186331.5103617,1644186331.5177941,dynamodb,64,120,1,7,600
210,1644186331.518692,1644186331.5256839,dynamodb,64,120,1,7,600
211,1644186331.5270252,1644186331.534239,dynamodb,64,120,1,7,600
212,1644186331.535359,1644186331.542917,dynamodb,64,120,1,7,600
213,1644186331.5436952,1644186331.5508687,dynamodb,64,120,1,7,600
214,1644186331.552029,1644186331.5602672,dynamodb,64,120,1,7,600
215,1644186331.5602705,1644186331.5671043,dynamodb,64,120,1,7,600
216,1644186331.5687063,1644186331.576466,dynamodb,64,120,1,7,600
217,1644186331.577038,1644186331.5852616,dynamodb,64,120,1,7,600
218,1644186331.585265,1644186331.592889,dynamodb,64,120,1,7,600
219,1644186331.5936952,1644186331.6014235,dynamodb,64,120,1,7,600
220,1644186331.6020284,1644186331.6087646,dynamodb,64,120,1,7,600
221,1644186331.6103613,1644186331.6177037,dynamodb,64,120,1,7,600
222,1644186331.6186929,1644186331.6253262,dynamodb,64,120,1,7,600
223,1644186331.627024,1644186331.6353996,dynamodb,64,120,1,7,600
224,1644186331.635403,1644186331.643845,dynamodb,64,120,1,7,600
225,1644186331.6438491,1644186331.6511257,dynamodb,64,120,1,7,600
226,1644186331.6520374,1644186331.6589608,dynamodb,64,120,1,7,600
