,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644186232.620583,1644186232.630236,dynamodb,64,120,3,5,600
1,1644186232.6302392,1644186232.6368015,dynamodb,64,120,3,5,600
2,1644186232.637378,1644186232.6444008,dynamodb,64,120,3,5,600
3,1644186232.6457148,1644186232.6523442,dynamodb,64,120,3,5,600
4,1644186232.6540475,1644186232.6606133,dynamodb,64,120,3,5,600
5,1644186232.6623807,1644186232.6694336,dynamodb,64,120,3,5,600
6,1644186232.6707134,1644186232.6780157,dynamodb,64,120,3,5,600
7,1644186232.6790469,1644186232.686226,dynamodb,64,120,3,5,600
8,1644186232.6873806,1644186232.6939735,dynamodb,64,120,3,5,600
9,1644186232.6957133,1644186232.7025604,dynamodb,64,120,3,5,600
10,1644186232.7040472,1644186232.710657,dynamodb,64,120,3,5,600
11,1644186232.71238,1644186232.7192564,dynamodb,64,120,3,5,600
12,1644186232.720714,1644186232.7277327,dynamodb,64,120,3,5,600
13,1644186232.7290473,1644186232.7353225,dynamodb,64,120,3,5,600
14,1644186232.7373834,1644186232.744191,dynamodb,64,120,3,5,600
15,1644186232.7457142,1644186232.7526283,dynamodb,64,120,3,5,600
16,1644186232.754085,1644186232.7606626,dynamodb,64,120,3,5,600
17,1644186232.7624025,1644186232.7692156,dynamodb,64,120,3,5,600
18,1644186232.770713,1644186232.7774274,dynamodb,64,120,3,5,600
19,1644186232.779045,1644186232.7863138,dynamodb,64,120,3,5,600
20,1644186232.7874165,1644186232.7943308,dynamodb,64,120,3,5,600
21,1644186232.7957494,1644186232.802607,dynamodb,64,120,3,5,600
22,1644186232.804085,1644186232.8110144,dynamodb,64,120,3,5,600
23,1644186232.8123808,1644186232.822317,dynamodb,64,120,3,5,600
24,1644186232.8223202,1644186232.8290422,dynamodb,64,120,3,5,600
25,1644186232.8290462,1644186232.835651,dynamodb,64,120,3,5,600
26,1644186232.83738,1644186232.8439913,dynamodb,64,120,3,5,600
27,1644186232.8457136,1644186232.8523333,dynamodb,64,120,3,5,600
28,1644186232.8540473,1644186232.8605945,dynamodb,64,120,3,5,600
29,1644186232.8623812,1644186232.869095,dynamodb,64,120,3,5,600
30,1644186232.8707128,1644186232.8771079,dynamodb,64,120,3,5,600
31,1644186232.8790846,1644186232.8858206,dynamodb,64,120,3,5,600
32,1644186232.8874168,1644186232.8940341,dynamodb,64,120,3,5,600
33,1644186232.8957136,1644186232.9022472,dynamodb,64,120,3,5,600
34,1644186232.9040835,1644186232.9106545,dynamodb,64,120,3,5,600
35,1644186232.912381,1644186232.9200509,dynamodb,64,120,3,5,600
36,1644186232.9207137,1644186232.9270751,dynamodb,64,120,3,5,600
37,1644186232.9290473,1644186232.9358919,dynamodb,64,120,3,5,600
38,1644186232.9374027,1644186232.943858,dynamodb,64,120,3,5,600
39,1644186232.945714,1644186232.9524775,dynamodb,64,120,3,5,600
40,1644186232.9540472,1644186232.9609218,dynamodb,64,120,3,5,600
41,1644186232.962381,1644186232.9695346,dynamodb,64,120,3,5,600
42,1644186232.9707136,1644186232.977389,dynamodb,64,120,3,5,600
43,1644186232.9790468,1644186232.9848006,dynamodb,64,120,3,5,600
44,1644186232.9873805,1644186232.9940333,dynamodb,64,120,3,5,600
45,1644186232.9957483,1644186233.0023186,dynamodb,64,120,3,5,600
46,1644186233.004046,1644186233.0127914,dynamodb,64,120,3,5,600
47,1644186233.012796,1644186233.0191026,dynamodb,64,120,3,5,600
48,1644186233.020714,1644186233.0274215,dynamodb,64,120,3,5,600
49,1644186233.029047,1644186233.0355313,dynamodb,64,120,3,5,600
50,1644186233.037381,1644186233.0438657,dynamodb,64,120,3,5,600
51,1644186233.0457647,1644186233.0542445,dynamodb,64,120,3,5,600
52,1644186233.0542488,1644186233.0940156,dynamodb,64,120,3,5,600
53,1644186233.0940192,1644186233.0998156,dynamodb,64,120,3,5,600
54,1644186233.099819,1644186233.105405,dynamodb,64,120,3,5,600
55,1644186233.1054087,1644186233.1108937,dynamodb,64,120,3,5,600
56,1644186233.110897,1644186233.1169062,dynamodb,64,120,3,5,600
57,1644186233.1169095,1644186233.1232748,dynamodb,64,120,3,5,600
58,1644186233.1232789,1644186233.1302369,dynamodb,64,120,3,5,600
59,1644186233.1302407,1644186233.1364896,dynamodb,64,120,3,5,600
60,1644186233.136493,1644186233.143146,dynamodb,64,120,3,5,600
61,1644186233.1431503,1644186233.149499,dynamodb,64,120,3,5,600
62,1644186233.1495025,1644186233.1550877,dynamodb,64,120,3,5,600
63,1644186233.155091,1644186233.1612053,dynamodb,64,120,3,5,600
64,1644186233.1612086,1644186233.16789,dynamodb,64,120,3,5,600
65,1644186233.1678948,1644186233.174603,dynamodb,64,120,3,5,600
66,1644186233.1746063,1644186233.1805675,dynamodb,64,120,3,5,600
67,1644186233.1805708,1644186233.1865962,dynamodb,64,120,3,5,600
68,1644186233.1873808,1644186233.1941996,dynamodb,64,120,3,5,600
69,1644186233.195737,1644186233.2030473,dynamodb,64,120,3,5,600
70,1644186233.2040436,1644186233.2106369,dynamodb,64,120,3,5,600
71,1644186233.212418,1644186233.219555,dynamodb,64,120,3,5,600
72,1644186233.2207143,1644186233.226881,dynamodb,64,120,3,5,600
73,1644186233.2290473,1644186233.2353694,dynamodb,64,120,3,5,600
74,1644186233.237375,1644186233.2443273,dynamodb,64,120,3,5,600
75,1644186233.245715,1644186233.2526634,dynamodb,64,120,3,5,600
76,1644186233.254049,1644186233.260688,dynamodb,64,120,3,5,600
77,1644186233.2623806,1644186233.2692184,dynamodb,64,120,3,5,600
78,1644186233.2707136,1644186233.2793982,dynamodb,64,120,3,5,600
79,1644186233.2794023,1644186233.2861285,dynamodb,64,120,3,5,600
80,1644186233.287381,1644186233.2935772,dynamodb,64,120,3,5,600
81,1644186233.295701,1644186233.3016741,dynamodb,64,120,3,5,600
82,1644186233.304033,1644186233.3101447,dynamodb,64,120,3,5,600
83,1644186233.312379,1644186233.3185596,dynamodb,64,120,3,5,600
84,1644186233.320723,1644186233.3266644,dynamodb,64,120,3,5,600
85,1644186233.3290348,1644186233.3349538,dynamodb,64,120,3,5,600
86,1644186233.3373992,1644186233.3434253,dynamodb,64,120,3,5,600
87,1644186233.3457263,1644186233.3517356,dynamodb,64,120,3,5,600
88,1644186233.3540668,1644186233.3604937,dynamodb,64,120,3,5,600
89,1644186233.362395,1644186233.3687143,dynamodb,64,120,3,5,600
90,1644186233.3707,1644186233.3765316,dynamodb,64,120,3,5,600
91,1644186233.379034,1644186233.3850105,dynamodb,64,120,3,5,600
92,1644186233.387367,1644186233.3932052,dynamodb,64,120,3,5,600
93,1644186233.3957,1644186233.4013696,dynamodb,64,120,3,5,600
94,1644186233.4040334,1644186233.4099798,dynamodb,64,120,3,5,600
95,1644186233.412367,1644186233.4181657,dynamodb,64,120,3,5,600
96,1644186233.420701,1644186233.4262445,dynamodb,64,120,3,5,600
97,1644186233.429034,1644186233.434951,dynamodb,64,120,3,5,600
98,1644186233.4373715,1644186233.4432538,dynamodb,64,120,3,5,600
99,1644186233.4457183,1644186233.451487,dynamodb,64,120,3,5,600
100,1644186233.4540672,1644186233.460225,dynamodb,64,120,3,5,600
101,1644186233.4623682,1644186233.4709198,dynamodb,64,120,3,5,600
102,1644186233.4709232,1644186233.47685,dynamodb,64,120,3,5,600
103,1644186233.4790351,1644186233.4851158,dynamodb,64,120,3,5,600
104,1644186233.4873674,1644186233.4933991,dynamodb,64,120,3,5,600
105,1644186233.495701,1644186233.5027633,dynamodb,64,120,3,5,600
106,1644186233.5040345,1644186233.5100462,dynamodb,64,120,3,5,600
107,1644186233.5123672,1644186233.518501,dynamodb,64,120,3,5,600
108,1644186233.520703,1644186233.5262408,dynamodb,64,120,3,5,600
109,1644186233.5290349,1644186233.53461,dynamodb,64,120,3,5,600
110,1644186233.5373936,1644186233.5435708,dynamodb,64,120,3,5,600
111,1644186233.5457053,1644186233.5518196,dynamodb,64,120,3,5,600
112,1644186233.5540597,1644186233.5600295,dynamodb,64,120,3,5,600
113,1644186233.5623934,1644186233.5683885,dynamodb,64,120,3,5,600
114,1644186233.5707254,1644186233.576917,dynamodb,64,120,3,5,600
115,1644186233.5790343,1644186233.5851374,dynamodb,64,120,3,5,600
116,1644186233.5873668,1644186233.5933738,dynamodb,64,120,3,5,600
117,1644186233.5957007,1644186233.6015654,dynamodb,64,120,3,5,600
118,1644186233.6040573,1644186233.6108034,dynamodb,64,120,3,5,600
119,1644186233.6123922,1644186233.6186001,dynamodb,64,120,3,5,600
120,1644186233.620704,1644186233.6264305,dynamodb,64,120,3,5,600
121,1644186233.6290345,1644186233.6352336,dynamodb,64,120,3,5,600
122,1644186233.6373687,1644186233.6434698,dynamodb,64,120,3,5,600
123,1644186233.645702,1644186233.6513836,dynamodb,64,120,3,5,600
124,1644186233.6540382,1644186233.659699,dynamodb,64,120,3,5,600
125,1644186233.662368,1644186233.6681516,dynamodb,64,120,3,5,600
126,1644186233.6707,1644186233.6767378,dynamodb,64,120,3,5,600
127,1644186233.6790335,1644186233.6848474,dynamodb,64,120,3,5,600
128,1644186233.6873682,1644186233.6946867,dynamodb,64,120,3,5,600
129,1644186233.6957045,1644186233.701916,dynamodb,64,120,3,5,600
130,1644186233.7040515,1644186233.7098815,dynamodb,64,120,3,5,600
131,1644186233.7123666,1644186233.7183645,dynamodb,64,120,3,5,600
132,1644186233.7207012,1644186233.7266457,dynamodb,64,120,3,5,600
133,1644186233.7290375,1644186233.7349656,dynamodb,64,120,3,5,600
134,1644186233.737371,1644186233.7429168,dynamodb,64,120,3,5,600
135,1644186233.7457013,1644186233.751654,dynamodb,64,120,3,5,600
136,1644186233.7540379,1644186233.7599347,dynamodb,64,120,3,5,600
137,1644186233.7623682,1644186233.7678406,dynamodb,64,120,3,5,600
138,1644186233.7706997,1644186233.7767394,dynamodb,64,120,3,5,600
139,1644186233.7790585,1644186233.7857413,dynamodb,64,120,3,5,600
140,1644186233.7873662,1644186233.7935472,dynamodb,64,120,3,5,600
141,1644186233.7957,1644186233.8016353,dynamodb,64,120,3,5,600
142,1644186233.8040338,1644186233.8100562,dynamodb,64,120,3,5,600
143,1644186233.8123894,1644186233.8182914,dynamodb,64,120,3,5,600
144,1644186233.8207006,1644186233.8266983,dynamodb,64,120,3,5,600
145,1644186233.8290663,1644186233.8351164,dynamodb,64,120,3,5,600
146,1644186233.8373983,1644186233.8431072,dynamodb,64,120,3,5,600
147,1644186233.8457017,1644186233.851921,dynamodb,64,120,3,5,600
148,1644186233.8540382,1644186233.8598812,dynamodb,64,120,3,5,600
149,1644186233.8623676,1644186233.868382,dynamodb,64,120,3,5,600
150,1644186233.8707001,1644186233.8770308,dynamodb,64,120,3,5,600
151,1644186233.879058,1644186233.8856523,dynamodb,64,120,3,5,600
152,1644186233.887369,1644186233.8937511,dynamodb,64,120,3,5,600
153,1644186233.8957007,1644186233.9020274,dynamodb,64,120,3,5,600
154,1644186233.904034,1644186233.909708,dynamodb,64,120,3,5,600
155,1644186233.9123683,1644186233.918749,dynamodb,64,120,3,5,600
156,1644186233.9207056,1644186233.9265041,dynamodb,64,120,3,5,600
157,1644186233.9290352,1644186233.9350898,dynamodb,64,120,3,5,600
158,1644186233.9373713,1644186233.9434633,dynamodb,64,120,3,5,600
159,1644186233.9457018,1644186233.951615,dynamodb,64,120,3,5,600
160,1644186233.9540372,1644186233.9599717,dynamodb,64,120,3,5,600
161,1644186233.9623687,1644186233.9691617,dynamodb,64,120,3,5,600
162,1644186233.9706993,1644186233.9766986,dynamodb,64,120,3,5,600
163,1644186233.9790342,1644186233.9855552,dynamodb,64,120,3,5,600
164,1644186233.987366,1644186233.9930582,dynamodb,64,120,3,5,600
165,1644186233.995724,1644186234.0021703,dynamodb,64,120,3,5,600
166,1644186234.004034,1644186234.01044,dynamodb,64,120,3,5,600
167,1644186234.0123682,1644186234.0181093,dynamodb,64,120,3,5,600
168,1644186234.0207012,1644186234.0265825,dynamodb,64,120,3,5,600
169,1644186234.0290596,1644186234.0349436,dynamodb,64,120,3,5,600
170,1644186234.0373707,1644186234.04461,dynamodb,64,120,3,5,600
171,1644186234.045701,1644186234.0517771,dynamodb,64,120,3,5,600
172,1644186234.0540383,1644186234.0665884,dynamodb,64,120,3,5,600
173,1644186234.066592,1644186234.0724342,dynamodb,64,120,3,5,600
174,1644186234.0724382,1644186234.0781379,dynamodb,64,120,3,5,600
175,1644186234.0790336,1644186234.0850627,dynamodb,64,120,3,5,600
176,1644186234.0873666,1644186234.0947437,dynamodb,64,120,3,5,600
177,1644186234.0957012,1644186234.1047134,dynamodb,64,120,3,5,600
178,1644186234.1047168,1644186234.110927,dynamodb,64,120,3,5,600
179,1644186234.1123683,1644186234.1183577,dynamodb,64,120,3,5,600
180,1644186234.1207004,1644186234.1269639,dynamodb,64,120,3,5,600
181,1644186234.1290603,1644186234.137735,dynamodb,64,120,3,5,600
182,1644186234.1377382,1644186234.1493003,dynamodb,64,120,3,5,600
