,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644189117.8988037,1644189117.911519,lock,64,120,1,10,600
1,1644189117.9115224,1644189117.9216654,lock,64,120,1,10,600
2,1644189117.9216688,1644189117.9314814,lock,64,120,1,10,600
3,1644189117.9314847,1644189117.9414105,lock,64,120,1,10,600
4,1644189117.9414139,1644189117.9513974,lock,64,120,1,10,600
5,1644189117.9514008,1644189117.9614732,lock,64,120,1,10,600
6,1644189117.9614766,1644189117.9713812,lock,64,120,1,10,600
7,1644189117.9713845,1644189117.9812164,lock,64,120,1,10,600
8,1644189117.9812198,1644189117.9911008,lock,64,120,1,10,600
9,1644189117.991105,1644189118.0014415,lock,64,120,1,10,600
10,1644189118.0014458,1644189118.011911,lock,64,120,1,10,600
11,1644189118.011914,1644189118.0225446,lock,64,120,1,10,600
12,1644189118.0225477,1644189118.032864,lock,64,120,1,10,600
13,1644189118.0328674,1644189118.0430646,lock,64,120,1,10,600
14,1644189118.043068,1644189118.0529797,lock,64,120,1,10,600
15,1644189118.052983,1644189118.063185,lock,64,120,1,10,600
16,1644189118.0631883,1644189118.0726812,lock,64,120,1,10,600
17,1644189118.0726848,1644189118.0873477,lock,64,120,1,10,600
18,1644189118.0873513,1644189118.0973694,lock,64,120,1,10,600
19,1644189118.0973725,1644189118.1089756,lock,64,120,1,10,600
20,1644189118.108979,1644189118.1189835,lock,64,120,1,10,600
21,1644189118.1189868,1644189118.1292906,lock,64,120,1,10,600
22,1644189118.129294,1644189118.1394508,lock,64,120,1,10,600
23,1644189118.1394541,1644189118.1498551,lock,64,120,1,10,600
24,1644189118.1498597,1644189118.1634152,lock,64,120,1,10,600
25,1644189118.1634197,1644189118.1761117,lock,64,120,1,10,600
26,1644189118.1761162,1644189118.1875176,lock,64,120,1,10,600
27,1644189118.187522,1644189118.1976519,lock,64,120,1,10,600
28,1644189118.197655,1644189118.2074175,lock,64,120,1,10,600
29,1644189118.2074208,1644189118.2176697,lock,64,120,1,10,600
30,1644189118.217673,1644189118.2279923,lock,64,120,1,10,600
31,1644189118.2279959,1644189118.2383392,lock,64,120,1,10,600
32,1644189118.238343,1644189118.2500982,lock,64,120,1,10,600
33,1644189118.2501016,1644189118.2615244,lock,64,120,1,10,600
34,1644189118.261529,1644189118.271981,lock,64,120,1,10,600
35,1644189118.2719843,1644189118.2831407,lock,64,120,1,10,600
36,1644189118.2831442,1644189118.2932475,lock,64,120,1,10,600
37,1644189118.2932508,1644189118.303201,lock,64,120,1,10,600
38,1644189118.303204,1644189118.3131099,lock,64,120,1,10,600
39,1644189118.313113,1644189118.3229291,lock,64,120,1,10,600
40,1644189118.3229325,1644189118.3331978,lock,64,120,1,10,600
41,1644189118.3332012,1644189118.3434753,lock,64,120,1,10,600
42,1644189118.3434796,1644189118.3537662,lock,64,120,1,10,600
43,1644189118.3537695,1644189118.3643978,lock,64,120,1,10,600
44,1644189118.364401,1644189118.3748085,lock,64,120,1,10,600
