,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644186089.443373,1644186089.450267,dynamodb,64,120,0,3,600
1,1644186089.451828,1644186089.4579625,dynamodb,64,120,0,3,600
2,1644186089.4601886,1644186089.467322,dynamodb,64,120,0,3,600
3,1644186089.4684954,1644186089.4747112,dynamodb,64,120,0,3,600
4,1644186089.4768283,1644186089.4859009,dynamodb,64,120,0,3,600
5,1644186089.4859045,1644186089.49777,dynamodb,64,120,0,3,600
6,1644186089.4977734,1644186089.503594,dynamodb,64,120,0,3,600
7,1644186089.5035973,1644186089.5099168,dynamodb,64,120,0,3,600
8,1644186089.510162,1644186089.516078,dynamodb,64,120,0,3,600
9,1644186089.5185058,1644186089.52444,dynamodb,64,120,0,3,600
10,1644186089.526825,1644186089.5333524,dynamodb,64,120,0,3,600
11,1644186089.5351603,1644186089.5412464,dynamodb,64,120,0,3,600
12,1644186089.5435202,1644186089.5496993,dynamodb,64,120,0,3,600
13,1644186089.5518248,1644186089.5577972,dynamodb,64,120,0,3,600
14,1644186089.560158,1644186089.566083,dynamodb,64,120,0,3,600
15,1644186089.5684943,1644186089.5745714,dynamodb,64,120,0,3,600
16,1644186089.576829,1644186089.5827367,dynamodb,64,120,0,3,600
17,1644186089.5851617,1644186089.5910516,dynamodb,64,120,0,3,600
18,1644186089.5934951,1644186089.5995145,dynamodb,64,120,0,3,600
19,1644186089.6018288,1644186089.6080973,dynamodb,64,120,0,3,600
20,1644186089.6101623,1644186089.6159682,dynamodb,64,120,0,3,600
21,1644186089.6184974,1644186089.6243963,dynamodb,64,120,0,3,600
22,1644186089.6268249,1644186089.632702,dynamodb,64,120,0,3,600
23,1644186089.6351578,1644186089.6411498,dynamodb,64,120,0,3,600
24,1644186089.6435163,1644186089.649756,dynamodb,64,120,0,3,600
25,1644186089.6518276,1644186089.6580045,dynamodb,64,120,0,3,600
26,1644186089.6601884,1644186089.6662884,dynamodb,64,120,0,3,600
27,1644186089.6685154,1644186089.674865,dynamodb,64,120,0,3,600
28,1644186089.6768281,1644186089.6826775,dynamodb,64,120,0,3,600
29,1644186089.6851914,1644186089.691591,dynamodb,64,120,0,3,600
30,1644186089.6934958,1644186089.6999824,dynamodb,64,120,0,3,600
31,1644186089.701829,1644186089.7078123,dynamodb,64,120,0,3,600
32,1644186089.7101617,1644186089.7161102,dynamodb,64,120,0,3,600
33,1644186089.7185001,1644186089.7246146,dynamodb,64,120,0,3,600
34,1644186089.7268243,1644186089.7327287,dynamodb,64,120,0,3,600
35,1644186089.7351575,1644186089.7413034,dynamodb,64,120,0,3,600
36,1644186089.7434914,1644186089.7493067,dynamodb,64,120,0,3,600
37,1644186089.751825,1644186089.7579432,dynamodb,64,120,0,3,600
38,1644186089.7601814,1644186089.766705,dynamodb,64,120,0,3,600
39,1644186089.7684953,1644186089.774574,dynamodb,64,120,0,3,600
40,1644186089.776828,1644186089.7829218,dynamodb,64,120,0,3,600
41,1644186089.7851624,1644186089.7915778,dynamodb,64,120,0,3,600
42,1644186089.7934952,1644186089.7995622,dynamodb,64,120,0,3,600
43,1644186089.8018572,1644186089.8084977,dynamodb,64,120,0,3,600
44,1644186089.8101625,1644186089.8167176,dynamodb,64,120,0,3,600
45,1644186089.8184988,1644186089.8246188,dynamodb,64,120,0,3,600
46,1644186089.8268497,1644186089.8337505,dynamodb,64,120,0,3,600
47,1644186089.8351877,1644186089.8414779,dynamodb,64,120,0,3,600
48,1644186089.8434942,1644186089.849526,dynamodb,64,120,0,3,600
49,1644186089.8518271,1644186089.858598,dynamodb,64,120,0,3,600
50,1644186089.8601909,1644186089.8670015,dynamodb,64,120,0,3,600
51,1644186089.8684957,1644186089.8747559,dynamodb,64,120,0,3,600
52,1644186089.8768282,1644186089.882886,dynamodb,64,120,0,3,600
53,1644186089.8851612,1644186089.8918347,dynamodb,64,120,0,3,600
54,1644186089.8934948,1644186089.8998253,dynamodb,64,120,0,3,600
55,1644186089.9018278,1644186089.9081907,dynamodb,64,120,0,3,600
56,1644186089.910191,1644186089.9172149,dynamodb,64,120,0,3,600
57,1644186089.9185426,1644186089.924413,dynamodb,64,120,0,3,600
58,1644186089.9268494,1644186089.9331121,dynamodb,64,120,0,3,600
59,1644186089.9351823,1644186089.941442,dynamodb,64,120,0,3,600
60,1644186089.9434965,1644186089.9499109,dynamodb,64,120,0,3,600
61,1644186089.9518507,1644186089.9583547,dynamodb,64,120,0,3,600
62,1644186089.960188,1644186089.9665015,dynamodb,64,120,0,3,600
63,1644186089.9685235,1644186089.9754996,dynamodb,64,120,0,3,600
