,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644188741.7209103,1644188741.7343411,lock,64,110,5,6,550
1,1644188741.7343445,1644188741.7462432,lock,64,110,5,6,550
2,1644188741.7462466,1644188741.7576745,lock,64,110,5,6,550
3,1644188741.7576778,1644188741.768565,lock,64,110,5,6,550
4,1644188741.7685683,1644188741.7784395,lock,64,110,5,6,550
5,1644188741.778443,1644188741.7892613,lock,64,110,5,6,550
6,1644188741.7892647,1644188741.7992227,lock,64,110,5,6,550
7,1644188741.799226,1644188741.8137753,lock,64,110,5,6,550
8,1644188741.8137786,1644188741.8244529,lock,64,110,5,6,550
9,1644188741.8244565,1644188741.835103,lock,64,110,5,6,550
10,1644188741.8351066,1644188741.84503,lock,64,110,5,6,550
11,1644188741.8450336,1644188741.8556094,lock,64,110,5,6,550
12,1644188741.8556128,1644188741.866535,lock,64,110,5,6,550
13,1644188741.8665383,1644188741.8764842,lock,64,110,5,6,550
14,1644188741.8764877,1644188741.8867018,lock,64,110,5,6,550
15,1644188741.8867054,1644188741.8966355,lock,64,110,5,6,550
16,1644188741.8966389,1644188741.907077,lock,64,110,5,6,550
17,1644188741.907081,1644188741.9173038,lock,64,110,5,6,550
18,1644188741.9173076,1644188741.9276962,lock,64,110,5,6,550
19,1644188741.9276996,1644188741.9383268,lock,64,110,5,6,550
20,1644188741.9383302,1644188741.9490073,lock,64,110,5,6,550
21,1644188741.9490106,1644188741.959123,lock,64,110,5,6,550
22,1644188741.9591265,1644188741.969569,lock,64,110,5,6,550
23,1644188741.9695725,1644188741.979636,lock,64,110,5,6,550
24,1644188741.9796393,1644188741.9894035,lock,64,110,5,6,550
25,1644188741.9894068,1644188742.0004919,lock,64,110,5,6,550
26,1644188742.0004952,1644188742.0108001,lock,64,110,5,6,550
27,1644188742.0108035,1644188742.020887,lock,64,110,5,6,550
28,1644188742.02089,1644188742.0309901,lock,64,110,5,6,550
29,1644188742.0309935,1644188742.0411136,lock,64,110,5,6,550
30,1644188742.041117,1644188742.051298,lock,64,110,5,6,550
31,1644188742.0513015,1644188742.06104,lock,64,110,5,6,550
32,1644188742.0610435,1644188742.0721607,lock,64,110,5,6,550
33,1644188742.072164,1644188742.0846543,lock,64,110,5,6,550
34,1644188742.084658,1644188742.094806,lock,64,110,5,6,550
35,1644188742.0948095,1644188742.104909,lock,64,110,5,6,550
36,1644188742.1049128,1644188742.1147866,lock,64,110,5,6,550
37,1644188742.1147902,1644188742.1251051,lock,64,110,5,6,550
38,1644188742.1251085,1644188742.135283,lock,64,110,5,6,550
39,1644188742.1352863,1644188742.1571116,lock,64,110,5,6,550
40,1644188742.157115,1644188742.167561,lock,64,110,5,6,550
41,1644188742.1675644,1644188742.1780846,lock,64,110,5,6,550
42,1644188742.178088,1644188742.188567,lock,64,110,5,6,550
43,1644188742.1885703,1644188742.199094,lock,64,110,5,6,550
44,1644188742.1990976,1644188742.2090592,lock,64,110,5,6,550
45,1644188742.2090626,1644188742.2190943,lock,64,110,5,6,550
46,1644188742.2190979,1644188742.2291553,lock,64,110,5,6,550
47,1644188742.229159,1644188742.2393425,lock,64,110,5,6,550
48,1644188742.2393456,1644188742.2496727,lock,64,110,5,6,550
49,1644188742.2496762,1644188742.2599664,lock,64,110,5,6,550
50,1644188742.25997,1644188742.2699327,lock,64,110,5,6,550
51,1644188742.2699363,1644188742.2803283,lock,64,110,5,6,550
52,1644188742.2803316,1644188742.2903252,lock,64,110,5,6,550
53,1644188742.2903287,1644188742.3008223,lock,64,110,5,6,550
54,1644188742.3008258,1644188742.3109665,lock,64,110,5,6,550
55,1644188742.31097,1644188742.3210032,lock,64,110,5,6,550
56,1644188742.3210068,1644188742.3307202,lock,64,110,5,6,550
57,1644188742.3307235,1644188742.343397,lock,64,110,5,6,550
