,begin,end,benchmatk,size,rps,worker,workers,repetitions
0,1644189009.2399237,1644189009.2549427,lock,64,120,2,9,600
1,1644189009.2549462,1644189009.2660313,lock,64,120,2,9,600
2,1644189009.2660344,1644189009.2848415,lock,64,120,2,9,600
3,1644189009.284845,1644189009.2980454,lock,64,120,2,9,600
4,1644189009.2980494,1644189009.3118458,lock,64,120,2,9,600
5,1644189009.311849,1644189009.3326497,lock,64,120,2,9,600
6,1644189009.332653,1644189009.3535042,lock,64,120,2,9,600
7,1644189009.3535078,1644189009.3690543,lock,64,120,2,9,600
8,1644189009.3690574,1644189009.3828392,lock,64,120,2,9,600
9,1644189009.382843,1644189009.3957345,lock,64,120,2,9,600
10,1644189009.395738,1644189009.4087036,lock,64,120,2,9,600
11,1644189009.408707,1644189009.4235563,lock,64,120,2,9,600
12,1644189009.4235597,1644189009.4395833,lock,64,120,2,9,600
13,1644189009.4395866,1644189009.454297,lock,64,120,2,9,600
14,1644189009.4543006,1644189009.472185,lock,64,120,2,9,600
15,1644189009.4721885,1644189009.486655,lock,64,120,2,9,600
16,1644189009.4866586,1644189009.5024245,lock,64,120,2,9,600
17,1644189009.502428,1644189009.5162446,lock,64,120,2,9,600
18,1644189009.516248,1644189009.5297709,lock,64,120,2,9,600
19,1644189009.5297751,1644189009.5440269,lock,64,120,2,9,600
20,1644189009.5440304,1644189009.5568187,lock,64,120,2,9,600
21,1644189009.5568233,1644189009.5685732,lock,64,120,2,9,600
22,1644189009.5685766,1644189009.584712,lock,64,120,2,9,600
23,1644189009.5847156,1644189009.6018155,lock,64,120,2,9,600
24,1644189009.6018188,1644189009.6152444,lock,64,120,2,9,600
25,1644189009.6152484,1644189009.6279757,lock,64,120,2,9,600
26,1644189009.6279793,1644189009.6412542,lock,64,120,2,9,600
27,1644189009.6412585,1644189009.6537411,lock,64,120,2,9,600
28,1644189009.6537445,1644189009.6671636,lock,64,120,2,9,600
29,1644189009.667167,1644189009.6791737,lock,64,120,2,9,600
30,1644189009.679177,1644189009.6999702,lock,64,120,2,9,600
31,1644189009.699974,1644189009.716365,lock,64,120,2,9,600
32,1644189009.7163684,1644189009.7294564,lock,64,120,2,9,600
33,1644189009.7294598,1644189009.7414117,lock,64,120,2,9,600
34,1644189009.741415,1644189009.7586255,lock,64,120,2,9,600
35,1644189009.7586288,1644189009.8121755,lock,64,120,2,9,600
36,1644189009.8121796,1644189009.8322358,lock,64,120,2,9,600
37,1644189009.8322392,1644189009.8480923,lock,64,120,2,9,600
38,1644189009.8480957,1644189009.8624098,lock,64,120,2,9,600
39,1644189009.862414,1644189009.8831635,lock,64,120,2,9,600
40,1644189009.8831675,1644189009.8983731,lock,64,120,2,9,600
41,1644189009.8983765,1644189009.9116037,lock,64,120,2,9,600
42,1644189009.911608,1644189009.9287007,lock,64,120,2,9,600
43,1644189009.9287043,1644189009.9459138,lock,64,120,2,9,600
44,1644189009.9459174,1644189009.958056,lock,64,120,2,9,600
45,1644189009.9580593,1644189009.9710686,lock,64,120,2,9,600
46,1644189009.9710722,1644189009.9830751,lock,64,120,2,9,600
47,1644189009.983079,1644189010.006768,lock,64,120,2,9,600
48,1644189010.006771,1644189010.0191739,lock,64,120,2,9,600
49,1644189010.0191772,1644189010.0376728,lock,64,120,2,9,600
50,1644189010.037676,1644189010.0492587,lock,64,120,2,9,600
51,1644189010.049262,1644189010.0678198,lock,64,120,2,9,600
52,1644189010.0678234,1644189010.0810697,lock,64,120,2,9,600
53,1644189010.0810735,1644189010.0939991,lock,64,120,2,9,600
54,1644189010.0940025,1644189010.107408,lock,64,120,2,9,600
55,1644189010.1074128,1644189010.120312,lock,64,120,2,9,600
56,1644189010.1203156,1644189010.1416206,lock,64,120,2,9,600
57,1644189010.141624,1644189010.1528575,lock,64,120,2,9,600
58,1644189010.152861,1644189010.1646466,lock,64,120,2,9,600
59,1644189010.1646507,1644189010.185514,lock,64,120,2,9,600
60,1644189010.1855173,1644189010.2015836,lock,64,120,2,9,600
61,1644189010.201587,1644189010.214068,lock,64,120,2,9,600
62,1644189010.2140713,1644189010.2343557,lock,64,120,2,9,600
63,1644189010.234359,1644189010.2465672,lock,64,120,2,9,600
64,1644189010.2465706,1644189010.2600658,lock,64,120,2,9,600
65,1644189010.2600691,1644189010.279639,lock,64,120,2,9,600
66,1644189010.2796423,1644189010.2972023,lock,64,120,2,9,600
67,1644189010.2972054,1644189010.3090608,lock,64,120,2,9,600
68,1644189010.3090641,1644189010.3239508,lock,64,120,2,9,600
69,1644189010.3239543,1644189010.3377461,lock,64,120,2,9,600
70,1644189010.3377497,1644189010.3502696,lock,64,120,2,9,600
71,1644189010.3502738,1644189010.363011,lock,64,120,2,9,600
72,1644189010.3630142,1644189010.3782408,lock,64,120,2,9,600
73,1644189010.3782465,1644189010.4002476,lock,64,120,2,9,600
74,1644189010.400251,1644189010.4147363,lock,64,120,2,9,600
75,1644189010.4147396,1644189010.4351194,lock,64,120,2,9,600
76,1644189010.4351227,1644189010.4478645,lock,64,120,2,9,600
77,1644189010.4478686,1644189010.4599805,lock,64,120,2,9,600
78,1644189010.459984,1644189010.4731746,lock,64,120,2,9,600
79,1644189010.473178,1644189010.489862,lock,64,120,2,9,600
80,1644189010.4898653,1644189010.5019197,lock,64,120,2,9,600
81,1644189010.5019233,1644189010.514869,lock,64,120,2,9,600
82,1644189010.5148726,1644189010.5288577,lock,64,120,2,9,600
83,1644189010.528861,1644189010.5420637,lock,64,120,2,9,600
