,data,size,queue,memory,type,is_cold
0,0.0006358623504638672,0,dynamo,2048,rtt,
1,0.0005776882171630859,0,dynamo,2048,rtt,
2,0.0006699562072753906,0,dynamo,2048,rtt,
3,0.0006933212280273438,0,dynamo,2048,rtt,
4,0.0006515979766845703,0,dynamo,2048,rtt,
5,0.0006432533264160156,0,dynamo,2048,rtt,
6,0.0006148815155029297,0,dynamo,2048,rtt,
7,0.0006222724914550781,0,dynamo,2048,rtt,
8,0.0006353855133056641,0,dynamo,2048,rtt,
9,0.0006709098815917969,0,dynamo,2048,rtt,
10,0.0023338794708251953,0,dynamo,2048,rtt,
11,0.0006427764892578125,0,dynamo,2048,rtt,
12,0.0006043910980224609,0,dynamo,2048,rtt,
13,0.0006003379821777344,0,dynamo,2048,rtt,
14,0.000629425048828125,0,dynamo,2048,rtt,
15,0.0006296634674072266,0,dynamo,2048,rtt,
16,0.0008015632629394531,0,dynamo,2048,rtt,
17,0.0006549358367919922,0,dynamo,2048,rtt,
18,0.0006222724914550781,0,dynamo,2048,rtt,
19,0.0006105899810791016,0,dynamo,2048,rtt,
20,0.0006413459777832031,0,dynamo,2048,rtt,
21,0.00060272216796875,0,dynamo,2048,rtt,
22,0.0006606578826904297,0,dynamo,2048,rtt,
23,0.0005967617034912109,0,dynamo,2048,rtt,
24,0.0005965232849121094,0,dynamo,2048,rtt,
25,0.0008289813995361328,0,dynamo,2048,rtt,
26,0.0006210803985595703,0,dynamo,2048,rtt,
27,0.0006232261657714844,0,dynamo,2048,rtt,
28,0.000621795654296875,0,dynamo,2048,rtt,
29,0.0006256103515625,0,dynamo,2048,rtt,
30,0.0007157325744628906,0,dynamo,2048,rtt,
31,0.0006916522979736328,0,dynamo,2048,rtt,
32,0.0006654262542724609,0,dynamo,2048,rtt,
33,0.0007455348968505859,0,dynamo,2048,rtt,
34,0.0007812976837158203,0,dynamo,2048,rtt,
35,0.0006995201110839844,0,dynamo,2048,rtt,
36,0.0006346702575683594,0,dynamo,2048,rtt,
37,0.0006074905395507812,0,dynamo,2048,rtt,
38,0.0006113052368164062,0,dynamo,2048,rtt,
39,0.0006034374237060547,0,dynamo,2048,rtt,
40,0.0006809234619140625,0,dynamo,2048,rtt,
41,0.0006098747253417969,0,dynamo,2048,rtt,
42,0.0006477832794189453,0,dynamo,2048,rtt,
43,0.0006191730499267578,0,dynamo,2048,rtt,
44,0.0006706714630126953,0,dynamo,2048,rtt,
45,0.0006031990051269531,0,dynamo,2048,rtt,
46,0.0006072521209716797,0,dynamo,2048,rtt,
47,0.0007021427154541016,0,dynamo,2048,rtt,
48,0.0007097721099853516,0,dynamo,2048,rtt,
49,0.002495288848876953,0,dynamo,2048,rtt,
50,0.0007851123809814453,0,dynamo,2048,rtt,
51,0.0006959438323974609,0,dynamo,2048,rtt,
52,0.000591278076171875,0,dynamo,2048,rtt,
53,0.0005974769592285156,0,dynamo,2048,rtt,
54,0.0006399154663085938,0,dynamo,2048,rtt,
55,0.0009303092956542969,0,dynamo,2048,rtt,
56,0.0007550716400146484,0,dynamo,2048,rtt,
57,0.0006830692291259766,0,dynamo,2048,rtt,
58,0.0006036758422851562,0,dynamo,2048,rtt,
59,0.000743865966796875,0,dynamo,2048,rtt,
60,0.0005996227264404297,0,dynamo,2048,rtt,
61,0.0006616115570068359,0,dynamo,2048,rtt,
62,0.0006353855133056641,0,dynamo,2048,rtt,
63,0.0007104873657226562,0,dynamo,2048,rtt,
64,0.0006718635559082031,0,dynamo,2048,rtt,
65,0.0007088184356689453,0,dynamo,2048,rtt,
66,0.0006439685821533203,0,dynamo,2048,rtt,
67,0.001016855239868164,0,dynamo,2048,rtt,
68,0.0009012222290039062,0,dynamo,2048,rtt,
69,0.0006606578826904297,0,dynamo,2048,rtt,
70,0.0006480216979980469,0,dynamo,2048,rtt,
71,0.0006585121154785156,0,dynamo,2048,rtt,
72,0.0006575584411621094,0,dynamo,2048,rtt,
73,0.0007572174072265625,0,dynamo,2048,rtt,
74,0.0006561279296875,0,dynamo,2048,rtt,
75,0.0006353855133056641,0,dynamo,2048,rtt,
76,0.0007011890411376953,0,dynamo,2048,rtt,
77,0.0007431507110595703,0,dynamo,2048,rtt,
78,0.0006794929504394531,0,dynamo,2048,rtt,
79,0.0006840229034423828,0,dynamo,2048,rtt,
80,0.0006582736968994141,0,dynamo,2048,rtt,
81,0.0006241798400878906,0,dynamo,2048,rtt,
82,0.0006701946258544922,0,dynamo,2048,rtt,
83,0.0006206035614013672,0,dynamo,2048,rtt,
84,0.0006082057952880859,0,dynamo,2048,rtt,
85,0.0008041858673095703,0,dynamo,2048,rtt,
86,0.0006337165832519531,0,dynamo,2048,rtt,
87,0.0009043216705322266,0,dynamo,2048,rtt,
88,0.0006687641143798828,0,dynamo,2048,rtt,
89,0.0007441043853759766,0,dynamo,2048,rtt,
