,data,op,storage,size
0,7477,timelock_acquire,dynamodb,1024
1,6913,timelock_acquire,dynamodb,1024
2,7323,timelock_acquire,dynamodb,1024
3,6746,timelock_acquire,dynamodb,1024
4,7616,timelock_acquire,dynamodb,1024
5,6784,timelock_acquire,dynamodb,1024
6,6889,timelock_acquire,dynamodb,1024
7,6796,timelock_acquire,dynamodb,1024
8,7013,timelock_acquire,dynamodb,1024
9,6989,timelock_acquire,dynamodb,1024
10,6566,timelock_acquire,dynamodb,1024
11,6719,timelock_acquire,dynamodb,1024
12,7441,timelock_acquire,dynamodb,1024
13,7100,timelock_acquire,dynamodb,1024
14,7093,timelock_acquire,dynamodb,1024
15,6871,timelock_acquire,dynamodb,1024
16,7818,timelock_acquire,dynamodb,1024
17,6609,timelock_acquire,dynamodb,1024
18,6338,timelock_acquire,dynamodb,1024
19,6799,timelock_acquire,dynamodb,1024
20,6588,timelock_acquire,dynamodb,1024
21,7018,timelock_acquire,dynamodb,1024
22,12329,timelock_acquire,dynamodb,1024
23,8136,timelock_acquire,dynamodb,1024
24,6764,timelock_acquire,dynamodb,1024
25,7155,timelock_acquire,dynamodb,1024
26,6930,timelock_acquire,dynamodb,1024
27,7578,timelock_acquire,dynamodb,1024
28,7922,timelock_acquire,dynamodb,1024
29,7106,timelock_acquire,dynamodb,1024
30,6812,timelock_acquire,dynamodb,1024
31,7017,timelock_acquire,dynamodb,1024
32,6774,timelock_acquire,dynamodb,1024
33,6706,timelock_acquire,dynamodb,1024
34,15716,timelock_acquire,dynamodb,1024
35,6993,timelock_acquire,dynamodb,1024
36,7242,timelock_acquire,dynamodb,1024
37,9245,timelock_acquire,dynamodb,1024
38,7123,timelock_acquire,dynamodb,1024
39,7432,timelock_acquire,dynamodb,1024
40,6887,timelock_acquire,dynamodb,1024
41,6734,timelock_acquire,dynamodb,1024
42,6757,timelock_acquire,dynamodb,1024
43,6793,timelock_acquire,dynamodb,1024
44,7370,timelock_acquire,dynamodb,1024
45,6942,timelock_acquire,dynamodb,1024
46,6859,timelock_acquire,dynamodb,1024
47,7181,timelock_acquire,dynamodb,1024
48,7164,timelock_acquire,dynamodb,1024
49,6996,timelock_acquire,dynamodb,1024
50,6653,timelock_acquire,dynamodb,1024
51,6739,timelock_acquire,dynamodb,1024
52,6728,timelock_acquire,dynamodb,1024
53,7232,timelock_acquire,dynamodb,1024
54,6715,timelock_acquire,dynamodb,1024
55,6760,timelock_acquire,dynamodb,1024
56,6874,timelock_acquire,dynamodb,1024
57,7625,timelock_acquire,dynamodb,1024
58,7576,timelock_acquire,dynamodb,1024
59,10169,timelock_acquire,dynamodb,1024
60,6752,timelock_acquire,dynamodb,1024
61,7352,timelock_acquire,dynamodb,1024
62,6995,timelock_acquire,dynamodb,1024
63,6740,timelock_acquire,dynamodb,1024
64,6758,timelock_acquire,dynamodb,1024
65,6518,timelock_acquire,dynamodb,1024
66,7004,timelock_acquire,dynamodb,1024
67,6833,timelock_acquire,dynamodb,1024
68,16903,timelock_acquire,dynamodb,1024
69,6609,timelock_acquire,dynamodb,1024
70,6539,timelock_acquire,dynamodb,1024
71,6736,timelock_acquire,dynamodb,1024
72,7022,timelock_acquire,dynamodb,1024
73,7242,timelock_acquire,dynamodb,1024
74,6683,timelock_acquire,dynamodb,1024
75,6870,timelock_acquire,dynamodb,1024
76,7016,timelock_acquire,dynamodb,1024
77,6688,timelock_acquire,dynamodb,1024
78,7470,timelock_acquire,dynamodb,1024
79,7553,timelock_acquire,dynamodb,1024
80,6881,timelock_acquire,dynamodb,1024
81,6872,timelock_acquire,dynamodb,1024
82,6940,timelock_acquire,dynamodb,1024
83,7068,timelock_acquire,dynamodb,1024
84,7166,timelock_acquire,dynamodb,1024
85,6587,timelock_acquire,dynamodb,1024
86,7104,timelock_acquire,dynamodb,1024
87,7062,timelock_acquire,dynamodb,1024
88,6912,timelock_acquire,dynamodb,1024
89,6934,timelock_acquire,dynamodb,1024
90,6825,timelock_acquire,dynamodb,1024
91,6657,timelock_acquire,dynamodb,1024
92,7792,timelock_acquire,dynamodb,1024
93,6824,timelock_acquire,dynamodb,1024
94,7037,timelock_acquire,dynamodb,1024
95,7372,timelock_acquire,dynamodb,1024
96,6961,timelock_acquire,dynamodb,1024
97,6979,timelock_acquire,dynamodb,1024
98,6881,timelock_acquire,dynamodb,1024
99,6493,timelock_acquire,dynamodb,1024
100,6945,timelock_acquire,dynamodb,1024
101,6786,timelock_acquire,dynamodb,1024
102,7216,timelock_acquire,dynamodb,1024
103,9721,timelock_acquire,dynamodb,1024
104,6831,timelock_acquire,dynamodb,1024
105,7217,timelock_acquire,dynamodb,1024
106,6831,timelock_acquire,dynamodb,1024
107,7044,timelock_acquire,dynamodb,1024
108,7614,timelock_acquire,dynamodb,1024
109,6590,timelock_acquire,dynamodb,1024
110,6576,timelock_acquire,dynamodb,1024
111,6654,timelock_acquire,dynamodb,1024
112,7603,timelock_acquire,dynamodb,1024
113,7655,timelock_acquire,dynamodb,1024
114,7150,timelock_acquire,dynamodb,1024
115,7091,timelock_acquire,dynamodb,1024
116,6793,timelock_acquire,dynamodb,1024
117,6806,timelock_acquire,dynamodb,1024
118,7038,timelock_acquire,dynamodb,1024
119,7038,timelock_acquire,dynamodb,1024
120,6940,timelock_acquire,dynamodb,1024
121,6840,timelock_acquire,dynamodb,1024
122,6728,timelock_acquire,dynamodb,1024
123,6798,timelock_acquire,dynamodb,1024
124,6937,timelock_acquire,dynamodb,1024
125,6831,timelock_acquire,dynamodb,1024
126,7185,timelock_acquire,dynamodb,1024
127,6873,timelock_acquire,dynamodb,1024
128,6760,timelock_acquire,dynamodb,1024
129,6866,timelock_acquire,dynamodb,1024
130,6722,timelock_acquire,dynamodb,1024
131,7560,timelock_acquire,dynamodb,1024
132,6668,timelock_acquire,dynamodb,1024
133,6689,timelock_acquire,dynamodb,1024
134,6747,timelock_acquire,dynamodb,1024
