Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "15100"}'
b'{"is_cold": false, "events": 3, "idx": "15101"}'
b'{"is_cold": false, "events": -1, "idx": "15102"}'
b'{"is_cold": false, "events": -1, "idx": "15103"}'
b'{"is_cold": false, "events": 3, "idx": "15104"}'
b'{"is_cold": false, "events": -1, "idx": "15105"}'
b'{"is_cold": false, "events": -1, "idx": "15106"}'
b'{"is_cold": false, "events": 2, "idx": "15107"}'
b'{"is_cold": false, "events": -1, "idx": "15108"}'
b'{"is_cold": false, "events": 3, "idx": "15109"}'
b'{"is_cold": false, "events": -1, "idx": "15110"}'
b'{"is_cold": false, "events": -1, "idx": "15111"}'
b'{"is_cold": false, "events": 5, "idx": "15112"}'
b'{"is_cold": false, "events": -1, "idx": "15113"}'
b'{"is_cold": false, "events": -1, "idx": "15114"}'
b'{"is_cold": false, "events": -1, "idx": "15115"}'
b'{"is_cold": false, "events": -1, "idx": "15116"}'
b'{"is_cold": false, "events": 4, "idx": "15117"}'
b'{"is_cold": false, "events": -1, "idx": "15118"}'
b'{"is_cold": false, "events": -1, "idx": "15119"}'
b'{"is_cold": false, "events": -1, "idx": "15120"}'
b'{"is_cold": false, "events": 3, "idx": "15121"}'
b'{"is_cold": false, "events": -1, "idx": "15122"}'
b'{"is_cold": false, "events": -1, "idx": "15123"}'
b'{"is_cold": false, "events": 2, "idx": "15124"}'
b'{"is_cold": false, "events": -1, "idx": "15125"}'
b'{"is_cold": false, "events": 3, "idx": "15126"}'
b'{"is_cold": false, "events": -1, "idx": "15127"}'
b'{"is_cold": false, "events": -1, "idx": "15128"}'
b'{"is_cold": false, "events": 2, "idx": "15129"}'
b'{"is_cold": false, "events": -1, "idx": "15130"}'
b'{"is_cold": false, "events": 2, "idx": "15131"}'
b'{"is_cold": false, "events": -1, "idx": "15132"}'
b'{"is_cold": false, "events": 3, "idx": "15133"}'
b'{"is_cold": false, "events": -1, "idx": "15134"}'
b'{"is_cold": false, "events": -1, "idx": "15135"}'
b'{"is_cold": false, "events": 2, "idx": "15136"}'
b'{"is_cold": false, "events": -1, "idx": "15137"}'
b'{"is_cold": false, "events": 4, "idx": "15138"}'
b'{"is_cold": false, "events": -1, "idx": "15139"}'
b'{"is_cold": false, "events": -1, "idx": "15140"}'
b'{"is_cold": false, "events": -1, "idx": "15141"}'
b'{"is_cold": false, "events": 2, "idx": "15142"}'
b'{"is_cold": false, "events": -1, "idx": "15143"}'
b'{"is_cold": false, "events": 3, "idx": "15144"}'
b'{"is_cold": false, "events": -1, "idx": "15145"}'
b'{"is_cold": false, "events": -1, "idx": "15146"}'
b'{"is_cold": false, "events": 3, "idx": "15147"}'
b'{"is_cold": false, "events": -1, "idx": "15148"}'
b'{"is_cold": false, "events": -1, "idx": "15149"}'
b'{"is_cold": false, "events": 5, "idx": "15150"}'
b'{"is_cold": false, "events": -1, "idx": "15151"}'
b'{"is_cold": false, "events": -1, "idx": "15152"}'
b'{"is_cold": false, "events": -1, "idx": "15153"}'
b'{"is_cold": false, "events": -1, "idx": "15154"}'
b'{"is_cold": false, "events": 1, "idx": "15155"}'
b'{"is_cold": false, "events": 2, "idx": "15156"}'
b'{"is_cold": false, "events": -1, "idx": "15157"}'
b'{"is_cold": false, "events": 3, "idx": "15158"}'
b'{"is_cold": false, "events": -1, "idx": "15159"}'
b'{"is_cold": false, "events": -1, "idx": "15160"}'
b'{"is_cold": false, "events": 3, "idx": "15161"}'
b'{"is_cold": false, "events": -1, "idx": "15162"}'
b'{"is_cold": false, "events": -1, "idx": "15163"}'
b'{"is_cold": false, "events": 10, "idx": "15164"}'
b'{"is_cold": false, "events": -1, "idx": "15165"}'
b'{"is_cold": false, "events": -1, "idx": "15166"}'
b'{"is_cold": false, "events": -1, "idx": "15167"}'
b'{"is_cold": false, "events": -1, "idx": "15168"}'
b'{"is_cold": false, "events": -1, "idx": "15169"}'
b'{"is_cold": false, "events": -1, "idx": "15170"}'
b'{"is_cold": false, "events": -1, "idx": "15171"}'
b'{"is_cold": false, "events": -1, "idx": "15172"}'
b'{"is_cold": false, "events": -1, "idx": "15173"}'
b'{"is_cold": false, "events": 5, "idx": "15174"}'
b'{"is_cold": false, "events": -1, "idx": "15175"}'
b'{"is_cold": false, "events": -1, "idx": "15176"}'
b'{"is_cold": false, "events": -1, "idx": "15177"}'
b'{"is_cold": false, "events": -1, "idx": "15178"}'
b'{"is_cold": false, "events": 2, "idx": "15179"}'
b'{"is_cold": false, "events": -1, "idx": "15180"}'
b'{"is_cold": false, "events": 1, "idx": "15181"}'
b'{"is_cold": false, "events": 2, "idx": "15182"}'
b'{"is_cold": false, "events": -1, "idx": "15183"}'
b'{"is_cold": false, "events": 3, "idx": "15184"}'
b'{"is_cold": false, "events": -1, "idx": "15185"}'
b'{"is_cold": false, "events": -1, "idx": "15186"}'
b'{"is_cold": false, "events": 3, "idx": "15187"}'
b'{"is_cold": false, "events": -1, "idx": "15188"}'
b'{"is_cold": false, "events": -1, "idx": "15189"}'
b'{"is_cold": false, "events": 5, "idx": "15190"}'
b'{"is_cold": false, "events": -1, "idx": "15191"}'
b'{"is_cold": false, "events": -1, "idx": "15192"}'
b'{"is_cold": false, "events": -1, "idx": "15193"}'
b'{"is_cold": false, "events": -1, "idx": "15194"}'
b'{"is_cold": false, "events": 3, "idx": "15195"}'
b'{"is_cold": false, "events": -1, "idx": "15196"}'
b'{"is_cold": false, "events": -1, "idx": "15197"}'
