Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "16400"}'
b'{"is_cold": false, "events": 2, "idx": "16401"}'
b'{"is_cold": false, "events": -1, "idx": "16402"}'
b'{"is_cold": false, "events": 4, "idx": "16403"}'
b'{"is_cold": false, "events": -1, "idx": "16404"}'
b'{"is_cold": false, "events": -1, "idx": "16405"}'
b'{"is_cold": false, "events": -1, "idx": "16406"}'
b'{"is_cold": false, "events": 2, "idx": "16407"}'
b'{"is_cold": false, "events": -1, "idx": "16408"}'
b'{"is_cold": false, "events": 3, "idx": "16409"}'
b'{"is_cold": false, "events": -1, "idx": "16410"}'
b'{"is_cold": false, "events": -1, "idx": "16411"}'
b'{"is_cold": false, "events": -1, "idx": "16413"}'
b'{"is_cold": false, "events": 4, "idx": "16412"}'
b'{"is_cold": false, "events": -1, "idx": "16414"}'
b'{"is_cold": false, "events": -1, "idx": "16415"}'
b'{"is_cold": false, "events": 4, "idx": "16416"}'
b'{"is_cold": false, "events": -1, "idx": "16417"}'
b'{"is_cold": false, "events": -1, "idx": "16418"}'
b'{"is_cold": false, "events": -1, "idx": "16419"}'
b'{"is_cold": false, "events": 3, "idx": "16420"}'
b'{"is_cold": false, "events": -1, "idx": "16421"}'
b'{"is_cold": false, "events": -1, "idx": "16422"}'
b'{"is_cold": false, "events": 3, "idx": "16423"}'
b'{"is_cold": false, "events": -1, "idx": "16424"}'
b'{"is_cold": false, "events": -1, "idx": "16425"}'
b'{"is_cold": false, "events": -1, "idx": "16427"}'
b'{"is_cold": false, "events": 3, "idx": "16426"}'
b'{"is_cold": false, "events": -1, "idx": "16428"}'
b'{"is_cold": false, "events": 4, "idx": "16429"}'
b'{"is_cold": false, "events": -1, "idx": "16430"}'
b'{"is_cold": false, "events": -1, "idx": "16431"}'
b'{"is_cold": false, "events": -1, "idx": "16432"}'
b'{"is_cold": false, "events": 5, "idx": "16433"}'
b'{"is_cold": false, "events": -1, "idx": "16434"}'
b'{"is_cold": false, "events": -1, "idx": "16435"}'
b'{"is_cold": false, "events": -1, "idx": "16436"}'
b'{"is_cold": false, "events": -1, "idx": "16437"}'
b'{"is_cold": false, "events": 3, "idx": "16438"}'
b'{"is_cold": false, "events": -1, "idx": "16439"}'
b'{"is_cold": false, "events": -1, "idx": "16440"}'
b'{"is_cold": false, "events": 3, "idx": "16441"}'
b'{"is_cold": false, "events": -1, "idx": "16442"}'
b'{"is_cold": false, "events": -1, "idx": "16443"}'
b'{"is_cold": false, "events": 4, "idx": "16444"}'
b'{"is_cold": false, "events": -1, "idx": "16445"}'
b'{"is_cold": false, "events": -1, "idx": "16446"}'
b'{"is_cold": false, "events": -1, "idx": "16447"}'
b'{"is_cold": false, "events": 4, "idx": "16448"}'
b'{"is_cold": false, "events": -1, "idx": "16449"}'
b'{"is_cold": false, "events": -1, "idx": "16450"}'
b'{"is_cold": false, "events": -1, "idx": "16451"}'
b'{"is_cold": false, "events": 5, "idx": "16452"}'
b'{"is_cold": false, "events": -1, "idx": "16453"}'
b'{"is_cold": false, "events": -1, "idx": "16454"}'
b'{"is_cold": false, "events": -1, "idx": "16455"}'
b'{"is_cold": false, "events": -1, "idx": "16456"}'
b'{"is_cold": false, "events": 3, "idx": "16457"}'
b'{"is_cold": false, "events": -1, "idx": "16458"}'
b'{"is_cold": false, "events": -1, "idx": "16459"}'
b'{"is_cold": false, "events": 6, "idx": "16460"}'
b'{"is_cold": false, "events": -1, "idx": "16461"}'
b'{"is_cold": false, "events": -1, "idx": "16462"}'
b'{"is_cold": false, "events": -1, "idx": "16463"}'
b'{"is_cold": false, "events": -1, "idx": "16464"}'
b'{"is_cold": false, "events": -1, "idx": "16465"}'
b'{"is_cold": false, "events": 1, "idx": "16466"}'
