Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "25250"}'
b'{"is_cold": false, "events": 5, "idx": "25251"}'
b'{"is_cold": false, "events": -1, "idx": "25252"}'
b'{"is_cold": false, "events": -1, "idx": "25253"}'
b'{"is_cold": false, "events": -1, "idx": "25254"}'
b'{"is_cold": false, "events": -1, "idx": "25255"}'
b'{"is_cold": false, "events": 3, "idx": "25256"}'
b'{"is_cold": false, "events": -1, "idx": "25257"}'
b'{"is_cold": false, "events": -1, "idx": "25258"}'
b'{"is_cold": false, "events": 10, "idx": "25259"}'
b'{"is_cold": false, "events": -1, "idx": "25260"}'
b'{"is_cold": false, "events": -1, "idx": "25261"}'
b'{"is_cold": false, "events": -1, "idx": "25262"}'
b'{"is_cold": false, "events": -1, "idx": "25263"}'
b'{"is_cold": false, "events": -1, "idx": "25264"}'
b'{"is_cold": false, "events": -1, "idx": "25265"}'
b'{"is_cold": false, "events": -1, "idx": "25266"}'
b'{"is_cold": false, "events": -1, "idx": "25267"}'
b'{"is_cold": false, "events": -1, "idx": "25268"}'
b'{"is_cold": false, "events": 10, "idx": "25269"}'
b'{"is_cold": false, "events": -1, "idx": "25270"}'
b'{"is_cold": false, "events": -1, "idx": "25271"}'
b'{"is_cold": false, "events": -1, "idx": "25272"}'
b'{"is_cold": false, "events": -1, "idx": "25273"}'
b'{"is_cold": false, "events": -1, "idx": "25274"}'
b'{"is_cold": false, "events": -1, "idx": "25275"}'
b'{"is_cold": false, "events": -1, "idx": "25276"}'
b'{"is_cold": false, "events": -1, "idx": "25277"}'
b'{"is_cold": false, "events": -1, "idx": "25278"}'
b'{"is_cold": false, "events": 10, "idx": "25279"}'
b'{"is_cold": false, "events": -1, "idx": "25280"}'
b'{"is_cold": false, "events": -1, "idx": "25281"}'
b'{"is_cold": false, "events": -1, "idx": "25282"}'
b'{"is_cold": false, "events": -1, "idx": "25283"}'
b'{"is_cold": false, "events": -1, "idx": "25284"}'
b'{"is_cold": false, "events": -1, "idx": "25285"}'
b'{"is_cold": false, "events": -1, "idx": "25286"}'
b'{"is_cold": false, "events": -1, "idx": "25287"}'
b'{"is_cold": false, "events": -1, "idx": "25288"}'
b'{"is_cold": false, "events": 10, "idx": "25289"}'
b'{"is_cold": false, "events": -1, "idx": "25290"}'
b'{"is_cold": false, "events": -1, "idx": "25291"}'
b'{"is_cold": false, "events": -1, "idx": "25292"}'
b'{"is_cold": false, "events": -1, "idx": "25293"}'
