Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "8400"}'
b'{"is_cold": false, "events": 3, "idx": "8401"}'
b'{"is_cold": false, "events": -1, "idx": "8402"}'
b'{"is_cold": false, "events": -1, "idx": "8403"}'
b'{"is_cold": false, "events": 3, "idx": "8404"}'
b'{"is_cold": false, "events": -1, "idx": "8405"}'
b'{"is_cold": false, "events": -1, "idx": "8406"}'
b'{"is_cold": false, "events": 3, "idx": "8407"}'
b'{"is_cold": false, "events": -1, "idx": "8408"}'
b'{"is_cold": false, "events": -1, "idx": "8409"}'
b'{"is_cold": false, "events": 3, "idx": "8410"}'
b'{"is_cold": false, "events": -1, "idx": "8411"}'
b'{"is_cold": false, "events": -1, "idx": "8412"}'
b'{"is_cold": false, "events": 3, "idx": "8413"}'
b'{"is_cold": false, "events": -1, "idx": "8414"}'
b'{"is_cold": false, "events": -1, "idx": "8415"}'
b'{"is_cold": false, "events": 3, "idx": "8416"}'
b'{"is_cold": false, "events": -1, "idx": "8417"}'
b'{"is_cold": false, "events": -1, "idx": "8418"}'
b'{"is_cold": false, "events": 4, "idx": "8419"}'
b'{"is_cold": false, "events": -1, "idx": "8420"}'
b'{"is_cold": false, "events": -1, "idx": "8421"}'
b'{"is_cold": false, "events": -1, "idx": "8422"}'
b'{"is_cold": false, "events": 3, "idx": "8423"}'
b'{"is_cold": false, "events": -1, "idx": "8425"}'
b'{"is_cold": false, "events": -1, "idx": "8424"}'
b'{"is_cold": false, "events": 3, "idx": "8426"}'
b'{"is_cold": false, "events": -1, "idx": "8427"}'
b'{"is_cold": false, "events": -1, "idx": "8428"}'
b'{"is_cold": false, "events": 5, "idx": "8429"}'
b'{"is_cold": false, "events": -1, "idx": "8430"}'
b'{"is_cold": false, "events": -1, "idx": "8431"}'
b'{"is_cold": false, "events": -1, "idx": "8432"}'
b'{"is_cold": false, "events": -1, "idx": "8433"}'
b'{"is_cold": false, "events": 3, "idx": "8434"}'
b'{"is_cold": false, "events": -1, "idx": "8435"}'
b'{"is_cold": false, "events": -1, "idx": "8436"}'
b'{"is_cold": false, "events": 3, "idx": "8437"}'
b'{"is_cold": false, "events": -1, "idx": "8438"}'
b'{"is_cold": false, "events": -1, "idx": "8439"}'
b'{"is_cold": false, "events": 3, "idx": "8440"}'
b'{"is_cold": false, "events": -1, "idx": "8441"}'
b'{"is_cold": false, "events": -1, "idx": "8442"}'
b'{"is_cold": false, "events": 3, "idx": "8443"}'
b'{"is_cold": false, "events": -1, "idx": "8444"}'
b'{"is_cold": false, "events": -1, "idx": "8445"}'
b'{"is_cold": false, "events": 3, "idx": "8446"}'
b'{"is_cold": false, "events": -1, "idx": "8447"}'
b'{"is_cold": false, "events": -1, "idx": "8448"}'
b'{"is_cold": false, "events": 4, "idx": "8449"}'
b'{"is_cold": false, "events": -1, "idx": "8450"}'
b'{"is_cold": false, "events": -1, "idx": "8451"}'
b'{"is_cold": false, "events": -1, "idx": "8452"}'
b'{"is_cold": false, "events": 7, "idx": "8453"}'
b'{"is_cold": false, "events": -1, "idx": "8454"}'
b'{"is_cold": false, "events": -1, "idx": "8455"}'
b'{"is_cold": false, "events": -1, "idx": "8456"}'
b'{"is_cold": false, "events": -1, "idx": "8457"}'
b'{"is_cold": false, "events": -1, "idx": "8458"}'
b'{"is_cold": false, "events": -1, "idx": "8459"}'
b'{"is_cold": false, "events": 4, "idx": "8460"}'
b'{"is_cold": false, "events": -1, "idx": "8461"}'
b'{"is_cold": false, "events": -1, "idx": "8462"}'
b'{"is_cold": false, "events": -1, "idx": "8463"}'
b'{"is_cold": false, "events": 3, "idx": "8464"}'
b'{"is_cold": false, "events": -1, "idx": "8465"}'
b'{"is_cold": false, "events": -1, "idx": "8466"}'
b'{"is_cold": false, "events": 3, "idx": "8467"}'
b'{"is_cold": false, "events": -1, "idx": "8468"}'
b'{"is_cold": false, "events": -1, "idx": "8469"}'
b'{"is_cold": false, "events": 3, "idx": "8470"}'
b'{"is_cold": false, "events": -1, "idx": "8471"}'
b'{"is_cold": false, "events": -1, "idx": "8472"}'
b'{"is_cold": false, "events": 3, "idx": "8473"}'
b'{"is_cold": false, "events": -1, "idx": "8474"}'
b'{"is_cold": false, "events": -1, "idx": "8475"}'
b'{"is_cold": false, "events": 2, "idx": "8476"}'
b'{"is_cold": false, "events": -1, "idx": "8477"}'
b'{"is_cold": false, "events": 1, "idx": "8478"}'
b'{"is_cold": false, "events": 1, "idx": "8479"}'
b'{"is_cold": false, "events": 2, "idx": "8480"}'
b'{"is_cold": false, "events": -1, "idx": "8481"}'
b'{"is_cold": false, "events": 3, "idx": "8482"}'
b'{"is_cold": false, "events": -1, "idx": "8483"}'
b'{"is_cold": false, "events": -1, "idx": "8484"}'
b'{"is_cold": false, "events": 3, "idx": "8485"}'
b'{"is_cold": false, "events": -1, "idx": "8486"}'
b'{"is_cold": false, "events": -1, "idx": "8487"}'
b'{"is_cold": false, "events": 3, "idx": "8488"}'
b'{"is_cold": false, "events": -1, "idx": "8489"}'
