Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "5850"}'
b'{"is_cold": false, "events": 2, "idx": "5851"}'
b'{"is_cold": false, "events": -1, "idx": "5852"}'
b'{"is_cold": false, "events": 4, "idx": "5853"}'
b'{"is_cold": false, "events": -1, "idx": "5854"}'
b'{"is_cold": false, "events": -1, "idx": "5855"}'
b'{"is_cold": false, "events": -1, "idx": "5856"}'
b'{"is_cold": false, "events": 3, "idx": "5857"}'
b'{"is_cold": false, "events": -1, "idx": "5858"}'
b'{"is_cold": false, "events": -1, "idx": "5859"}'
b'{"is_cold": false, "events": 3, "idx": "5860"}'
b'{"is_cold": false, "events": -1, "idx": "5861"}'
b'{"is_cold": false, "events": -1, "idx": "5862"}'
b'{"is_cold": false, "events": 10, "idx": "5863"}'
b'{"is_cold": false, "events": -1, "idx": "5864"}'
b'{"is_cold": false, "events": -1, "idx": "5865"}'
b'{"is_cold": false, "events": -1, "idx": "5866"}'
b'{"is_cold": false, "events": -1, "idx": "5867"}'
b'{"is_cold": false, "events": -1, "idx": "5868"}'
b'{"is_cold": false, "events": -1, "idx": "5869"}'
b'{"is_cold": false, "events": -1, "idx": "5870"}'
b'{"is_cold": false, "events": -1, "idx": "5871"}'
b'{"is_cold": false, "events": -1, "idx": "5872"}'
b'{"is_cold": false, "events": 9, "idx": "5873"}'
b'{"is_cold": false, "events": -1, "idx": "5874"}'
b'{"is_cold": false, "events": -1, "idx": "5875"}'
b'{"is_cold": false, "events": -1, "idx": "5876"}'
b'{"is_cold": false, "events": -1, "idx": "5877"}'
b'{"is_cold": false, "events": -1, "idx": "5878"}'
b'{"is_cold": false, "events": -1, "idx": "5879"}'
b'{"is_cold": false, "events": -1, "idx": "5880"}'
b'{"is_cold": false, "events": -1, "idx": "5881"}'
b'{"is_cold": false, "events": 6, "idx": "5882"}'
b'{"is_cold": false, "events": -1, "idx": "5883"}'
b'{"is_cold": false, "events": -1, "idx": "5884"}'
b'{"is_cold": false, "events": -1, "idx": "5885"}'
b'{"is_cold": false, "events": -1, "idx": "5886"}'
b'{"is_cold": false, "events": -1, "idx": "5887"}'
b'{"is_cold": false, "events": 4, "idx": "5888"}'
b'{"is_cold": false, "events": -1, "idx": "5889"}'
b'{"is_cold": false, "events": -1, "idx": "5890"}'
b'{"is_cold": false, "events": -1, "idx": "5891"}'
b'{"is_cold": false, "events": 3, "idx": "5892"}'
b'{"is_cold": false, "events": -1, "idx": "5893"}'
b'{"is_cold": false, "events": -1, "idx": "5894"}'
b'{"is_cold": false, "events": 3, "idx": "5895"}'
b'{"is_cold": false, "events": -1, "idx": "5896"}'
b'{"is_cold": false, "events": -1, "idx": "5897"}'
b'{"is_cold": false, "events": 3, "idx": "5898"}'
b'{"is_cold": false, "events": -1, "idx": "5899"}'
b'{"is_cold": false, "events": -1, "idx": "5900"}'
b'{"is_cold": false, "events": 3, "idx": "5901"}'
b'{"is_cold": false, "events": -1, "idx": "5902"}'
b'{"is_cold": false, "events": -1, "idx": "5903"}'
b'{"is_cold": false, "events": 3, "idx": "5904"}'
b'{"is_cold": false, "events": -1, "idx": "5905"}'
b'{"is_cold": false, "events": -1, "idx": "5906"}'
b'{"is_cold": false, "events": 2, "idx": "5907"}'
b'{"is_cold": false, "events": -1, "idx": "5908"}'
b'{"is_cold": false, "events": 3, "idx": "5909"}'
b'{"is_cold": false, "events": -1, "idx": "5910"}'
b'{"is_cold": false, "events": -1, "idx": "5911"}'
b'{"is_cold": false, "events": 4, "idx": "5912"}'
b'{"is_cold": false, "events": -1, "idx": "5913"}'
b'{"is_cold": false, "events": -1, "idx": "5914"}'
b'{"is_cold": false, "events": -1, "idx": "5915"}'
b'{"is_cold": false, "events": 4, "idx": "5916"}'
b'{"is_cold": false, "events": -1, "idx": "5917"}'
b'{"is_cold": false, "events": -1, "idx": "5918"}'
b'{"is_cold": false, "events": -1, "idx": "5919"}'
b'{"is_cold": false, "events": 4, "idx": "5920"}'
b'{"is_cold": false, "events": -1, "idx": "5921"}'
b'{"is_cold": false, "events": -1, "idx": "5922"}'
b'{"is_cold": false, "events": -1, "idx": "5923"}'
b'{"is_cold": false, "events": 2, "idx": "5924"}'
b'{"is_cold": false, "events": -1, "idx": "5925"}'
