Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "13850"}'
b'{"is_cold": false, "events": 2, "idx": "13851"}'
b'{"is_cold": false, "events": -1, "idx": "13852"}'
b'{"is_cold": false, "events": 7, "idx": "13853"}'
b'{"is_cold": false, "events": -1, "idx": "13854"}'
b'{"is_cold": false, "events": -1, "idx": "13855"}'
b'{"is_cold": false, "events": -1, "idx": "13856"}'
b'{"is_cold": false, "events": -1, "idx": "13857"}'
b'{"is_cold": false, "events": -1, "idx": "13858"}'
b'{"is_cold": false, "events": -1, "idx": "13859"}'
b'{"is_cold": false, "events": 3, "idx": "13860"}'
b'{"is_cold": false, "events": -1, "idx": "13861"}'
b'{"is_cold": false, "events": -1, "idx": "13862"}'
b'{"is_cold": false, "events": 4, "idx": "13863"}'
b'{"is_cold": false, "events": -1, "idx": "13864"}'
b'{"is_cold": false, "events": -1, "idx": "13865"}'
b'{"is_cold": false, "events": -1, "idx": "13866"}'
b'{"is_cold": false, "events": 3, "idx": "13867"}'
b'{"is_cold": false, "events": -1, "idx": "13868"}'
b'{"is_cold": false, "events": -1, "idx": "13869"}'
b'{"is_cold": false, "events": 2, "idx": "13870"}'
b'{"is_cold": false, "events": -1, "idx": "13871"}'
b'{"is_cold": false, "events": 3, "idx": "13872"}'
b'{"is_cold": false, "events": -1, "idx": "13873"}'
b'{"is_cold": false, "events": -1, "idx": "13874"}'
b'{"is_cold": false, "events": 4, "idx": "13875"}'
b'{"is_cold": false, "events": -1, "idx": "13876"}'
b'{"is_cold": false, "events": -1, "idx": "13877"}'
b'{"is_cold": false, "events": -1, "idx": "13878"}'
b'{"is_cold": false, "events": 5, "idx": "13879"}'
b'{"is_cold": false, "events": -1, "idx": "13880"}'
b'{"is_cold": false, "events": -1, "idx": "13881"}'
b'{"is_cold": false, "events": -1, "idx": "13882"}'
b'{"is_cold": false, "events": -1, "idx": "13883"}'
b'{"is_cold": false, "events": 3, "idx": "13884"}'
b'{"is_cold": false, "events": -1, "idx": "13885"}'
b'{"is_cold": false, "events": -1, "idx": "13886"}'
b'{"is_cold": false, "events": 3, "idx": "13887"}'
b'{"is_cold": false, "events": -1, "idx": "13888"}'
b'{"is_cold": false, "events": -1, "idx": "13889"}'
b'{"is_cold": false, "events": 3, "idx": "13890"}'
b'{"is_cold": false, "events": -1, "idx": "13891"}'
b'{"is_cold": false, "events": -1, "idx": "13892"}'
b'{"is_cold": false, "events": 2, "idx": "13893"}'
b'{"is_cold": false, "events": -1, "idx": "13894"}'
b'{"is_cold": false, "events": 3, "idx": "13895"}'
b'{"is_cold": false, "events": -1, "idx": "13896"}'
b'{"is_cold": false, "events": -1, "idx": "13897"}'
b'{"is_cold": false, "events": 3, "idx": "13898"}'
b'{"is_cold": false, "events": -1, "idx": "13899"}'
b'{"is_cold": false, "events": -1, "idx": "13900"}'
b'{"is_cold": false, "events": 5, "idx": "13901"}'
b'{"is_cold": false, "events": -1, "idx": "13902"}'
b'{"is_cold": false, "events": -1, "idx": "13903"}'
b'{"is_cold": false, "events": -1, "idx": "13904"}'
b'{"is_cold": false, "events": -1, "idx": "13905"}'
b'{"is_cold": false, "events": 3, "idx": "13906"}'
b'{"is_cold": false, "events": -1, "idx": "13907"}'
b'{"is_cold": false, "events": -1, "idx": "13908"}'
b'{"is_cold": false, "events": 3, "idx": "13909"}'
b'{"is_cold": false, "events": -1, "idx": "13910"}'
b'{"is_cold": false, "events": -1, "idx": "13911"}'
b'{"is_cold": false, "events": 6, "idx": "13912"}'
b'{"is_cold": false, "events": -1, "idx": "13913"}'
b'{"is_cold": false, "events": -1, "idx": "13914"}'
b'{"is_cold": false, "events": -1, "idx": "13915"}'
b'{"is_cold": false, "events": -1, "idx": "13916"}'
b'{"is_cold": false, "events": -1, "idx": "13917"}'
b'{"is_cold": false, "events": 4, "idx": "13918"}'
b'{"is_cold": false, "events": -1, "idx": "13919"}'
b'{"is_cold": false, "events": -1, "idx": "13920"}'
b'{"is_cold": false, "events": -1, "idx": "13921"}'
b'{"is_cold": false, "events": 6, "idx": "13922"}'
b'{"is_cold": false, "events": -1, "idx": "13923"}'
b'{"is_cold": false, "events": -1, "idx": "13924"}'
b'{"is_cold": false, "events": -1, "idx": "13925"}'
b'{"is_cold": false, "events": -1, "idx": "13926"}'
b'{"is_cold": false, "events": -1, "idx": "13927"}'
b'{"is_cold": false, "events": 4, "idx": "13928"}'
b'{"is_cold": false, "events": -1, "idx": "13929"}'
b'{"is_cold": false, "events": -1, "idx": "13930"}'
