Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "32150"}'
b'{"is_cold": false, "events": 2, "idx": "32151"}'
b'{"is_cold": false, "events": -1, "idx": "32152"}'
b'{"is_cold": false, "events": 2, "idx": "32153"}'
b'{"is_cold": false, "events": -1, "idx": "32154"}'
b'{"is_cold": false, "events": 5, "idx": "32155"}'
b'{"is_cold": false, "events": -1, "idx": "32156"}'
b'{"is_cold": false, "events": -1, "idx": "32157"}'
b'{"is_cold": false, "events": -1, "idx": "32158"}'
b'{"is_cold": false, "events": -1, "idx": "32159"}'
b'{"is_cold": false, "events": 4, "idx": "32160"}'
b'{"is_cold": false, "events": -1, "idx": "32161"}'
b'{"is_cold": false, "events": -1, "idx": "32162"}'
b'{"is_cold": false, "events": -1, "idx": "32163"}'
b'{"is_cold": false, "events": 2, "idx": "32164"}'
b'{"is_cold": false, "events": -1, "idx": "32165"}'
b'{"is_cold": false, "events": 4, "idx": "32166"}'
b'{"is_cold": false, "events": -1, "idx": "32167"}'
b'{"is_cold": false, "events": -1, "idx": "32168"}'
b'{"is_cold": false, "events": -1, "idx": "32169"}'
b'{"is_cold": false, "events": 3, "idx": "32170"}'
b'{"is_cold": false, "events": -1, "idx": "32171"}'
b'{"is_cold": false, "events": -1, "idx": "32172"}'
b'{"is_cold": false, "events": 4, "idx": "32173"}'
b'{"is_cold": false, "events": -1, "idx": "32174"}'
b'{"is_cold": false, "events": -1, "idx": "32175"}'
b'{"is_cold": false, "events": -1, "idx": "32176"}'
b'{"is_cold": false, "events": 4, "idx": "32177"}'
b'{"is_cold": false, "events": -1, "idx": "32178"}'
b'{"is_cold": false, "events": -1, "idx": "32179"}'
b'{"is_cold": false, "events": -1, "idx": "32180"}'
b'{"is_cold": false, "events": 4, "idx": "32181"}'
b'{"is_cold": false, "events": -1, "idx": "32182"}'
b'{"is_cold": false, "events": -1, "idx": "32183"}'
b'{"is_cold": false, "events": -1, "idx": "32184"}'
b'{"is_cold": false, "events": 3, "idx": "32185"}'
b'{"is_cold": false, "events": -1, "idx": "32186"}'
b'{"is_cold": false, "events": -1, "idx": "32187"}'
b'{"is_cold": false, "events": 3, "idx": "32188"}'
b'{"is_cold": false, "events": -1, "idx": "32189"}'
b'{"is_cold": false, "events": -1, "idx": "32190"}'
b'{"is_cold": false, "events": 3, "idx": "32191"}'
b'{"is_cold": false, "events": -1, "idx": "32192"}'
b'{"is_cold": false, "events": -1, "idx": "32193"}'
b'{"is_cold": false, "events": 2, "idx": "32194"}'
b'{"is_cold": false, "events": -1, "idx": "32195"}'
b'{"is_cold": false, "events": 3, "idx": "32196"}'
b'{"is_cold": false, "events": -1, "idx": "32197"}'
b'{"is_cold": false, "events": -1, "idx": "32198"}'
b'{"is_cold": false, "events": 4, "idx": "32199"}'
