Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "1250"}'
b'{"is_cold": false, "events": 3, "idx": "1251"}'
b'{"is_cold": false, "events": -1, "idx": "1252"}'
b'{"is_cold": false, "events": -1, "idx": "1253"}'
b'{"is_cold": false, "events": 2, "idx": "1254"}'
b'{"is_cold": false, "events": -1, "idx": "1255"}'
b'{"is_cold": false, "events": 1, "idx": "1256"}'
b'{"is_cold": false, "events": 2, "idx": "1257"}'
b'{"is_cold": false, "events": -1, "idx": "1258"}'
b'{"is_cold": false, "events": 2, "idx": "1259"}'
b'{"is_cold": false, "events": -1, "idx": "1260"}'
b'{"is_cold": false, "events": 1, "idx": "1261"}'
b'{"is_cold": false, "events": 4, "idx": "1262"}'
b'{"is_cold": false, "events": -1, "idx": "1263"}'
b'{"is_cold": false, "events": -1, "idx": "1264"}'
b'{"is_cold": false, "events": -1, "idx": "1265"}'
b'{"is_cold": false, "events": 2, "idx": "1266"}'
b'{"is_cold": false, "events": -1, "idx": "1267"}'
b'{"is_cold": false, "events": 1, "idx": "1268"}'
b'{"is_cold": false, "events": 2, "idx": "1269"}'
b'{"is_cold": false, "events": -1, "idx": "1270"}'
b'{"is_cold": false, "events": 1, "idx": "1271"}'
b'{"is_cold": false, "events": 2, "idx": "1272"}'
b'{"is_cold": false, "events": -1, "idx": "1273"}'
b'{"is_cold": false, "events": 1, "idx": "1274"}'
b'{"is_cold": false, "events": 1, "idx": "1275"}'
b'{"is_cold": false, "events": 2, "idx": "1276"}'
b'{"is_cold": false, "events": -1, "idx": "1277"}'
b'{"is_cold": false, "events": 1, "idx": "1278"}'
b'{"is_cold": false, "events": 1, "idx": "1279"}'
b'{"is_cold": false, "events": 2, "idx": "1280"}'
b'{"is_cold": false, "events": -1, "idx": "1281"}'
b'{"is_cold": false, "events": 1, "idx": "1282"}'
b'{"is_cold": false, "events": 1, "idx": "1283"}'
b'{"is_cold": false, "events": 2, "idx": "1284"}'
b'{"is_cold": false, "events": -1, "idx": "1285"}'
b'{"is_cold": false, "events": 1, "idx": "1286"}'
b'{"is_cold": false, "events": 1, "idx": "1287"}'
b'{"is_cold": false, "events": 2, "idx": "1288"}'
b'{"is_cold": false, "events": -1, "idx": "1289"}'
b'{"is_cold": false, "events": 2, "idx": "1290"}'
b'{"is_cold": false, "events": -1, "idx": "1291"}'
b'{"is_cold": false, "events": 4, "idx": "1292"}'
b'{"is_cold": false, "events": -1, "idx": "1293"}'
b'{"is_cold": false, "events": -1, "idx": "1294"}'
b'{"is_cold": false, "events": -1, "idx": "1295"}'
b'{"is_cold": false, "events": 1, "idx": "1296"}'
b'{"is_cold": false, "events": 2, "idx": "1297"}'
b'{"is_cold": false, "events": -1, "idx": "1298"}'
b'{"is_cold": false, "events": 1, "idx": "1299"}'
b'{"is_cold": false, "events": 2, "idx": "1300"}'
b'{"is_cold": false, "events": -1, "idx": "1301"}'
b'{"is_cold": false, "events": 1, "idx": "1302"}'
b'{"is_cold": false, "events": 1, "idx": "1303"}'
b'{"is_cold": false, "events": 1, "idx": "1304"}'
b'{"is_cold": false, "events": 2, "idx": "1305"}'
b'{"is_cold": false, "events": -1, "idx": "1306"}'
b'{"is_cold": false, "events": 1, "idx": "1307"}'
b'{"is_cold": false, "events": 2, "idx": "1308"}'
b'{"is_cold": false, "events": -1, "idx": "1309"}'
b'{"is_cold": false, "events": 1, "idx": "1310"}'
b'{"is_cold": false, "events": 2, "idx": "1311"}'
b'{"is_cold": false, "events": -1, "idx": "1312"}'
b'{"is_cold": false, "events": 1, "idx": "1313"}'
b'{"is_cold": false, "events": 1, "idx": "1314"}'
b'{"is_cold": false, "events": 2, "idx": "1315"}'
b'{"is_cold": false, "events": -1, "idx": "1316"}'
b'{"is_cold": false, "events": 1, "idx": "1317"}'
b'{"is_cold": false, "events": 2, "idx": "1318"}'
b'{"is_cold": false, "events": -1, "idx": "1319"}'
b'{"is_cold": false, "events": 2, "idx": "1320"}'
b'{"is_cold": false, "events": -1, "idx": "1321"}'
b'{"is_cold": false, "events": 2, "idx": "1322"}'
b'{"is_cold": false, "events": -1, "idx": "1323"}'
b'{"is_cold": false, "events": 1, "idx": "1324"}'
b'{"is_cold": false, "events": 2, "idx": "1325"}'
b'{"is_cold": false, "events": -1, "idx": "1326"}'
b'{"is_cold": false, "events": 1, "idx": "1327"}'
b'{"is_cold": false, "events": 1, "idx": "1328"}'
b'{"is_cold": false, "events": 1, "idx": "1329"}'
b'{"is_cold": false, "events": 2, "idx": "1330"}'
b'{"is_cold": false, "events": -1, "idx": "1331"}'
b'{"is_cold": false, "events": 1, "idx": "1332"}'
b'{"is_cold": false, "events": 2, "idx": "1333"}'
b'{"is_cold": false, "events": -1, "idx": "1334"}'
b'{"is_cold": false, "events": 1, "idx": "1335"}'
b'{"is_cold": false, "events": 1, "idx": "1336"}'
b'{"is_cold": false, "events": 2, "idx": "1337"}'
b'{"is_cold": false, "events": -1, "idx": "1338"}'
b'{"is_cold": false, "events": 1, "idx": "1339"}'
b'{"is_cold": false, "events": 2, "idx": "1340"}'
b'{"is_cold": false, "events": -1, "idx": "1341"}'
b'{"is_cold": false, "events": 1, "idx": "1342"}'
b'{"is_cold": false, "events": 1, "idx": "1343"}'
b'{"is_cold": false, "events": 2, "idx": "1344"}'
b'{"is_cold": false, "events": -1, "idx": "1345"}'
b'{"is_cold": false, "events": 1, "idx": "1346"}'
b'{"is_cold": false, "events": 1, "idx": "1347"}'
b'{"is_cold": false, "events": 2, "idx": "1348"}'
b'{"is_cold": false, "events": -1, "idx": "1349"}'
b'{"is_cold": false, "events": 1, "idx": "1350"}'
b'{"is_cold": false, "events": 3, "idx": "1351"}'
b'{"is_cold": false, "events": -1, "idx": "1352"}'
b'{"is_cold": false, "events": -1, "idx": "1353"}'
b'{"is_cold": false, "events": 2, "idx": "1354"}'
b'{"is_cold": false, "events": -1, "idx": "1355"}'
b'{"is_cold": false, "events": 1, "idx": "1356"}'
b'{"is_cold": false, "events": 2, "idx": "1357"}'
b'{"is_cold": false, "events": -1, "idx": "1358"}'
b'{"is_cold": false, "events": 3, "idx": "1359"}'
b'{"is_cold": false, "events": -1, "idx": "1360"}'
b'{"is_cold": false, "events": -1, "idx": "1361"}'
b'{"is_cold": false, "events": 3, "idx": "1362"}'
b'{"is_cold": false, "events": -1, "idx": "1363"}'
b'{"is_cold": false, "events": -1, "idx": "1364"}'
b'{"is_cold": false, "events": 2, "idx": "1365"}'
b'{"is_cold": false, "events": -1, "idx": "1366"}'
b'{"is_cold": false, "events": 1, "idx": "1367"}'
b'{"is_cold": false, "events": 3, "idx": "1368"}'
b'{"is_cold": false, "events": -1, "idx": "1369"}'
b'{"is_cold": false, "events": -1, "idx": "1370"}'
b'{"is_cold": false, "events": 1, "idx": "1371"}'
b'{"is_cold": false, "events": 2, "idx": "1372"}'
b'{"is_cold": false, "events": -1, "idx": "1373"}'
b'{"is_cold": false, "events": 2, "idx": "1374"}'
b'{"is_cold": false, "events": -1, "idx": "1375"}'
b'{"is_cold": false, "events": 1, "idx": "1376"}'
b'{"is_cold": false, "events": 1, "idx": "1377"}'
b'{"is_cold": false, "events": 2, "idx": "1378"}'
b'{"is_cold": false, "events": -1, "idx": "1379"}'
b'{"is_cold": false, "events": 1, "idx": "1380"}'
b'{"is_cold": false, "events": 2, "idx": "1381"}'
b'{"is_cold": false, "events": -1, "idx": "1382"}'
b'{"is_cold": false, "events": 1, "idx": "1383"}'
b'{"is_cold": false, "events": 2, "idx": "1384"}'
b'{"is_cold": false, "events": -1, "idx": "1385"}'
b'{"is_cold": false, "events": 3, "idx": "1386"}'
b'{"is_cold": false, "events": -1, "idx": "1387"}'
b'{"is_cold": false, "events": -1, "idx": "1388"}'
b'{"is_cold": false, "events": 1, "idx": "1389"}'
b'{"is_cold": false, "events": 1, "idx": "1390"}'
b'{"is_cold": false, "events": 2, "idx": "1391"}'
b'{"is_cold": false, "events": -1, "idx": "1392"}'
b'{"is_cold": false, "events": 2, "idx": "1393"}'
b'{"is_cold": false, "events": -1, "idx": "1394"}'
b'{"is_cold": false, "events": 2, "idx": "1395"}'
b'{"is_cold": false, "events": -1, "idx": "1396"}'
b'{"is_cold": false, "events": 2, "idx": "1397"}'
b'{"is_cold": false, "events": -1, "idx": "1398"}'
b'{"is_cold": false, "events": 2, "idx": "1399"}'
b'{"is_cold": false, "events": -1, "idx": "1400"}'
b'{"is_cold": false, "events": 1, "idx": "1401"}'
b'{"is_cold": false, "events": 2, "idx": "1402"}'
b'{"is_cold": false, "events": -1, "idx": "1403"}'
b'{"is_cold": false, "events": 1, "idx": "1404"}'
b'{"is_cold": false, "events": 2, "idx": "1405"}'
b'{"is_cold": false, "events": -1, "idx": "1406"}'
b'{"is_cold": false, "events": 1, "idx": "1407"}'
b'{"is_cold": false, "events": 1, "idx": "1408"}'
b'{"is_cold": false, "events": 1, "idx": "1409"}'
b'{"is_cold": false, "events": 2, "idx": "1410"}'
b'{"is_cold": false, "events": -1, "idx": "1411"}'
b'{"is_cold": false, "events": 3, "idx": "1412"}'
b'{"is_cold": false, "events": -1, "idx": "1413"}'
b'{"is_cold": false, "events": -1, "idx": "1414"}'
b'{"is_cold": false, "events": 1, "idx": "1415"}'
b'{"is_cold": false, "events": 1, "idx": "1416"}'
b'{"is_cold": false, "events": 2, "idx": "1417"}'
b'{"is_cold": false, "events": -1, "idx": "1418"}'
b'{"is_cold": false, "events": 1, "idx": "1419"}'
b'{"is_cold": false, "events": 1, "idx": "1420"}'
b'{"is_cold": false, "events": 1, "idx": "1421"}'
b'{"is_cold": false, "events": 2, "idx": "1422"}'
b'{"is_cold": false, "events": -1, "idx": "1423"}'
b'{"is_cold": false, "events": 1, "idx": "1424"}'
b'{"is_cold": false, "events": 3, "idx": "1425"}'
b'{"is_cold": false, "events": -1, "idx": "1426"}'
b'{"is_cold": false, "events": -1, "idx": "1427"}'
b'{"is_cold": false, "events": 1, "idx": "1428"}'
b'{"is_cold": false, "events": 1, "idx": "1429"}'
b'{"is_cold": false, "events": 2, "idx": "1430"}'
b'{"is_cold": false, "events": -1, "idx": "1431"}'
b'{"is_cold": false, "events": 5, "idx": "1432"}'
b'{"is_cold": false, "events": -1, "idx": "1433"}'
b'{"is_cold": false, "events": -1, "idx": "1434"}'
b'{"is_cold": false, "events": -1, "idx": "1435"}'
b'{"is_cold": false, "events": -1, "idx": "1436"}'
b'{"is_cold": false, "events": 2, "idx": "1437"}'
b'{"is_cold": false, "events": -1, "idx": "1438"}'
b'{"is_cold": false, "events": 1, "idx": "1439"}'
b'{"is_cold": false, "events": 2, "idx": "1440"}'
b'{"is_cold": false, "events": -1, "idx": "1441"}'
b'{"is_cold": false, "events": 1, "idx": "1442"}'
b'{"is_cold": false, "events": 1, "idx": "1443"}'
b'{"is_cold": false, "events": 2, "idx": "1444"}'
b'{"is_cold": false, "events": -1, "idx": "1445"}'
b'{"is_cold": false, "events": 1, "idx": "1446"}'
b'{"is_cold": false, "events": 1, "idx": "1447"}'
b'{"is_cold": false, "events": 2, "idx": "1448"}'
b'{"is_cold": false, "events": -1, "idx": "1449"}'
b'{"is_cold": false, "events": 1, "idx": "1450"}'
b'{"is_cold": false, "events": 2, "idx": "1451"}'
b'{"is_cold": false, "events": -1, "idx": "1452"}'
b'{"is_cold": false, "events": 2, "idx": "1453"}'
b'{"is_cold": false, "events": -1, "idx": "1454"}'
b'{"is_cold": false, "events": 1, "idx": "1455"}'
b'{"is_cold": false, "events": 1, "idx": "1456"}'
b'{"is_cold": false, "events": 3, "idx": "1457"}'
b'{"is_cold": false, "events": -1, "idx": "1458"}'
b'{"is_cold": false, "events": -1, "idx": "1459"}'
b'{"is_cold": false, "events": 2, "idx": "1460"}'
b'{"is_cold": false, "events": -1, "idx": "1461"}'
b'{"is_cold": false, "events": 1, "idx": "1462"}'
b'{"is_cold": false, "events": 1, "idx": "1463"}'
b'{"is_cold": false, "events": 3, "idx": "1464"}'
b'{"is_cold": false, "events": -1, "idx": "1465"}'
b'{"is_cold": false, "events": -1, "idx": "1466"}'
b'{"is_cold": false, "events": 2, "idx": "1467"}'
b'{"is_cold": false, "events": -1, "idx": "1468"}'
b'{"is_cold": false, "events": 2, "idx": "1469"}'
b'{"is_cold": false, "events": -1, "idx": "1470"}'
b'{"is_cold": false, "events": 1, "idx": "1471"}'
b'{"is_cold": false, "events": 1, "idx": "1472"}'
b'{"is_cold": false, "events": 2, "idx": "1473"}'
b'{"is_cold": false, "events": -1, "idx": "1474"}'
b'{"is_cold": false, "events": 1, "idx": "1475"}'
b'{"is_cold": false, "events": 1, "idx": "1476"}'
b'{"is_cold": false, "events": 1, "idx": "1477"}'
b'{"is_cold": false, "events": 1, "idx": "1478"}'
b'{"is_cold": false, "events": 2, "idx": "1479"}'
b'{"is_cold": false, "events": -1, "idx": "1480"}'
b'{"is_cold": false, "events": 2, "idx": "1481"}'
b'{"is_cold": false, "events": -1, "idx": "1482"}'
b'{"is_cold": false, "events": 1, "idx": "1483"}'
b'{"is_cold": false, "events": 2, "idx": "1484"}'
b'{"is_cold": false, "events": -1, "idx": "1485"}'
b'{"is_cold": false, "events": 1, "idx": "1486"}'
b'{"is_cold": false, "events": 2, "idx": "1487"}'
b'{"is_cold": false, "events": -1, "idx": "1488"}'
b'{"is_cold": false, "events": 2, "idx": "1489"}'
b'{"is_cold": false, "events": -1, "idx": "1490"}'
b'{"is_cold": false, "events": 1, "idx": "1491"}'
b'{"is_cold": false, "events": 2, "idx": "1492"}'
b'{"is_cold": false, "events": -1, "idx": "1493"}'
b'{"is_cold": false, "events": 10, "idx": "1494"}'
b'{"is_cold": false, "events": -1, "idx": "1495"}'
b'{"is_cold": false, "events": -1, "idx": "1496"}'
b'{"is_cold": false, "events": -1, "idx": "1497"}'
b'{"is_cold": false, "events": -1, "idx": "1498"}'
b'{"is_cold": false, "events": -1, "idx": "1499"}'
b'{"is_cold": false, "events": -1, "idx": "1500"}'
b'{"is_cold": false, "events": -1, "idx": "1501"}'
b'{"is_cold": false, "events": -1, "idx": "1502"}'
b'{"is_cold": false, "events": -1, "idx": "1503"}'
b'{"is_cold": false, "events": 10, "idx": "1504"}'
b'{"is_cold": false, "events": -1, "idx": "1505"}'
b'{"is_cold": false, "events": -1, "idx": "1506"}'
b'{"is_cold": false, "events": -1, "idx": "1507"}'
b'{"is_cold": false, "events": -1, "idx": "1508"}'
b'{"is_cold": false, "events": -1, "idx": "1509"}'
b'{"is_cold": false, "events": -1, "idx": "1510"}'
b'{"is_cold": false, "events": -1, "idx": "1511"}'
b'{"is_cold": false, "events": -1, "idx": "1512"}'
b'{"is_cold": false, "events": -1, "idx": "1513"}'
b'{"is_cold": false, "events": 9, "idx": "1514"}'
b'{"is_cold": false, "events": -1, "idx": "1515"}'
b'{"is_cold": false, "events": -1, "idx": "1516"}'
b'{"is_cold": false, "events": -1, "idx": "1517"}'
b'{"is_cold": false, "events": -1, "idx": "1518"}'
b'{"is_cold": false, "events": -1, "idx": "1519"}'
b'{"is_cold": false, "events": -1, "idx": "1520"}'
b'{"is_cold": false, "events": -1, "idx": "1521"}'
b'{"is_cold": false, "events": -1, "idx": "1522"}'
b'{"is_cold": false, "events": 2, "idx": "1523"}'
b'{"is_cold": false, "events": -1, "idx": "1524"}'
b'{"is_cold": false, "events": 2, "idx": "1525"}'
b'{"is_cold": false, "events": -1, "idx": "1526"}'
b'{"is_cold": false, "events": 4, "idx": "1527"}'
b'{"is_cold": false, "events": -1, "idx": "1528"}'
b'{"is_cold": false, "events": -1, "idx": "1529"}'
b'{"is_cold": false, "events": -1, "idx": "1530"}'
b'{"is_cold": false, "events": 2, "idx": "1531"}'
b'{"is_cold": false, "events": -1, "idx": "1532"}'
b'{"is_cold": false, "events": 1, "idx": "1533"}'
b'{"is_cold": false, "events": 1, "idx": "1534"}'
b'{"is_cold": false, "events": 2, "idx": "1535"}'
b'{"is_cold": false, "events": -1, "idx": "1536"}'
b'{"is_cold": false, "events": 1, "idx": "1537"}'
b'{"is_cold": false, "events": 1, "idx": "1538"}'
b'{"is_cold": false, "events": 2, "idx": "1539"}'
b'{"is_cold": false, "events": -1, "idx": "1540"}'
b'{"is_cold": false, "events": 1, "idx": "1541"}'
b'{"is_cold": false, "events": 1, "idx": "1542"}'
b'{"is_cold": false, "events": -1, "idx": "1544"}'
b'{"is_cold": false, "events": 3, "idx": "1543"}'
b'{"is_cold": false, "events": -1, "idx": "1545"}'
b'{"is_cold": false, "events": 2, "idx": "1546"}'
b'{"is_cold": false, "events": -1, "idx": "1547"}'
b'{"is_cold": false, "events": 1, "idx": "1548"}'
b'{"is_cold": false, "events": 1, "idx": "1549"}'
b'{"is_cold": false, "events": 2, "idx": "1550"}'
b'{"is_cold": false, "events": -1, "idx": "1551"}'
b'{"is_cold": false, "events": 1, "idx": "1552"}'
b'{"is_cold": false, "events": 2, "idx": "1553"}'
b'{"is_cold": false, "events": -1, "idx": "1554"}'
b'{"is_cold": false, "events": 2, "idx": "1555"}'
b'{"is_cold": false, "events": -1, "idx": "1556"}'
b'{"is_cold": false, "events": 2, "idx": "1557"}'
b'{"is_cold": false, "events": -1, "idx": "1558"}'
b'{"is_cold": false, "events": 2, "idx": "1559"}'
b'{"is_cold": false, "events": -1, "idx": "1560"}'
b'{"is_cold": false, "events": 1, "idx": "1561"}'
