Addr: 3.235.155.167, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "10350"}'
b'{"is_cold": false, "events": 3, "idx": "10351"}'
b'{"is_cold": false, "events": -1, "idx": "10352"}'
b'{"is_cold": false, "events": -1, "idx": "10353"}'
b'{"is_cold": false, "events": 2, "idx": "10354"}'
b'{"is_cold": false, "events": -1, "idx": "10355"}'
b'{"is_cold": false, "events": 3, "idx": "10356"}'
b'{"is_cold": false, "events": -1, "idx": "10357"}'
b'{"is_cold": false, "events": -1, "idx": "10358"}'
b'{"is_cold": false, "events": 1, "idx": "10359"}'
b'{"is_cold": false, "events": 3, "idx": "10360"}'
b'{"is_cold": false, "events": -1, "idx": "10361"}'
b'{"is_cold": false, "events": -1, "idx": "10362"}'
b'{"is_cold": false, "events": 3, "idx": "10363"}'
b'{"is_cold": false, "events": -1, "idx": "10364"}'
b'{"is_cold": false, "events": -1, "idx": "10365"}'
b'{"is_cold": false, "events": 1, "idx": "10366"}'
b'{"is_cold": false, "events": 4, "idx": "10367"}'
b'{"is_cold": false, "events": -1, "idx": "10368"}'
b'{"is_cold": false, "events": -1, "idx": "10369"}'
b'{"is_cold": false, "events": -1, "idx": "10370"}'
b'{"is_cold": false, "events": 2, "idx": "10371"}'
b'{"is_cold": false, "events": -1, "idx": "10372"}'
b'{"is_cold": false, "events": 6, "idx": "10373"}'
b'{"is_cold": false, "events": -1, "idx": "10374"}'
b'{"is_cold": false, "events": -1, "idx": "10375"}'
b'{"is_cold": false, "events": -1, "idx": "10376"}'
b'{"is_cold": false, "events": -1, "idx": "10377"}'
b'{"is_cold": false, "events": -1, "idx": "10378"}'
b'{"is_cold": false, "events": 3, "idx": "10379"}'
b'{"is_cold": false, "events": -1, "idx": "10380"}'
b'{"is_cold": false, "events": -1, "idx": "10381"}'
b'{"is_cold": false, "events": 3, "idx": "10382"}'
b'{"is_cold": false, "events": -1, "idx": "10384"}'
b'{"is_cold": false, "events": -1, "idx": "10383"}'
b'{"is_cold": false, "events": 1, "idx": "10385"}'
b'{"is_cold": false, "events": 3, "idx": "10386"}'
b'{"is_cold": false, "events": -1, "idx": "10387"}'
b'{"is_cold": false, "events": -1, "idx": "10388"}'
b'{"is_cold": false, "events": 2, "idx": "10389"}'
b'{"is_cold": false, "events": -1, "idx": "10390"}'
b'{"is_cold": false, "events": 3, "idx": "10391"}'
b'{"is_cold": false, "events": -1, "idx": "10392"}'
b'{"is_cold": false, "events": -1, "idx": "10393"}'
b'{"is_cold": false, "events": 3, "idx": "10394"}'
b'{"is_cold": false, "events": -1, "idx": "10395"}'
b'{"is_cold": false, "events": -1, "idx": "10396"}'
b'{"is_cold": false, "events": 3, "idx": "10397"}'
b'{"is_cold": false, "events": -1, "idx": "10398"}'
b'{"is_cold": false, "events": -1, "idx": "10399"}'
b'{"is_cold": false, "events": 3, "idx": "10400"}'
b'{"is_cold": false, "events": -1, "idx": "10401"}'
b'{"is_cold": false, "events": -1, "idx": "10402"}'
b'{"is_cold": false, "events": 8, "idx": "10403"}'
b'{"is_cold": false, "events": -1, "idx": "10404"}'
b'{"is_cold": false, "events": -1, "idx": "10405"}'
b'{"is_cold": false, "events": -1, "idx": "10406"}'
b'{"is_cold": false, "events": -1, "idx": "10407"}'
b'{"is_cold": false, "events": -1, "idx": "10408"}'
b'{"is_cold": false, "events": -1, "idx": "10409"}'
b'{"is_cold": false, "events": -1, "idx": "10410"}'
b'{"is_cold": false, "events": 2, "idx": "10411"}'
b'{"is_cold": false, "events": -1, "idx": "10412"}'
b'{"is_cold": false, "events": 1, "idx": "10413"}'
b'{"is_cold": false, "events": 3, "idx": "10414"}'
b'{"is_cold": false, "events": -1, "idx": "10415"}'
b'{"is_cold": false, "events": -1, "idx": "10416"}'
b'{"is_cold": false, "events": 4, "idx": "10417"}'
b'{"is_cold": false, "events": -1, "idx": "10418"}'
b'{"is_cold": false, "events": -1, "idx": "10419"}'
b'{"is_cold": false, "events": -1, "idx": "10420"}'
b'{"is_cold": false, "events": 5, "idx": "10421"}'
b'{"is_cold": false, "events": -1, "idx": "10422"}'
b'{"is_cold": false, "events": -1, "idx": "10423"}'
b'{"is_cold": false, "events": -1, "idx": "10424"}'
b'{"is_cold": false, "events": -1, "idx": "10425"}'
b'{"is_cold": false, "events": 3, "idx": "10426"}'
b'{"is_cold": false, "events": -1, "idx": "10427"}'
b'{"is_cold": false, "events": -1, "idx": "10428"}'
b'{"is_cold": false, "events": 3, "idx": "10429"}'
b'{"is_cold": false, "events": -1, "idx": "10430"}'
b'{"is_cold": false, "events": -1, "idx": "10431"}'
b'{"is_cold": false, "events": 2, "idx": "10432"}'
b'{"is_cold": false, "events": -1, "idx": "10433"}'
b'{"is_cold": false, "events": 3, "idx": "10434"}'
b'{"is_cold": false, "events": -1, "idx": "10435"}'
b'{"is_cold": false, "events": -1, "idx": "10436"}'
b'{"is_cold": false, "events": 3, "idx": "10437"}'
b'{"is_cold": false, "events": -1, "idx": "10438"}'
b'{"is_cold": false, "events": -1, "idx": "10439"}'
b'{"is_cold": false, "events": 3, "idx": "10440"}'
b'{"is_cold": false, "events": -1, "idx": "10441"}'
b'{"is_cold": false, "events": -1, "idx": "10442"}'
b'{"is_cold": false, "events": 3, "idx": "10443"}'
b'{"is_cold": false, "events": -1, "idx": "10444"}'
b'{"is_cold": false, "events": -1, "idx": "10445"}'
b'{"is_cold": false, "events": 3, "idx": "10446"}'
b'{"is_cold": false, "events": -1, "idx": "10447"}'
b'{"is_cold": false, "events": -1, "idx": "10448"}'
b'{"is_cold": false, "events": 2, "idx": "10449"}'
b'{"is_cold": false, "events": -1, "idx": "10450"}'
b'{"is_cold": false, "events": 2, "idx": "10451"}'
b'{"is_cold": false, "events": -1, "idx": "10452"}'
b'{"is_cold": false, "events": 3, "idx": "10453"}'
b'{"is_cold": false, "events": -1, "idx": "10454"}'
b'{"is_cold": false, "events": -1, "idx": "10455"}'
b'{"is_cold": false, "events": 3, "idx": "10456"}'
b'{"is_cold": false, "events": -1, "idx": "10457"}'
b'{"is_cold": false, "events": -1, "idx": "10458"}'
b'{"is_cold": false, "events": 2, "idx": "10459"}'
b'{"is_cold": false, "events": -1, "idx": "10460"}'
b'{"is_cold": false, "events": 2, "idx": "10461"}'
b'{"is_cold": false, "events": -1, "idx": "10462"}'
b'{"is_cold": false, "events": 2, "idx": "10463"}'
b'{"is_cold": false, "events": -1, "idx": "10464"}'
b'{"is_cold": false, "events": 2, "idx": "10465"}'
