,type,value,memory,function,repetitions
total,7.612854957580566,2048,writer,200
lock,1.5442612171173096,2048,writer,200
atomic,1.6473469734191895,2048,writer,200
commit,1.496258020401001,2048,writer,200
push,2.9118926525115967,2048,writer,200
total,6.657038688659668,1024,writer,200
lock,1.389965295791626,1024,writer,200
atomic,1.356153488159179,1024,writer,200
commit,1.24770188331604,1024,writer,200
push,2.64853835105896,1024,writer,200
total,7.192850828170776,512,writer,200
lock,1.4646499156951904,512,writer,200
atomic,1.49595308303833,512,writer,200
commit,1.3539619445800781,512,writer,200
push,2.865058183670044,512,writer,200
total,21.154446363449097,512,distributor,200
notify,0.529254674911499 ,512,distributor,200
write,11.505452156066895,512,distributor,200
watch_write,0.01445150375366211,512,distributor,200
watch_wait,9.078757286071777,512,distributor,200
total,18.938924551010132,1024,distributor,200
notify,0.5194625854492188,1024,distributor,200
write, 11.63447093963623 ,1024,distributor,200
watch_write,0.02019810676574707,1024,distributor,200
watch_wait,6.738350868225098,1024,distributor,200
total,17.1631076335907,2048,distributor,200
notify,0.3943638801574707,2048,distributor,200
write,10.251281499862671,2048,distributor,200
watch_write,0.013406991958618164,2048,distributor,200
watch_wait,6.478848218917847,2048,distributor,200
