,data,client_write_data,op,memory,size
0,1985239.0,12428.0,set_data,2048,65536
1,436951.0,9515.0,set_data,2048,65536
2,776864.0,9907.0,set_data,2048,65536
3,718842.0,11854.0,set_data,2048,65536
4,514359.0,11252.0,set_data,2048,65536
5,309542.0,9927.0,set_data,2048,65536
6,700917.0,9718.0,set_data,2048,65536
7,831612.0,14365.0,set_data,2048,65536
8,415606.0,52303.0,set_data,2048,65536
9,271404.0,10008.0,set_data,2048,65536
10,207171.0,8975.0,set_data,2048,65536
11,269025.0,9794.0,set_data,2048,65536
12,741767.0,10005.0,set_data,2048,65536
13,786046.0,9945.0,set_data,2048,65536
14,486729.0,8817.0,set_data,2048,65536
15,350520.0,10233.0,set_data,2048,65536
16,663451.0,10020.0,set_data,2048,65536
17,768573.0,10497.0,set_data,2048,65536
18,450798.0,11560.0,set_data,2048,65536
19,311056.0,16933.0,set_data,2048,65536
20,692322.0,8319.0,set_data,2048,65536
21,252665.0,9339.0,set_data,2048,65536
22,246921.0,9401.0,set_data,2048,65536
23,498719.0,8392.0,set_data,2048,65536
24,271624.0,8987.0,set_data,2048,65536
25,606607.0,9462.0,set_data,2048,65536
26,656492.0,10869.0,set_data,2048,65536
27,433311.0,9035.0,set_data,2048,65536
28,251070.0,9295.0,set_data,2048,65536
29,532482.0,10068.0,set_data,2048,65536
30,474559.0,8783.0,set_data,2048,65536
31,288004.0,9169.0,set_data,2048,65536
32,505328.0,9892.0,set_data,2048,65536
33,515919.0,10219.0,set_data,2048,65536
34,698868.0,9006.0,set_data,2048,65536
35,293933.0,9581.0,set_data,2048,65536
36,435132.0,8714.0,set_data,2048,65536
37,263614.0,10249.0,set_data,2048,65536
38,309731.0,12549.0,set_data,2048,65536
39,779361.0,8413.0,set_data,2048,65536
40,519499.0,12215.0,set_data,2048,65536
41,393589.0,10205.0,set_data,2048,65536
42,536571.0,10188.0,set_data,2048,65536
43,752874.0,9128.0,set_data,2048,65536
44,729983.0,9151.0,set_data,2048,65536
45,239555.0,9677.0,set_data,2048,65536
46,515093.0,8773.0,set_data,2048,65536
47,540113.0,9567.0,set_data,2048,65536
48,730996.0,11204.0,set_data,2048,65536
49,728714.0,8926.0,set_data,2048,65536
50,245258.0,10342.0,set_data,2048,65536
51,255795.0,9606.0,set_data,2048,65536
52,335068.0,10059.0,set_data,2048,65536
53,563930.0,8595.0,set_data,2048,65536
54,602654.0,10245.0,set_data,2048,65536
55,224319.0,10046.0,set_data,2048,65536
56,324352.0,8539.0,set_data,2048,65536
57,195062.0,8918.0,set_data,2048,65536
58,520605.0,7950.0,set_data,2048,65536
59,245827.0,10124.0,set_data,2048,65536
60,564940.0,8728.0,set_data,2048,65536
61,421003.0,9655.0,set_data,2048,65536
62,261253.0,11511.0,set_data,2048,65536
63,477068.0,12420.0,set_data,2048,65536
64,258512.0,9812.0,set_data,2048,65536
65,248570.0,9174.0,set_data,2048,65536
66,634958.0,9421.0,set_data,2048,65536
67,638997.0,11579.0,set_data,2048,65536
68,477481.0,11338.0,set_data,2048,65536
69,263170.0,9831.0,set_data,2048,65536
70,278128.0,8750.0,set_data,2048,65536
71,496284.0,8834.0,set_data,2048,65536
72,732082.0,9609.0,set_data,2048,65536
73,502556.0,8670.0,set_data,2048,65536
74,206920.0,8687.0,set_data,2048,65536
75,299207.0,9876.0,set_data,2048,65536
76,743755.0,9957.0,set_data,2048,65536
77,214642.0,9659.0,set_data,2048,65536
78,268427.0,8088.0,set_data,2048,65536
79,559645.0,11245.0,set_data,2048,65536
80,730187.0,9950.0,set_data,2048,65536
81,739953.0,9072.0,set_data,2048,65536
82,754477.0,8731.0,set_data,2048,65536
83,506486.0,9118.0,set_data,2048,65536
84,779493.0,9852.0,set_data,2048,65536
85,520121.0,11414.0,set_data,2048,65536
86,726914.0,10336.0,set_data,2048,65536
87,438337.0,10304.0,set_data,2048,65536
88,773156.0,9284.0,set_data,2048,65536
89,685466.0,8702.0,set_data,2048,65536
90,290624.0,9591.0,set_data,2048,65536
91,259427.0,10447.0,set_data,2048,65536
92,764609.0,8227.0,set_data,2048,65536
93,511012.0,10251.0,set_data,2048,65536
94,723832.0,9578.0,set_data,2048,65536
95,271888.0,10338.0,set_data,2048,65536
