,data,op,size
0,19895.0,write,408576
1,18121.0,write,408576
2,16315.0,write,408576
3,28421.0,write,408576
4,20305.0,write,408576
5,37973.0,write,408576
6,27264.0,write,408576
7,22709.0,write,408576
8,22316.0,write,408576
9,22511.0,write,408576
10,18985.0,write,408576
11,20194.0,write,408576
12,21591.0,write,408576
13,23887.0,write,408576
14,13119.0,write,408576
15,12360.0,write,408576
16,16212.0,write,408576
17,19282.0,write,408576
18,14440.0,write,408576
19,12800.0,write,408576
20,14854.0,write,408576
21,14983.0,write,408576
22,12361.0,write,408576
23,12221.0,write,408576
24,11803.0,write,408576
25,16241.0,write,408576
26,15467.0,write,408576
27,21106.0,write,408576
28,22639.0,write,408576
29,21748.0,write,408576
30,15266.0,write,408576
31,14980.0,write,408576
32,13800.0,write,408576
33,13856.0,write,408576
34,11822.0,write,408576
35,12448.0,write,408576
36,15596.0,write,408576
37,17243.0,write,408576
38,17332.0,write,408576
39,16795.0,write,408576
40,15895.0,write,408576
41,12820.0,write,408576
42,15278.0,write,408576
43,14778.0,write,408576
44,15473.0,write,408576
45,19955.0,write,408576
46,16467.0,write,408576
47,20237.0,write,408576
48,15677.0,write,408576
49,12439.0,write,408576
50,13231.0,write,408576
51,22927.0,write,408576
52,15588.0,write,408576
53,19467.0,write,408576
54,13099.0,write,408576
55,19027.0,write,408576
56,11840.0,write,408576
57,11631.0,write,408576
58,11472.0,write,408576
59,12097.0,write,408576
60,11713.0,write,408576
61,12146.0,write,408576
62,14008.0,write,408576
63,16260.0,write,408576
64,13528.0,write,408576
65,19893.0,write,408576
66,14753.0,write,408576
67,14481.0,write,408576
68,15318.0,write,408576
69,20167.0,write,408576
70,13301.0,write,408576
71,11598.0,write,408576
72,14031.0,write,408576
73,18892.0,write,408576
74,14662.0,write,408576
75,13772.0,write,408576
76,14114.0,write,408576
77,18636.0,write,408576
78,15269.0,write,408576
79,18801.0,write,408576
80,15418.0,write,408576
81,17252.0,write,408576
82,11623.0,write,408576
83,13664.0,write,408576
84,12016.0,write,408576
85,11874.0,write,408576
86,11551.0,write,408576
87,68941.0,write,408576
88,14976.0,write,408576
89,16805.0,write,408576
90,15388.0,write,408576
91,17559.0,write,408576
92,15484.0,write,408576
93,19087.0,write,408576
94,70873.0,write,408576
95,19689.0,write,408576
96,16273.0,write,408576
97,19587.0,write,408576
98,15668.0,write,408576
99,14001.0,write,408576
100,69915.0,write,408576
101,12113.0,write,408576
102,12020.0,write,408576
103,12697.0,write,408576
104,12837.0,write,408576
105,72701.0,write,408576
106,14698.0,write,408576
107,19574.0,write,408576
108,13031.0,write,408576
109,11649.0,write,408576
110,69885.0,write,408576
111,11605.0,write,408576
112,12130.0,write,408576
113,11491.0,write,408576
114,18685.0,write,408576
115,72799.0,write,408576
116,24226.0,write,408576
117,12226.0,write,408576
118,15364.0,write,408576
119,11945.0,write,408576
120,11939.0,write,408576
121,69772.0,write,408576
122,19402.0,write,408576
123,11970.0,write,408576
124,16638.0,write,408576
125,14934.0,write,408576
126,13242.0,write,408576
127,69342.0,write,408576
128,17421.0,write,408576
129,12167.0,write,408576
130,15839.0,write,408576
131,12242.0,write,408576
132,70387.0,write,408576
133,11482.0,write,408576
134,13304.0,write,408576
135,15946.0,write,408576
136,27520.0,write,408576
137,14195.0,write,408576
138,70373.0,write,408576
139,12839.0,write,408576
140,15932.0,write,408576
141,17003.0,write,408576
142,15447.0,write,408576
143,12268.0,write,408576
144,69175.0,write,408576
145,16224.0,write,408576
146,11803.0,write,408576
147,17695.0,write,408576
148,15638.0,write,408576
149,19529.0,write,408576
150,70435.0,write,408576
151,16133.0,write,408576
152,11749.0,write,408576
153,13287.0,write,408576
154,12858.0,write,408576
155,76906.0,write,408576
156,13999.0,write,408576
157,14349.0,write,408576
158,11724.0,write,408576
159,13518.0,write,408576
160,69247.0,write,408576
161,13970.0,write,408576
162,13234.0,write,408576
163,22353.0,write,408576
164,14058.0,write,408576
165,13997.0,write,408576
166,70676.0,write,408576
167,13450.0,write,408576
168,12427.0,write,408576
169,11903.0,write,408576
170,12190.0,write,408576
171,69036.0,write,408576
172,11890.0,write,408576
173,15800.0,write,408576
174,15145.0,write,408576
175,12723.0,write,408576
176,69758.0,write,408576
177,14007.0,write,408576
178,27161.0,write,408576
179,22748.0,write,408576
180,19256.0,write,408576
181,15157.0,write,408576
182,15138.0,write,408576
183,69911.0,write,408576
184,15796.0,write,408576
185,15816.0,write,408576
186,17010.0,write,408576
187,12537.0,write,408576
188,18206.0,write,408576
189,70851.0,write,408576
190,17201.0,write,408576
191,15491.0,write,408576
192,14006.0,write,408576
193,11921.0,write,408576
194,14130.0,write,408576
195,69547.0,write,408576
196,16561.0,write,408576
197,15051.0,write,408576
198,19253.0,write,408576
199,16825.0,write,408576
200,12482.0,write,408576
201,83287.0,write,408576
202,14456.0,write,408576
203,11618.0,write,408576
204,12614.0,write,408576
205,11562.0,write,408576
206,13216.0,write,408576
207,68947.0,write,408576
208,11560.0,write,408576
209,11998.0,write,408576
210,11430.0,write,408576
211,69676.0,write,408576
212,14099.0,write,408576
213,18183.0,write,408576
214,15193.0,write,408576
215,13784.0,write,408576
216,70234.0,write,408576
217,19147.0,write,408576
218,14817.0,write,408576
219,14054.0,write,408576
220,13447.0,write,408576
221,12663.0,write,408576
222,72428.0,write,408576
223,17281.0,write,408576
224,13086.0,write,408576
225,12178.0,write,408576
226,13062.0,write,408576
227,69370.0,write,408576
228,14215.0,write,408576
229,18139.0,write,408576
230,13762.0,write,408576
231,15998.0,write,408576
232,14630.0,write,408576
233,72477.0,write,408576
234,11872.0,write,408576
235,12851.0,write,408576
236,11771.0,write,408576
237,12647.0,write,408576
238,69288.0,write,408576
239,12710.0,write,408576
240,13882.0,write,408576
241,17947.0,write,408576
242,14770.0,write,408576
243,75559.0,write,408576
244,14927.0,write,408576
245,19215.0,write,408576
246,15530.0,write,408576
247,19619.0,write,408576
248,15438.0,write,408576
249,16956.0,write,408576
250,70101.0,write,408576
251,17101.0,write,408576
252,14903.0,write,408576
253,16178.0,write,408576
254,15674.0,write,408576
255,13452.0,write,408576
256,70813.0,write,408576
257,19176.0,write,408576
258,14577.0,write,408576
259,15461.0,write,408576
260,12450.0,write,408576
261,15197.0,write,408576
262,71412.0,write,408576
263,13927.0,write,408576
264,12006.0,write,408576
265,12093.0,write,408576
266,69568.0,write,408576
267,11932.0,write,408576
268,11894.0,write,408576
269,16370.0,write,408576
270,11614.0,write,408576
271,69067.0,write,408576
272,13279.0,write,408576
273,12758.0,write,408576
274,12318.0,write,408576
275,12627.0,write,408576
276,69366.0,write,408576
277,12190.0,write,408576
278,12073.0,write,408576
279,14286.0,write,408576
280,70677.0,write,408576
281,15767.0,write,408576
282,14876.0,write,408576
283,20070.0,write,408576
284,15028.0,write,408576
285,18475.0,write,408576
286,15222.0,write,408576
287,70142.0,write,408576
288,18749.0,write,408576
289,12019.0,write,408576
290,12323.0,write,408576
291,12983.0,write,408576
292,69862.0,write,408576
293,12218.0,write,408576
294,15446.0,write,408576
295,13785.0,write,408576
296,11652.0,write,408576
297,69980.0,write,408576
298,20905.0,write,408576
299,12342.0,write,408576
300,11679.0,write,408576
301,13783.0,write,408576
302,69323.0,write,408576
303,16146.0,write,408576
304,13482.0,write,408576
305,19103.0,write,408576
306,15164.0,write,408576
307,15418.0,write,408576
308,69855.0,write,408576
309,12747.0,write,408576
310,11680.0,write,408576
311,11901.0,write,408576
312,11336.0,write,408576
313,69439.0,write,408576
314,14776.0,write,408576
315,18381.0,write,408576
316,15093.0,write,408576
317,18335.0,write,408576
318,69289.0,write,408576
319,12269.0,write,408576
320,11764.0,write,408576
321,12467.0,write,408576
322,11578.0,write,408576
323,69219.0,write,408576
324,14434.0,write,408576
325,16589.0,write,408576
326,14571.0,write,408576
327,13446.0,write,408576
328,68852.0,write,408576
329,16867.0,write,408576
330,15081.0,write,408576
331,17147.0,write,408576
332,15047.0,write,408576
333,15678.0,write,408576
