,data,native_data,op,size
0,10125,9886.0,read,4
1,9254,9018.0,read,4
2,11341,11088.0,read,4
3,10331,10046.0,read,4
4,9420,9168.0,read,4
5,38403,38038.0,read,4
6,9320,9065.0,read,4
7,10302,10042.0,read,4
8,11366,11035.0,read,4
9,13358,12997.0,read,4
10,10191,9929.0,read,4
11,11111,9600.0,read,4
12,11590,11208.0,read,4
13,9493,9245.0,read,4
14,8717,8360.0,read,4
15,8570,8277.0,read,4
16,18108,17855.0,read,4
17,11596,11346.0,read,4
18,13555,13296.0,read,4
19,13328,12930.0,read,4
20,11443,11184.0,read,4
21,10600,10279.0,read,4
22,11779,11525.0,read,4
23,9875,9560.0,read,4
24,11494,11235.0,read,4
25,9225,8939.0,read,4
26,12015,11697.0,read,4
27,11859,11510.0,read,4
28,10388,10097.0,read,4
29,9914,9635.0,read,4
30,9591,9307.0,read,4
31,11519,11270.0,read,4
32,12861,12308.0,read,4
33,10308,9802.0,read,4
34,10132,9788.0,read,4
35,11029,10774.0,read,4
36,11770,11462.0,read,4
37,12224,11965.0,read,4
38,10388,10135.0,read,4
39,11143,10878.0,read,4
40,12044,11695.0,read,4
41,11281,10991.0,read,4
42,10135,9789.0,read,4
43,16807,16552.0,read,4
44,9619,9385.0,read,4
45,9645,9364.0,read,4
46,8795,8566.0,read,4
47,10503,10214.0,read,4
48,12407,12124.0,read,4
49,30076,29562.0,read,4
50,12336,11660.0,read,4
51,13584,13273.0,read,4
52,9663,9410.0,read,4
53,11653,11400.0,read,4
54,16296,15897.0,read,4
55,14339,13938.0,read,4
56,10409,10178.0,read,4
57,17183,16878.0,read,4
58,11552,11221.0,read,4
59,11601,11294.0,read,4
60,9937,9666.0,read,4
61,9750,9504.0,read,4
62,10948,10703.0,read,4
63,11301,10883.0,read,4
64,11940,11696.0,read,4
65,9176,8923.0,read,4
66,9646,9397.0,read,4
67,9399,9155.0,read,4
68,13472,13222.0,read,4
69,15432,15174.0,read,4
70,10873,10630.0,read,4
71,12277,12027.0,read,4
72,13639,12339.0,read,4
73,11258,10862.0,read,4
74,11875,11620.0,read,4
75,10140,9844.0,read,4
76,11756,11494.0,read,4
77,12489,12240.0,read,4
78,9403,9162.0,read,4
79,10966,10730.0,read,4
