,data,native_data,op,size
116,1304,1183.0,read,4
117,861,742.0,read,4
118,430,308.0,read,4
119,489,374.0,read,4
120,499,365.0,read,4
121,415,299.0,read,4
122,398,279.0,read,4
123,425,310.0,read,4
124,414,294.0,read,4
125,411,291.0,read,4
126,406,288.0,read,4
127,421,299.0,read,4
128,424,304.0,read,4
129,405,286.0,read,4
130,401,280.0,read,4
131,409,291.0,read,4
132,466,327.0,read,4
133,407,287.0,read,4
134,403,284.0,read,4
135,403,286.0,read,4
136,418,292.0,read,4
137,414,292.0,read,4
138,406,284.0,read,4
139,423,305.0,read,4
140,456,342.0,read,4
141,455,337.0,read,4
142,411,292.0,read,4
143,401,283.0,read,4
144,422,293.0,read,4
145,391,273.0,read,4
146,408,270.0,read,4
147,405,284.0,read,4
148,399,280.0,read,4
149,393,274.0,read,4
150,388,270.0,read,4
151,403,287.0,read,4
152,388,266.0,read,4
153,410,283.0,read,4
154,386,271.0,read,4
155,424,310.0,read,4
156,425,305.0,read,4
157,446,326.0,read,4
158,395,274.0,read,4
159,396,276.0,read,4
160,400,274.0,read,4
161,387,272.0,read,4
162,385,268.0,read,4
163,398,278.0,read,4
164,389,271.0,read,4
165,418,300.0,read,4
166,390,267.0,read,4
167,424,306.0,read,4
168,385,266.0,read,4
169,406,291.0,read,4
170,401,271.0,read,4
171,383,266.0,read,4
172,395,278.0,read,4
173,401,280.0,read,4
174,430,289.0,read,4
175,404,289.0,read,4
176,413,289.0,read,4
177,455,338.0,read,4
178,399,279.0,read,4
179,598,469.0,read,4
180,434,301.0,read,4
181,385,270.0,read,4
182,416,299.0,read,4
183,385,269.0,read,4
184,403,270.0,read,4
185,388,275.0,read,4
186,408,272.0,read,4
187,410,287.0,read,4
188,395,279.0,read,4
189,408,288.0,read,4
190,384,267.0,read,4
191,392,272.0,read,4
192,1916,1790.0,read,4
193,457,334.0,read,4
194,438,315.0,read,4
195,415,295.0,read,4
196,415,295.0,read,4
197,572,454.0,read,4
198,857,731.0,read,4
199,1486,1323.0,read,4
200,537,391.0,read,4
201,448,302.0,read,4
202,441,317.0,read,4
203,400,277.0,read,4
204,466,320.0,read,4
205,423,302.0,read,4
206,409,288.0,read,4
207,401,283.0,read,4
208,404,283.0,read,4
209,405,285.0,read,4
210,420,300.0,read,4
211,402,281.0,read,4
212,397,280.0,read,4
213,412,294.0,read,4
214,405,285.0,read,4
215,419,297.0,read,4
216,437,317.0,read,4
217,391,271.0,read,4
218,415,295.0,read,4
219,427,308.0,read,4
220,406,274.0,read,4
221,380,266.0,read,4
222,435,315.0,read,4
223,406,289.0,read,4
224,473,339.0,read,4
225,393,279.0,read,4
226,399,286.0,read,4
227,409,295.0,read,4
228,433,320.0,read,4
229,415,296.0,read,4
230,421,304.0,read,4
231,395,271.0,read,4
232,396,281.0,read,4
233,407,289.0,read,4
234,406,282.0,read,4
235,430,308.0,read,4
236,484,362.0,read,4
237,403,284.0,read,4
238,395,278.0,read,4
239,421,302.0,read,4
240,391,274.0,read,4
241,425,304.0,read,4
242,419,286.0,read,4
243,450,310.0,read,4
244,403,288.0,read,4
245,412,297.0,read,4
246,417,285.0,read,4
247,409,294.0,read,4
248,404,284.0,read,4
249,390,272.0,read,4
250,392,270.0,read,4
251,392,273.0,read,4
252,419,281.0,read,4
253,414,301.0,read,4
254,398,286.0,read,4
255,467,350.0,read,4
256,400,283.0,read,4
257,421,302.0,read,4
258,403,282.0,read,4
259,405,286.0,read,4
260,400,283.0,read,4
261,394,278.0,read,4
262,395,280.0,read,4
263,409,294.0,read,4
264,455,337.0,read,4
265,399,278.0,read,4
266,375,258.0,read,4
267,387,270.0,read,4
268,415,295.0,read,4
269,435,315.0,read,4
270,391,269.0,read,4
271,391,275.0,read,4
272,449,334.0,read,4
273,389,273.0,read,4
274,380,266.0,read,4
275,375,261.0,read,4
276,380,266.0,read,4
277,392,268.0,read,4
278,390,268.0,read,4
279,372,254.0,read,4
280,439,324.0,read,4
281,403,276.0,read,4
282,412,272.0,read,4
283,384,261.0,read,4
284,403,277.0,read,4
285,400,275.0,read,4
286,395,269.0,read,4
287,405,265.0,read,4
288,404,278.0,read,4
289,397,271.0,read,4
290,399,273.0,read,4
291,431,286.0,read,4
292,389,271.0,read,4
293,402,274.0,read,4
294,404,276.0,read,4
295,391,265.0,read,4
296,376,254.0,read,4
297,390,255.0,read,4
298,386,260.0,read,4
299,391,265.0,read,4
300,401,277.0,read,4
301,390,266.0,read,4
302,423,283.0,read,4
303,372,256.0,read,4
304,396,282.0,read,4
305,367,257.0,read,4
306,370,258.0,read,4
307,374,263.0,read,4
308,370,256.0,read,4
309,390,262.0,read,4
310,390,273.0,read,4
311,372,262.0,read,4
312,405,275.0,read,4
313,387,271.0,read,4
314,378,265.0,read,4
315,373,263.0,read,4
316,380,268.0,read,4
317,371,258.0,read,4
318,369,260.0,read,4
319,370,261.0,read,4
320,373,263.0,read,4
321,453,343.0,read,4
322,673,560.0,read,4
323,407,295.0,read,4
324,385,272.0,read,4
325,402,281.0,read,4
326,382,262.0,read,4
327,393,271.0,read,4
328,381,261.0,read,4
329,390,268.0,read,4
330,386,266.0,read,4
331,435,273.0,read,4
332,397,278.0,read,4
333,352,259.0,read,4
334,343,253.0,read,4
335,342,255.0,read,4
336,362,273.0,read,4
337,336,248.0,read,4
338,349,259.0,read,4
339,342,253.0,read,4
340,332,246.0,read,4
341,355,268.0,read,4
342,352,264.0,read,4
343,389,300.0,read,4
344,357,269.0,read,4
345,372,283.0,read,4
346,342,255.0,read,4
347,359,271.0,read,4
348,348,259.0,read,4
349,362,273.0,read,4
350,342,254.0,read,4
351,347,259.0,read,4
352,345,257.0,read,4
353,341,255.0,read,4
354,368,278.0,read,4
355,344,255.0,read,4
356,378,290.0,read,4
357,404,318.0,read,4
358,338,251.0,read,4
359,373,284.0,read,4
360,351,263.0,read,4
361,346,258.0,read,4
362,391,304.0,read,4
363,353,267.0,read,4
364,340,253.0,read,4
365,342,253.0,read,4
366,351,263.0,read,4
367,340,254.0,read,4
368,366,279.0,read,4
369,355,267.0,read,4
370,384,296.0,read,4
371,380,286.0,read,4
372,349,258.0,read,4
373,337,249.0,read,4
374,433,333.0,read,4
375,342,251.0,read,4
376,354,263.0,read,4
377,347,259.0,read,4
378,335,249.0,read,4
379,334,247.0,read,4
380,339,251.0,read,4
381,340,254.0,read,4
382,340,253.0,read,4
383,352,254.0,read,4
384,345,258.0,read,4
385,338,251.0,read,4
386,341,254.0,read,4
387,366,262.0,read,4
388,354,267.0,read,4
389,342,256.0,read,4
390,336,250.0,read,4
391,350,265.0,read,4
392,344,257.0,read,4
393,351,264.0,read,4
394,342,255.0,read,4
395,370,283.0,read,4
396,346,259.0,read,4
397,338,252.0,read,4
398,363,277.0,read,4
399,344,256.0,read,4
400,338,252.0,read,4
401,340,254.0,read,4
402,348,262.0,read,4
403,365,279.0,read,4
404,335,248.0,read,4
405,356,255.0,read,4
406,345,257.0,read,4
407,358,271.0,read,4
408,341,254.0,read,4
409,337,250.0,read,4
410,357,268.0,read,4
411,346,259.0,read,4
412,373,284.0,read,4
413,349,263.0,read,4
414,347,261.0,read,4
415,332,246.0,read,4
416,343,256.0,read,4
417,352,265.0,read,4
418,356,269.0,read,4
419,336,249.0,read,4
420,339,251.0,read,4
421,361,273.0,read,4
422,413,274.0,read,4
423,344,255.0,read,4
424,343,255.0,read,4
425,363,276.0,read,4
426,355,268.0,read,4
427,348,261.0,read,4
428,372,281.0,read,4
429,345,257.0,read,4
430,360,273.0,read,4
431,334,248.0,read,4
432,356,268.0,read,4
433,373,283.0,read,4
434,380,292.0,read,4
435,345,260.0,read,4
436,335,249.0,read,4
437,341,256.0,read,4
438,339,253.0,read,4
439,346,257.0,read,4
440,341,252.0,read,4
441,341,254.0,read,4
442,360,273.0,read,4
443,334,248.0,read,4
444,348,260.0,read,4
445,342,254.0,read,4
446,383,297.0,read,4
447,361,275.0,read,4
448,346,260.0,read,4
449,349,263.0,read,4
450,348,260.0,read,4
451,371,269.0,read,4
452,416,328.0,read,4
453,487,401.0,read,4
454,371,272.0,read,4
455,376,286.0,read,4
456,352,264.0,read,4
457,388,300.0,read,4
458,371,284.0,read,4
459,344,257.0,read,4
460,348,262.0,read,4
461,347,261.0,read,4
462,422,334.0,read,4
463,349,263.0,read,4
464,353,265.0,read,4
465,337,251.0,read,4
466,367,264.0,read,4
467,402,316.0,read,4
468,411,324.0,read,4
469,352,266.0,read,4
470,348,263.0,read,4
471,334,248.0,read,4
472,343,255.0,read,4
473,351,264.0,read,4
474,337,252.0,read,4
475,351,265.0,read,4
476,336,250.0,read,4
477,362,275.0,read,4
478,332,246.0,read,4
479,381,295.0,read,4
480,333,246.0,read,4
481,332,247.0,read,4
482,348,264.0,read,4
483,356,269.0,read,4
484,336,250.0,read,4
485,334,249.0,read,4
486,337,251.0,read,4
487,339,253.0,read,4
488,355,267.0,read,4
489,342,254.0,read,4
490,333,247.0,read,4
491,350,265.0,read,4
492,354,268.0,read,4
493,381,296.0,read,4
494,335,248.0,read,4
495,333,248.0,read,4
496,337,252.0,read,4
497,335,250.0,read,4
498,340,255.0,read,4
499,367,281.0,read,4
500,362,274.0,read,4
501,337,251.0,read,4
502,426,338.0,read,4
503,346,258.0,read,4
504,349,262.0,read,4
505,372,286.0,read,4
506,365,275.0,read,4
507,340,254.0,read,4
508,354,269.0,read,4
509,359,273.0,read,4
510,336,249.0,read,4
511,336,247.0,read,4
512,344,255.0,read,4
513,340,251.0,read,4
514,335,249.0,read,4
515,341,252.0,read,4
516,338,250.0,read,4
517,381,282.0,read,4
518,378,289.0,read,4
519,354,267.0,read,4
520,338,250.0,read,4
521,380,295.0,read,4
522,346,256.0,read,4
523,339,252.0,read,4
524,347,258.0,read,4
525,352,260.0,read,4
526,344,255.0,read,4
527,384,295.0,read,4
528,350,262.0,read,4
529,346,248.0,read,4
530,353,265.0,read,4
531,408,260.0,read,4
532,397,304.0,read,4
533,353,261.0,read,4
534,352,263.0,read,4
535,343,255.0,read,4
536,346,258.0,read,4
537,337,248.0,read,4
538,357,270.0,read,4
539,340,254.0,read,4
540,399,310.0,read,4
541,334,248.0,read,4
542,351,264.0,read,4
543,350,247.0,read,4
544,366,275.0,read,4
545,349,261.0,read,4
546,362,275.0,read,4
547,342,254.0,read,4
548,407,318.0,read,4
549,345,258.0,read,4
550,341,253.0,read,4
551,343,255.0,read,4
552,345,259.0,read,4
553,344,258.0,read,4
554,336,251.0,read,4
555,343,257.0,read,4
556,370,268.0,read,4
557,357,270.0,read,4
558,345,259.0,read,4
559,345,258.0,read,4
560,338,252.0,read,4
561,334,247.0,read,4
562,342,253.0,read,4
563,336,250.0,read,4
564,338,253.0,read,4
565,446,359.0,read,4
566,334,247.0,read,4
567,338,250.0,read,4
568,1154,1065.0,read,4
569,340,253.0,read,4
570,344,258.0,read,4
571,340,254.0,read,4
572,382,295.0,read,4
573,367,282.0,read,4
574,432,346.0,read,4
575,336,251.0,read,4
576,356,267.0,read,4
577,357,270.0,read,4
578,344,257.0,read,4
579,332,246.0,read,4
580,333,248.0,read,4
581,349,265.0,read,4
582,343,247.0,read,4
583,360,273.0,read,4
584,335,248.0,read,4
585,348,262.0,read,4
586,344,257.0,read,4
587,359,271.0,read,4
588,351,263.0,read,4
589,346,259.0,read,4
590,354,267.0,read,4
591,336,251.0,read,4
592,354,268.0,read,4
593,338,252.0,read,4
594,345,258.0,read,4
595,333,247.0,read,4
596,352,266.0,read,4
597,354,270.0,read,4
598,339,255.0,read,4
599,375,262.0,read,4
600,375,287.0,read,4
601,512,425.0,read,4
602,352,266.0,read,4
603,333,249.0,read,4
604,336,249.0,read,4
605,346,258.0,read,4
606,349,263.0,read,4
607,342,258.0,read,4
608,349,264.0,read,4
609,416,327.0,read,4
610,373,285.0,read,4
611,340,252.0,read,4
612,347,261.0,read,4
613,332,246.0,read,4
614,357,270.0,read,4
615,335,248.0,read,4
616,340,252.0,read,4
617,352,265.0,read,4
618,338,252.0,read,4
619,345,259.0,read,4
620,391,304.0,read,4
621,396,306.0,read,4
622,351,263.0,read,4
623,384,299.0,read,4
624,391,302.0,read,4
625,339,252.0,read,4
626,336,250.0,read,4
627,335,248.0,read,4
628,339,253.0,read,4
629,340,254.0,read,4
630,359,274.0,read,4
631,340,254.0,read,4
632,341,252.0,read,4
633,362,275.0,read,4
634,584,498.0,read,4
635,365,279.0,read,4
636,352,265.0,read,4
637,331,246.0,read,4
638,354,267.0,read,4
639,348,262.0,read,4
640,356,270.0,read,4
641,352,266.0,read,4
642,402,316.0,read,4
643,351,265.0,read,4
644,326,240.0,read,4
645,348,265.0,read,4
646,357,272.0,read,4
647,350,265.0,read,4
648,343,258.0,read,4
649,339,252.0,read,4
650,365,281.0,read,4
651,403,317.0,read,4
652,363,281.0,read,4
653,365,257.0,read,4
654,404,281.0,read,4
655,360,269.0,read,4
656,1078,988.0,read,4
657,366,278.0,read,4
658,366,278.0,read,4
659,341,254.0,read,4
660,346,258.0,read,4
661,353,267.0,read,4
662,389,264.0,read,4
663,389,273.0,read,4
664,406,282.0,read,4
665,387,269.0,read,4
666,389,267.0,read,4
667,407,278.0,read,4
668,396,276.0,read,4
669,383,260.0,read,4
670,379,258.0,read,4
671,387,269.0,read,4
672,476,321.0,read,4
673,383,257.0,read,4
674,390,264.0,read,4
675,401,282.0,read,4
676,374,257.0,read,4
677,377,259.0,read,4
678,398,274.0,read,4
679,389,271.0,read,4
680,395,276.0,read,4
681,395,277.0,read,4
682,447,290.0,read,4
683,401,278.0,read,4
684,380,259.0,read,4
685,410,290.0,read,4
686,386,270.0,read,4
687,376,260.0,read,4
688,383,260.0,read,4
689,378,265.0,read,4
690,377,261.0,read,4
691,397,282.0,read,4
692,377,261.0,read,4
693,421,278.0,read,4
694,381,262.0,read,4
695,402,282.0,read,4
696,378,263.0,read,4
697,388,269.0,read,4
698,393,264.0,read,4
699,397,275.0,read,4
700,378,261.0,read,4
701,391,272.0,read,4
702,382,261.0,read,4
703,395,280.0,read,4
704,369,256.0,read,4
705,392,279.0,read,4
706,383,274.0,read,4
707,401,289.0,read,4
708,372,256.0,read,4
709,391,262.0,read,4
710,392,275.0,read,4
711,373,258.0,read,4
712,393,276.0,read,4
713,393,264.0,read,4
714,376,263.0,read,4
715,417,305.0,read,4
716,381,260.0,read,4
717,392,273.0,read,4
718,383,268.0,read,4
719,379,263.0,read,4
720,380,262.0,read,4
721,490,372.0,read,4
722,413,296.0,read,4
723,384,263.0,read,4
724,377,259.0,read,4
725,425,310.0,read,4
726,373,256.0,read,4
727,418,299.0,read,4
728,383,267.0,read,4
729,585,465.0,read,4
730,436,316.0,read,4
731,391,276.0,read,4
732,1134,1017.0,read,4
733,392,275.0,read,4
734,375,259.0,read,4
735,391,273.0,read,4
736,499,383.0,read,4
737,399,281.0,read,4
738,404,293.0,read,4
739,399,281.0,read,4
740,421,305.0,read,4
741,389,274.0,read,4
742,462,348.0,read,4
743,391,273.0,read,4
744,402,268.0,read,4
745,395,277.0,read,4
746,382,267.0,read,4
747,393,274.0,read,4
748,391,274.0,read,4
749,376,258.0,read,4
750,382,266.0,read,4
751,404,287.0,read,4
752,418,302.0,read,4
753,384,267.0,read,4
754,378,263.0,read,4
755,411,295.0,read,4
756,390,272.0,read,4
757,386,270.0,read,4
758,392,274.0,read,4
759,382,268.0,read,4
760,439,322.0,read,4
761,392,276.0,read,4
762,406,283.0,read,4
763,443,327.0,read,4
764,381,264.0,read,4
765,395,272.0,read,4
766,385,268.0,read,4
767,374,256.0,read,4
768,383,269.0,read,4
769,385,272.0,read,4
770,379,266.0,read,4
771,423,288.0,read,4
772,464,346.0,read,4
773,395,277.0,read,4
774,377,259.0,read,4
775,403,284.0,read,4
776,397,278.0,read,4
777,393,277.0,read,4
778,388,268.0,read,4
779,398,281.0,read,4
780,389,270.0,read,4
781,403,281.0,read,4
782,388,275.0,read,4
783,405,288.0,read,4
784,372,252.0,read,4
785,435,316.0,read,4
786,391,269.0,read,4
787,379,261.0,read,4
788,418,301.0,read,4
789,388,270.0,read,4
790,392,276.0,read,4
791,404,283.0,read,4
792,377,261.0,read,4
793,376,256.0,read,4
794,2736,2612.0,read,4
795,1063,935.0,read,4
796,472,349.0,read,4
797,741,620.0,read,4
798,403,284.0,read,4
799,404,284.0,read,4
800,407,284.0,read,4
801,427,293.0,read,4
802,435,316.0,read,4
803,671,555.0,read,4
804,410,289.0,read,4
805,402,283.0,read,4
806,413,294.0,read,4
807,471,348.0,read,4
808,380,261.0,read,4
809,404,284.0,read,4
810,413,297.0,read,4
811,408,291.0,read,4
812,387,267.0,read,4
813,400,279.0,read,4
814,398,278.0,read,4
815,389,271.0,read,4
816,386,269.0,read,4
817,383,270.0,read,4
818,491,371.0,read,4
819,380,264.0,read,4
820,402,283.0,read,4
821,407,285.0,read,4
822,388,267.0,read,4
823,396,278.0,read,4
824,391,273.0,read,4
825,372,255.0,read,4
826,388,268.0,read,4
827,420,303.0,read,4
828,400,280.0,read,4
829,450,330.0,read,4
830,507,389.0,read,4
831,439,318.0,read,4
832,625,508.0,read,4
833,377,260.0,read,4
834,400,282.0,read,4
835,691,568.0,read,4
836,446,325.0,read,4
837,398,279.0,read,4
838,395,281.0,read,4
839,393,277.0,read,4
840,410,293.0,read,4
841,390,275.0,read,4
842,476,357.0,read,4
843,418,301.0,read,4
844,410,290.0,read,4
845,381,261.0,read,4
846,379,262.0,read,4
847,410,295.0,read,4
848,410,287.0,read,4
849,374,256.0,read,4
850,492,378.0,read,4
851,382,267.0,read,4
852,378,264.0,read,4
853,374,261.0,read,4
854,414,295.0,read,4
855,400,280.0,read,4
856,382,258.0,read,4
857,447,328.0,read,4
858,431,309.0,read,4
859,394,276.0,read,4
860,420,302.0,read,4
861,412,294.0,read,4
862,385,269.0,read,4
863,414,297.0,read,4
864,408,293.0,read,4
865,398,281.0,read,4
866,381,265.0,read,4
867,397,265.0,read,4
868,395,281.0,read,4
869,401,283.0,read,4
870,435,317.0,read,4
871,392,279.0,read,4
872,377,261.0,read,4
873,410,287.0,read,4
874,391,272.0,read,4
875,383,267.0,read,4
876,389,271.0,read,4
877,404,264.0,read,4
878,404,286.0,read,4
879,387,268.0,read,4
880,402,285.0,read,4
881,388,271.0,read,4
882,401,285.0,read,4
883,404,288.0,read,4
884,566,442.0,read,4
885,414,289.0,read,4
886,388,263.0,read,4
887,384,258.0,read,4
888,395,269.0,read,4
889,414,289.0,read,4
890,398,276.0,read,4
891,394,264.0,read,4
892,404,280.0,read,4
893,385,261.0,read,4
894,415,289.0,read,4
895,383,262.0,read,4
896,396,272.0,read,4
897,417,290.0,read,4
898,387,258.0,read,4
899,383,259.0,read,4
900,382,257.0,read,4
901,590,465.0,read,4
902,501,375.0,read,4
903,406,283.0,read,4
904,394,270.0,read,4
905,394,267.0,read,4
906,467,350.0,read,4
907,413,292.0,read,4
908,397,265.0,read,4
909,400,272.0,read,4
910,384,257.0,read,4
911,391,263.0,read,4
912,446,317.0,read,4
913,676,551.0,read,4
914,423,297.0,read,4
915,430,308.0,read,4
916,488,361.0,read,4
917,396,270.0,read,4
918,410,285.0,read,4
919,388,261.0,read,4
920,378,254.0,read,4
921,399,271.0,read,4
922,388,263.0,read,4
923,394,268.0,read,4
924,392,268.0,read,4
925,395,273.0,read,4
926,389,263.0,read,4
927,420,300.0,read,4
928,438,309.0,read,4
929,414,264.0,read,4
930,411,270.0,read,4
931,395,268.0,read,4
932,383,259.0,read,4
933,399,273.0,read,4
934,381,259.0,read,4
935,394,274.0,read,4
936,385,257.0,read,4
937,401,277.0,read,4
938,381,261.0,read,4
939,388,264.0,read,4
940,410,285.0,read,4
941,419,280.0,read,4
942,402,275.0,read,4
943,414,291.0,read,4
944,410,284.0,read,4
945,432,280.0,read,4
946,412,279.0,read,4
947,430,305.0,read,4
948,407,282.0,read,4
949,399,273.0,read,4
950,383,255.0,read,4
951,423,297.0,read,4
952,517,391.0,read,4
953,399,268.0,read,4
954,383,259.0,read,4
955,1643,1475.0,read,4
956,453,302.0,read,4
957,427,285.0,read,4
958,385,256.0,read,4
959,390,261.0,read,4
960,400,272.0,read,4
961,445,319.0,read,4
962,389,266.0,read,4
963,490,361.0,read,4
964,389,262.0,read,4
965,467,339.0,read,4
966,397,268.0,read,4
967,392,266.0,read,4
968,449,321.0,read,4
969,415,287.0,read,4
970,392,268.0,read,4
971,402,273.0,read,4
972,4326,4156.0,read,4
973,1000,844.0,read,4
974,464,314.0,read,4
975,466,328.0,read,4
976,417,288.0,read,4
977,426,297.0,read,4
978,418,295.0,read,4
979,438,310.0,read,4
980,448,317.0,read,4
981,410,285.0,read,4
982,485,354.0,read,4
983,419,284.0,read,4
984,411,285.0,read,4
985,414,289.0,read,4
986,414,286.0,read,4
987,435,294.0,read,4
988,431,304.0,read,4
989,427,293.0,read,4
990,434,302.0,read,4
991,417,290.0,read,4
992,418,293.0,read,4
993,437,310.0,read,4
994,409,282.0,read,4
995,420,285.0,read,4
996,420,290.0,read,4
997,489,362.0,read,4
998,417,289.0,read,4
999,418,291.0,read,4
1000,0,,read_capacity,4
1001,454,304.0,read,8
1002,689,291.0,read,8
1003,532,306.0,read,8
1004,594,452.0,read,8
1005,426,297.0,read,8
1006,569,427.0,read,8
1007,417,290.0,read,8
1008,541,415.0,read,8
1009,392,265.0,read,8
1010,460,316.0,read,8
1011,505,275.0,read,8
1012,534,273.0,read,8
1013,459,320.0,read,8
1014,482,353.0,read,8
1015,1221,1093.0,read,8
1016,410,282.0,read,8
1017,384,257.0,read,8
1018,400,271.0,read,8
1019,424,298.0,read,8
1020,603,465.0,read,8
1021,433,291.0,read,8
1022,411,271.0,read,8
1023,404,276.0,read,8
1024,512,372.0,read,8
1025,405,278.0,read,8
1026,434,293.0,read,8
1027,412,266.0,read,8
1028,587,285.0,read,8
1029,504,363.0,read,8
1030,712,300.0,read,8
1031,438,294.0,read,8
1032,421,273.0,read,8
1033,416,287.0,read,8
1034,406,280.0,read,8
1035,388,264.0,read,8
1036,419,295.0,read,8
1037,410,273.0,read,8
1038,403,272.0,read,8
1039,421,284.0,read,8
1040,521,267.0,read,8
1041,396,268.0,read,8
1042,390,262.0,read,8
1043,400,271.0,read,8
1044,416,291.0,read,8
1045,459,326.0,read,8
1046,492,267.0,read,8
1047,631,423.0,read,8
1048,432,298.0,read,8
1049,389,262.0,read,8
1050,621,339.0,read,8
1051,410,276.0,read,8
1052,382,255.0,read,8
1053,412,261.0,read,8
1054,403,270.0,read,8
1055,392,260.0,read,8
1056,383,257.0,read,8
1057,382,257.0,read,8
1058,390,265.0,read,8
1059,395,256.0,read,8
1060,477,269.0,read,8
1061,387,258.0,read,8
1062,491,284.0,read,8
1063,891,301.0,read,8
1064,506,309.0,read,8
1065,435,288.0,read,8
1066,462,324.0,read,8
1067,577,259.0,read,8
1068,570,409.0,read,8
1069,489,358.0,read,8
1070,581,439.0,read,8
1071,410,275.0,read,8
1072,399,274.0,read,8
1073,632,303.0,read,8
1074,455,326.0,read,8
1075,401,267.0,read,8
1076,905,781.0,read,8
1077,861,732.0,read,8
1078,740,608.0,read,8
1079,2912,353.0,read,8
1080,670,415.0,read,8
1081,6304,509.0,read,8
1082,527,335.0,read,8
1083,474,311.0,read,8
1084,448,292.0,read,8
1085,455,300.0,read,8
1086,453,295.0,read,8
1087,505,282.0,read,8
1088,438,288.0,read,8
1089,415,281.0,read,8
1090,421,281.0,read,8
1091,393,265.0,read,8
1092,438,306.0,read,8
1093,569,417.0,read,8
1094,450,303.0,read,8
1095,408,275.0,read,8
1096,508,373.0,read,8
1097,507,317.0,read,8
1098,461,310.0,read,8
1099,534,342.0,read,8
1100,427,284.0,read,8
1101,436,310.0,read,8
1102,410,285.0,read,8
1103,443,315.0,read,8
1104,408,285.0,read,8
1105,401,278.0,read,8
1106,405,279.0,read,8
1107,416,293.0,read,8
1108,390,260.0,read,8
1109,474,348.0,read,8
1110,434,308.0,read,8
1111,406,274.0,read,8
1112,419,295.0,read,8
1113,403,275.0,read,8
1114,407,282.0,read,8
1115,444,319.0,read,8
1116,384,258.0,read,8
1117,399,274.0,read,8
1118,428,303.0,read,8
1119,408,266.0,read,8
1120,442,304.0,read,8
1121,495,363.0,read,8
1122,411,283.0,read,8
1123,399,272.0,read,8
1124,387,263.0,read,8
1125,389,264.0,read,8
1126,384,258.0,read,8
1127,392,266.0,read,8
1128,385,263.0,read,8
1129,396,272.0,read,8
1130,480,354.0,read,8
1131,491,351.0,read,8
1132,487,288.0,read,8
1133,408,274.0,read,8
1134,563,296.0,read,8
1135,400,269.0,read,8
1136,386,261.0,read,8
1137,391,264.0,read,8
1138,490,282.0,read,8
1139,413,276.0,read,8
1140,550,266.0,read,8
1141,483,285.0,read,8
1142,399,270.0,read,8
1143,489,344.0,read,8
1144,394,263.0,read,8
1145,484,269.0,read,8
1146,487,279.0,read,8
1147,460,305.0,read,8
1148,400,270.0,read,8
1149,400,262.0,read,8
