,data,op,size
0,41449,read,4
1,46744,read,4
2,38935,read,4
3,27980,read,4
4,30539,read,4
5,48529,read,4
6,35443,read,4
7,40712,read,4
8,33727,read,4
9,115592,read,4
10,32824,read,4
11,34167,read,4
12,29490,read,4
13,25330,read,4
14,36710,read,4
15,28084,read,4
16,49584,read,4
17,36101,read,4
18,25461,read,4
19,36022,read,4
20,41194,read,4
21,30593,read,4
22,32397,read,4
23,36388,read,4
24,32533,read,4
25,36692,read,4
26,34184,read,4
27,34100,read,4
28,31904,read,4
29,50226,read,4
30,41019,read,4
31,33970,read,4
32,31348,read,4
33,39448,read,4
34,34201,read,4
35,25809,read,4
36,35160,read,4
37,49991,read,4
38,37314,read,4
39,30612,read,4
40,42222,read,4
41,31721,read,4
42,42023,read,4
43,34295,read,4
44,31375,read,4
45,39333,read,4
46,38060,read,4
47,57048,read,4
48,122119,read,4
49,36345,read,4
50,34274,read,4
51,29782,read,4
52,33142,read,4
53,30294,read,4
54,47435,read,4
55,28257,read,4
56,20076,read,4
57,46257,read,4
58,27757,read,4
59,32202,read,4
60,25496,read,4
61,21634,read,4
62,28193,read,4
63,27926,read,4
64,25685,read,4
65,41534,read,4
66,30701,read,4
67,33661,read,4
68,37823,read,4
69,33251,read,4
70,38396,read,4
71,28943,read,4
72,38552,read,4
73,22821,read,4
74,28458,read,4
75,29211,read,4
76,30611,read,4
77,34082,read,4
78,25056,read,4
79,32349,read,4
80,39884,read,4
81,32708,read,4
82,42959,read,4
83,37371,read,4
84,35890,read,4
85,37949,read,4
86,30176,read,4
87,41108,read,4
88,42165,read,4
89,22674,read,4
90,42987,read,4
91,36825,read,4
92,58884,read,4
93,42546,read,4
94,37257,read,4
95,27367,read,4
96,41089,read,4
97,30192,read,4
98,25392,read,4
99,22163,read,4
100,27419,read,4
101,16815,read,4
102,18174,read,4
103,14436,read,4
104,12263,read,4
105,19929,read,4
106,38872,read,4
107,16639,read,4
108,32530,read,4
109,26880,read,4
110,20074,read,4
111,19169,read,4
112,14510,read,4
113,22326,read,4
114,23984,read,4
115,29406,read,4
116,25220,read,4
117,18003,read,4
118,16778,read,4
119,22298,read,4
120,20070,read,4
121,23182,read,4
122,18343,read,4
123,15244,read,4
124,12003,read,4
125,10395,read,4
126,10682,read,4
127,10897,read,4
128,9157,read,4
129,12088,read,4
130,9608,read,4
131,17775,read,4
132,8865,read,4
133,11537,read,4
134,12380,read,4
135,17365,read,4
136,10592,read,4
137,25422,read,4
138,10554,read,4
139,8571,read,4
140,9793,read,4
141,10596,read,4
142,12551,read,4
143,12042,read,4
144,12426,read,4
145,11469,read,4
146,9350,read,4
147,8677,read,4
148,9630,read,4
149,11551,read,4
150,13378,read,4
151,10474,read,4
152,11655,read,4
153,11980,read,4
154,10161,read,4
155,8770,read,4
156,8655,read,4
157,9575,read,4
158,15028,read,4
159,11279,read,4
160,11777,read,4
161,11482,read,4
162,9494,read,4
163,8096,read,4
164,7910,read,4
165,16122,read,4
166,10328,read,4
167,12858,read,4
168,10338,read,4
169,9537,read,4
170,14423,read,4
171,14340,read,4
172,9425,read,4
173,7549,read,4
174,12347,read,4
175,11016,read,4
176,12466,read,4
177,8611,read,4
178,14876,read,4
179,9431,read,4
180,25580,read,4
181,11035,read,4
182,12479,read,4
183,22143,read,4
184,20031,read,4
185,11086,read,4
186,8415,read,4
187,12337,read,4
188,10160,read,4
189,12738,read,4
190,10894,read,4
191,17908,read,4
192,17257,read,4
193,11600,read,4
194,12305,read,4
195,9118,read,4
196,10040,read,4
197,9020,read,4
198,8175,read,4
199,15142,read,4
200,14606,read,4
201,15345,read,4
202,9412,read,4
203,9133,read,4
204,12529,read,4
205,11632,read,4
206,17916,read,4
207,22686,read,4
208,15995,read,4
209,12538,read,4
210,10384,read,4
211,12111,read,4
212,10171,read,4
213,8152,read,4
214,10053,read,4
215,10269,read,4
216,12191,read,4
217,13318,read,4
218,13673,read,4
219,13540,read,4
220,12549,read,4
221,10310,read,4
222,11599,read,4
223,11277,read,4
224,12349,read,4
225,11823,read,4
226,16359,read,4
227,9897,read,4
228,9691,read,4
229,9208,read,4
230,9148,read,4
231,17688,read,4
232,12516,read,4
233,14950,read,4
234,17522,read,4
235,23327,read,4
236,14083,read,4
237,10298,read,4
238,12073,read,4
239,13498,read,4
240,12102,read,4
241,14234,read,4
242,11606,read,4
243,14249,read,4
244,9722,read,4
245,11255,read,4
246,12558,read,4
247,9453,read,4
248,11422,read,4
249,10750,read,4
250,10831,read,4
251,11003,read,4
252,10088,read,4
253,11879,read,4
254,10407,read,4
255,10925,read,4
256,9188,read,4
257,12016,read,4
258,12095,read,4
259,13252,read,4
260,12371,read,4
261,11692,read,4
