,data,op,size
0,5422.0,write,4
1,5427.0,write,4
2,4979.0,write,4
3,5059.0,write,4
4,5574.0,write,4
5,4929.0,write,4
6,5144.0,write,4
7,4995.0,write,4
8,6683.0,write,4
9,5223.0,write,4
10,5261.0,write,4
11,5154.0,write,4
12,5144.0,write,4
13,5027.0,write,4
14,5221.0,write,4
15,4878.0,write,4
16,5329.0,write,4
17,5849.0,write,4
18,4754.0,write,4
19,4851.0,write,4
20,5350.0,write,4
21,5089.0,write,4
22,5719.0,write,4
23,5465.0,write,4
24,5645.0,write,4
25,5020.0,write,4
26,5218.0,write,4
27,5435.0,write,4
28,5142.0,write,4
29,5837.0,write,4
30,5472.0,write,4
31,5830.0,write,4
32,5376.0,write,4
33,5392.0,write,4
34,5121.0,write,4
35,5280.0,write,4
36,5235.0,write,4
37,5266.0,write,4
38,5045.0,write,4
39,5152.0,write,4
40,4981.0,write,4
41,4955.0,write,4
42,5242.0,write,4
43,5169.0,write,4
44,4989.0,write,4
45,5144.0,write,4
46,4998.0,write,4
47,4976.0,write,4
48,5015.0,write,4
49,5154.0,write,4
50,5098.0,write,4
51,5027.0,write,4
52,5811.0,write,4
53,5839.0,write,4
54,6063.0,write,4
55,5151.0,write,4
56,4913.0,write,4
57,4972.0,write,4
58,5075.0,write,4
59,5398.0,write,4
60,4990.0,write,4
61,5009.0,write,4
62,5379.0,write,4
63,5235.0,write,4
64,5059.0,write,4
65,5245.0,write,4
66,5255.0,write,4
67,5145.0,write,4
68,10191.0,write,4
69,5327.0,write,4
70,5259.0,write,4
71,4979.0,write,4
72,5170.0,write,4
73,5271.0,write,4
74,5272.0,write,4
75,5305.0,write,4
76,5315.0,write,4
77,5704.0,write,4
78,5282.0,write,4
79,7551.0,write,4
80,5388.0,write,4
81,5131.0,write,4
82,6142.0,write,4
83,6859.0,write,4
84,9040.0,write,4
85,5370.0,write,4
86,5630.0,write,4
87,5457.0,write,4
88,4887.0,write,4
89,7023.0,write,4
90,5044.0,write,4
91,5464.0,write,4
92,5064.0,write,4
93,5108.0,write,4
94,5785.0,write,4
95,5163.0,write,4
96,5659.0,write,4
97,5639.0,write,4
98,10608.0,write,4
99,59505.0,write,4
100,5700.0,write,4
101,6995.0,write,4
102,5339.0,write,4
103,5517.0,write,4
104,5559.0,write,4
105,5280.0,write,4
106,5876.0,write,4
107,5080.0,write,4
108,5431.0,write,4
109,5341.0,write,4
110,5333.0,write,4
111,5041.0,write,4
112,4969.0,write,4
113,6140.0,write,4
114,5313.0,write,4
115,4842.0,write,4
116,4906.0,write,4
117,4987.0,write,4
118,4849.0,write,4
119,6419.0,write,4
120,4952.0,write,4
121,4862.0,write,4
122,5010.0,write,4
123,5037.0,write,4
124,5014.0,write,4
125,5023.0,write,4
126,5055.0,write,4
127,5124.0,write,4
128,5241.0,write,4
129,4943.0,write,4
130,4973.0,write,4
131,5068.0,write,4
132,5070.0,write,4
133,5271.0,write,4
134,5032.0,write,4
135,5247.0,write,4
136,4870.0,write,4
137,4919.0,write,4
138,5003.0,write,4
139,5254.0,write,4
140,4864.0,write,4
141,4947.0,write,4
142,5003.0,write,4
143,4999.0,write,4
144,4875.0,write,4
145,5152.0,write,4
146,4858.0,write,4
147,4978.0,write,4
148,4982.0,write,4
149,5002.0,write,4
150,5138.0,write,4
151,5257.0,write,4
152,5267.0,write,4
153,5245.0,write,4
154,5093.0,write,4
155,5145.0,write,4
156,5101.0,write,4
157,5177.0,write,4
158,5018.0,write,4
159,5127.0,write,4
160,5119.0,write,4
161,5266.0,write,4
162,4848.0,write,4
163,4940.0,write,4
164,5124.0,write,4
165,4851.0,write,4
166,5045.0,write,4
167,5053.0,write,4
168,5104.0,write,4
169,5449.0,write,4
170,5326.0,write,4
171,5474.0,write,4
172,5145.0,write,4
173,5235.0,write,4
174,5048.0,write,4
175,5092.0,write,4
176,5075.0,write,4
177,5062.0,write,4
178,5015.0,write,4
179,5137.0,write,4
180,4970.0,write,4
181,5241.0,write,4
182,5098.0,write,4
183,6246.0,write,4
184,6529.0,write,4
185,5199.0,write,4
186,5120.0,write,4
187,5343.0,write,4
188,5238.0,write,4
189,5177.0,write,4
190,5202.0,write,4
191,5349.0,write,4
192,5354.0,write,4
193,4988.0,write,4
194,4956.0,write,4
195,5134.0,write,4
196,5055.0,write,4
197,5062.0,write,4
198,5200.0,write,4
199,5038.0,write,4
200,5100.0,write,4
201,5307.0,write,4
202,5209.0,write,4
203,5136.0,write,4
204,5354.0,write,4
205,5343.0,write,4
206,5084.0,write,4
207,5797.0,write,4
208,5232.0,write,4
209,5100.0,write,4
210,5210.0,write,4
211,5126.0,write,4
212,5268.0,write,4
213,5020.0,write,4
214,5068.0,write,4
215,5057.0,write,4
216,5491.0,write,4
217,5057.0,write,4
218,5088.0,write,4
219,5141.0,write,4
220,5137.0,write,4
221,5167.0,write,4
222,5705.0,write,4
223,5232.0,write,4
224,5174.0,write,4
225,5501.0,write,4
226,6607.0,write,4
227,5305.0,write,4
228,8014.0,write,4
229,5255.0,write,4
230,5846.0,write,4
231,5500.0,write,4
232,5286.0,write,4
233,5218.0,write,4
234,6689.0,write,4
235,6317.0,write,4
236,5332.0,write,4
237,5323.0,write,4
238,7408.0,write,4
239,5174.0,write,4
240,5297.0,write,4
241,5272.0,write,4
242,5303.0,write,4
243,8848.0,write,4
244,5772.0,write,4
245,5326.0,write,4
246,5163.0,write,4
247,5524.0,write,4
248,5166.0,write,4
249,5170.0,write,4
250,5216.0,write,4
251,5090.0,write,4
252,5121.0,write,4
253,5148.0,write,4
254,5456.0,write,4
255,24380.0,write,4
256,5524.0,write,4
257,5367.0,write,4
258,5533.0,write,4
259,5283.0,write,4
260,5566.0,write,4
261,5506.0,write,4
262,5214.0,write,4
263,5264.0,write,4
264,5340.0,write,4
265,6290.0,write,4
266,5049.0,write,4
267,5091.0,write,4
268,5288.0,write,4
269,5201.0,write,4
270,5181.0,write,4
271,5135.0,write,4
272,5220.0,write,4
273,5315.0,write,4
274,5121.0,write,4
275,5252.0,write,4
276,5173.0,write,4
277,5271.0,write,4
278,5152.0,write,4
279,5227.0,write,4
280,5336.0,write,4
281,5415.0,write,4
282,5747.0,write,4
283,9482.0,write,4
284,5369.0,write,4
285,5246.0,write,4
286,5110.0,write,4
287,60584.0,write,4
288,6790.0,write,4
289,6934.0,write,4
290,9053.0,write,4
291,6908.0,write,4
292,5454.0,write,4
293,5191.0,write,4
294,5541.0,write,4
295,5278.0,write,4
296,8194.0,write,4
297,5419.0,write,4
298,5569.0,write,4
299,5276.0,write,4
