Addr: 146.148.87.68, Port: 60000
b'{"is_cold": false, "events": 1, "idx": "9698359221546809"}'
b'{"is_cold": false, "events": 1, "idx": "9698742974233777"}'
b'{"is_cold": false, "events": 1, "idx": "9698421050443086"}'
b'{"is_cold": false, "events": 1, "idx": "9698359221546808"}'
b'{"is_cold": false, "events": 1, "idx": "9697201366763138"}'
b'{"is_cold": false, "events": 1, "idx": "9062994250572110"}'
b'{"is_cold": false, "events": 1, "idx": "9698077329668553"}'
b'{"is_cold": true, "events": 1, "idx": "9697293107485566"}'
b'{"is_cold": false, "events": 1, "idx": "9697393444496693"}'
b'{"is_cold": false, "events": 1, "idx": "9698077329668552"}'
b'{"is_cold": false, "events": 1, "idx": "9698287721139409"}'
b'{"is_cold": false, "events": 1, "idx": "9697680266391489"}'
b'{"is_cold": false, "events": 1, "idx": "9697272257752268"}'
b'{"is_cold": false, "events": 1, "idx": "9698442551420326"}'
b'{"is_cold": false, "events": 1, "idx": "9697272779555680"}'
b'{"is_cold": false, "events": 1, "idx": "9698499145433266"}'
b'{"is_cold": false, "events": 1, "idx": "9698568801176560"}'
b'{"is_cold": false, "events": 1, "idx": "9698457328972043"}'
b'{"is_cold": false, "events": 1, "idx": "9062975117980613"}'
b'{"is_cold": false, "events": 1, "idx": "9698767224938940"}'
b'{"is_cold": false, "events": 1, "idx": "9698152801148650"}'
b'{"is_cold": false, "events": 1, "idx": "9698450300802503"}'
b'{"is_cold": false, "events": 1, "idx": "9062865982325007"}'
b'{"is_cold": false, "events": 1, "idx": "9698363236286523"}'
b'{"is_cold": false, "events": 1, "idx": "9697436536427381"}'
b'{"is_cold": false, "events": 1, "idx": "9698672052673324"}'
b'{"is_cold": false, "events": 1, "idx": "9697736554653483"}'
b'{"is_cold": false, "events": 1, "idx": "9698683537172728"}'
b'{"is_cold": false, "events": 1, "idx": "9698458629526306"}'
b'{"is_cold": false, "events": 1, "idx": "9698343243347720"}'
b'{"is_cold": false, "events": 1, "idx": "9697923026384258"}'
b'{"is_cold": false, "events": 1, "idx": "9698108991564948"}'
b'{"is_cold": false, "events": 1, "idx": "9063162836878878"}'
b'{"is_cold": false, "events": 1, "idx": "9698457414300872"}'
b'{"is_cold": false, "events": 1, "idx": "9697462781098622"}'
b'{"is_cold": false, "events": 1, "idx": "9697732968713961"}'
b'{"is_cold": false, "events": 1, "idx": "9698289986972186"}'
b'{"is_cold": false, "events": 1, "idx": "9698591970023566"}'
b'{"is_cold": false, "events": 1, "idx": "9698263667624362"}'
b'{"is_cold": false, "events": 1, "idx": "9698033582659717"}'
b'{"is_cold": false, "events": 1, "idx": "9698403488065841"}'
b'{"is_cold": false, "events": 1, "idx": "9698876703183374"}'
b'{"is_cold": false, "events": 1, "idx": "9698366120535366"}'
b'{"is_cold": false, "events": 1, "idx": "9698547327445929"}'
b'{"is_cold": false, "events": 1, "idx": "9698852404110814"}'
b'{"is_cold": false, "events": 1, "idx": "9698450230012607"}'
b'{"is_cold": false, "events": 1, "idx": "9698304755416993"}'
b'{"is_cold": false, "events": 1, "idx": "9698535205393822"}'
b'{"is_cold": false, "events": 1, "idx": "9063101474004648"}'
b'{"is_cold": false, "events": 1, "idx": "9698443640218500"}'
b'{"is_cold": false, "events": 1, "idx": "9698449006969837"}'
b'{"is_cold": false, "events": 1, "idx": "9697460697771361"}'
b'{"is_cold": false, "events": 1, "idx": "9697254564814494"}'
b'{"is_cold": false, "events": 1, "idx": "9698351189609226"}'
b'{"is_cold": false, "events": 1, "idx": "9698125170968893"}'
b'{"is_cold": false, "events": 1, "idx": "9698311294761750"}'
b'{"is_cold": false, "events": 1, "idx": "9698567539921760"}'
b'{"is_cold": false, "events": 1, "idx": "9697212899669612"}'
b'{"is_cold": false, "events": 1, "idx": "9697049204958851"}'
b'{"is_cold": false, "events": 1, "idx": "9697662906782816"}'
b'{"is_cold": false, "events": 1, "idx": "9697470292892598"}'
b'{"is_cold": false, "events": 1, "idx": "9698421629693026"}'
b'{"is_cold": false, "events": 1, "idx": "9698509746298818"}'
b'{"is_cold": false, "events": 1, "idx": "9698249484505828"}'
b'{"is_cold": false, "events": 1, "idx": "9697732368973801"}'
